step,0
0,0
1,1.42857
2,2.58012
3,3.34005
4,3.6467
5,3.95335
6,4.26
7,5.50273
8,6.22488
9,6.40463
10,6.58438
11,6.76413
12,6.94388
13,7.12363
14,8.17136
15,8.64269
16,9.11403
17,10.4234
18,11.1291
19,11.2196
20,11.3101
21,11.4005
22,11.491
23,11.5815
24,11.672
25,11.7625
26,11.853
27,11.9435
28,12.034
29,12.9262
30,13.8183
31,14.0725
32,15.1066
33,15.4818
34,15.8569
35,16.232
36,17.3689
37,17.8289
38,18.2889
39,19.4909
40,19.9968
41,20.5027
42,21.7318
43,22.2523
44,23.4831
45,23.9865
46,24.4899
47,25.6854
48,26.1358
49,27.2729
50,27.6583
51,28.0438
52,29.0969
53,29.3803
54,29.6637
55,29.947
56,30.2304
57,31.164
58,31.3312
59,31.4984
60,31.6656
61,31.8328
62,32
63,32.8191
64,33.6382
65,33.6707
66,33.7032
67,33.7357
68,33.7682
69,33.8007
70,33.8333
71,33.8658
72,33.8983
73,33.9308
74,33.9633
75,33.9959
76,34.0284
77,34.6935
78,35.3587
79,36.6475
80,37.1545
81,38.2965
82,38.634
83,38.9716
84,39.3091
85,40.2604
86,40.3871
87,40.5137
88,40.6404
89,40.7671
90,40.8938
91,41.0204
92,41.7865
93,42.5525
94,43.9446
95,44.5216
96,45.7003
97,46.041
98,47.021
99,47.1963
100,47.3715
101,47.5468
102,47.7221
103,47.8973
104,48.0726
105,48.8572
106,49.6419
107,51.0222
108,52.202
109,52.5806
110,52.9591
111,53.3377
112,54.327
113,54.4826
114,54.6383
115,54.7939
116,54.9496
117,55.1052
118,55.841
119,56.5768
120,57.9681
121,58.5663
122,59.7809
123,60.1654
124,61.1315
125,61.3383
126,61.5452
127,61.752
128,61.9588
129,62.1656
130,63.0195
131,63.0706
132,63.1216
133,63.1727
134,63.2237
135,63.2748
136,63.3258
137,63.3769
138,63.4279
139,63.479
140,63.5301
141,63.5811
142,63.6322
143,63.6832
144,63.7343
145,63.7853
146,63.8364
147,63.8874
148,63.9385
149,63.9896
150,64.0406
151,64.6972
152,65.3538
153,66.5967
154,67.0968
155,68.2582
156,68.6289
157,68.9996
158,69.3703
159,70.3564
160,70.508
161,70.6597
162,70.8113
163,70.9629
164,71.1145
165,71.97
166,72.8255
167,20.073
168,21.3021
169,21.8226
170,22.3431
171,23.5739
172,24.0773
173,25.2728
174,25.7232
175,26.1736
176,27.3107
177,27.6962
178,28.0816
179,29.1348
180,29.4181
181,29.7015
182,29.9849
183,30.2682
184,31.2018
185,31.369
186,31.5362
187,31.7034
188,31.8706
189,32.0378
190,32.8569
191,33.676
192,33.7085
193,33.741
194,33.7735
195,33.8061
196,33.8386
197,33.8711
198,33.9036
199,33.9361
200,33.9686
201,34.0012
202,34.6663
203,35.3315
204,36.6203
205,37.1273
206,38.2693
207,38.6068
208,38.9444
209,39.2819
210,40.2332
211,40.3598
212,40.4865
213,40.6132
214,40.7399
215,40.8666
216,40.9932
217,41.1199
218,41.886
219,42.652
220,44.0441
221,45.2228
222,45.5635
223,45.9042
224,46.2449
225,47.2249
226,47.4002
227,47.5754
228,47.7507
229,47.926
230,48.1012
231,48.8859
232,49.6705
233,51.0508
234,52.2306
235,52.6092
236,52.9878
237,53.3664
238,54.3556
239,54.5113
240,54.6669
241,54.8226
242,54.9782
243,55.1338
244,55.8697
245,56.6055
246,57.9968
