step,stayUtil
0,13
1,168.38
2,221.816
3,250.585
4,261.252
5,271.479
6,281.317
7,317.953
8,337.346
9,341.996
10,346.581
11,351.103
12,355.566
13,359.972
14,384.613
15,395.18
16,405.463
17,432.708
18,446.683
19,448.443
20,450.195
21,451.941
22,453.679
23,455.411
24,457.136
25,458.854
26,460.566
27,462.271
28,463.333
29,463.333
30,463.333
31,463.333
32,463.333
33,463.333
34,463.333
35,463.333
36,463.333
37,463.333
38,463.333
39,463.333
40,463.333
41,463.333
42,463.333
43,463.333
44,463.333
45,463.333
46,463.333
47,463.333
48,463.333
49,463.333
50,463.333
51,463.333
52,463.333
53,463.333
54,463.333
55,463.333
56,463.333
57,463.333
58,463.333
59,463.333
60,463.333
61,463.333
62,463.333
63,463.333
64,463.333
65,463.333
66,463.333
67,463.333
68,463.333
69,463.333
70,463.333
71,463.333
72,463.333
73,463.333
74,463.333
75,463.333
76,463.333
77,463.333
78,463.333
79,463.333
80,463.333
81,463.333
82,463.333
83,463.333
84,463.333
85,463.333
86,463.333
87,463.333
88,463.333
89,463.333
90,463.333
91,463.333
92,463.333
93,463.333
94,463.333
95,463.333
96,463.333
97,463.333
98,463.333
99,463.333
100,463.333
101,463.333
102,463.333
103,463.333
104,463.333
105,463.333
106,463.333
107,463.333
108,463.333
109,463.333
110,463.333
111,463.333
112,463.333
113,463.333
114,463.333
115,463.333
116,463.333
117,463.333
118,463.333
119,463.333
120,463.333
121,463.333
122,463.333
123,463.333
124,463.333
125,463.333
126,463.333
127,463.333
128,463.333
129,463.333
130,463.333
131,463.333
132,463.333
133,463.333
134,463.333
135,463.333
136,463.333
137,463.333
138,463.333
139,463.333
140,463.333
141,463.333
142,463.333
143,463.333
144,463.333
145,463.333
146,463.333
147,463.333
148,463.333
149,463.333
150,463.333
151,463.333
152,463.333
153,463.333
154,463.333
155,463.333
156,463.333
157,463.333
158,463.333
159,463.333
160,463.333
161,463.333
162,463.333
163,463.333
164,463.333
165,463.333
166,463.333
167,463.333
168,463.333
169,463.333
170,463.333
171,463.333
172,463.333
173,463.333
174,463.333
175,463.333
176,463.333
177,463.333
178,463.333
179,463.333
180,463.333
181,463.333
182,463.333
183,463.333
184,463.333
185,463.333
186,463.333
187,463.333
188,463.333
189,463.333
190,463.333
191,463.333
192,463.333
193,463.333
194,463.333
195,463.333
196,463.333
197,463.333
198,463.333
199,463.333
200,463.333
201,463.333
202,463.333
203,463.333
204,463.333
205,463.333
206,463.333
207,463.333
208,463.333
209,463.333
210,463.333
211,463.333
212,463.333
213,463.333
214,463.333
215,463.333
216,463.333
217,463.333
218,463.333
219,463.333
220,463.333
221,463.333
222,463.333
223,463.333
224,463.333
225,463.333
226,463.333
227,463.333
228,463.333
229,463.333
230,463.333
231,463.333
232,463.333
233,463.333
234,463.333
235,463.333
236,463.333
237,463.333
238,463.333
239,463.333
240,463.333
241,463.333
242,463.333
243,463.333
244,463.333
245,463.333
246,463.333
247,463.333
248,463.333
249,463.333
250,463.333
251,463.333
252,463.333
253,463.333
254,463.333
255,463.333
256,463.333
257,463.333
258,463.333
259,463.333
260,463.333
261,463.333
262,463.333
263,463.333
264,463.333
265,463.333
266,463.333
267,463.333
268,463.333
269,463.333
270,463.333
271,463.333
272,463.333
273,463.333
274,463.333
275,463.333
276,463.333
277,463.333
278,463.333
279,463.333
280,463.333
281,463.333
282,463.333
283,463.333
284,463.333
285,463.333
286,463.333
287,463.333
288,463.333
289,463.333
290,463.333
291,463.333
292,463.333
293,463.333
294,463.333
295,463.333
296,463.333
297,463.333
298,463.333
299,463.333
300,463.333
301,463.333
302,463.333
303,463.333
304,463.333
305,463.333
306,463.333
307,463.333
308,463.333
309,463.333
310,463.333
311,463.333
312,463.333
313,463.333
314,463.333
315,463.333
316,463.333
317,463.333
318,463.333
319,463.333
320,463.333
321,463.333
322,463.333
323,463.333
324,463.333
325,463.333
326,463.333
327,463.333
328,463.333
329,463.333
330,463.333
331,463.333
332,463.333
333,463.333
334,463.333
335,463.333
336,463.333
337,463.333
338,463.333
339,463.333
340,463.333
341,463.333
342,463.333
343,463.333
344,463.333
345,463.333
346,463.333
347,463.333
348,463.333
349,463.333
350,463.333
351,463.333
352,463.333
353,463.333
354,463.333
355,463.333
356,463.333
357,463.333
358,463.333
359,463.333
360,463.333
361,463.333
362,463.333
363,463.333
364,463.333
365,463.333
366,463.333
367,463.333
368,463.333
369,463.333
370,463.333
371,463.333
372,463.333
373,463.333
374,463.333
375,463.333
376,463.333
377,463.333
378,463.333
379,463.333
380,463.333
381,463.333
382,463.333
383,463.333
384,463.333
385,463.333
386,463.333
387,463.333
388,463.333
389,463.333
390,463.333
391,463.333
392,463.333
393,463.333
394,463.333
395,463.333
396,463.333
397,463.333
398,463.333
399,463.333
400,463.333
401,463.333
402,463.333
403,463.333
404,463.333
405,463.333
406,463.333
407,463.333
408,463.333
409,463.333
410,463.333
411,463.333
412,463.333
413,463.333
414,463.333
415,463.333
416,463.333
417,463.333
418,463.333
419,463.333
420,463.333
421,463.333
422,463.333
423,463.333
424,463.333
425,463.333
426,463.333
427,463.333
428,463.333
429,463.333
430,463.333
431,463.333
432,463.333
433,463.333
434,463.333
435,463.333
436,463.333
437,463.333
438,463.333
439,463.333
440,463.333
441,463.333
442,463.333
443,463.333
444,463.333
445,463.333
446,463.333
447,463.333
448,463.333
449,463.333
450,463.333
451,463.333
452,463.333
453,463.333
454,463.333
455,463.333
456,463.333
457,463.333
458,463.333
459,463.333
460,463.333
461,463.333
462,463.333
463,463.333
464,463.333
465,463.333
466,463.333
467,463.333
468,463.333
469,463.333
470,463.333
471,463.333
472,463.333
473,463.333
474,463.333
475,463.333
476,463.333
477,463.333
478,463.333
479,463.333
480,463.333
481,463.333
482,463.333
483,463.333
484,463.333
485,463.333
486,463.333
487,463.333
488,463.333
489,463.333
490,463.333
491,463.333
492,463.333
493,463.333
494,463.333
495,463.333
496,463.333
497,463.333
498,463.333
499,463.333
500,463.333
