step,sumCost
0,115.414
1,62.2375
2,27.1549
3,-0.394676
4,-21.2825
5,-41.4739
6,-61.4029
7,-99.6269
8,-130.142
9,-150.28
10,-169.101
11,-186.779
12,-203.451
13,-219.23
14,-255.228
15,-277.673
16,-299.664
17,-340.802
18,-367.825
19,-380.235
20,-391.666
21,-402.262
22,-412.14
23,-421.396
24,-430.109
25,-438.344
26,-446.154
27,-453.585
28,-459.806
29,-464.241
30,-468.35
31,-472.165
32,-475.715
33,-479.023
34,-482.111
35,-484.997
36,-487.698
37,-490.228
38,-492.6
39,-494.827
40,-496.919
41,-498.885
42,-500.735
43,-502.475
44,-504.114
45,-505.658
46,-507.114
47,-508.486
48,-509.78
49,-511.002
50,-512.155
51,-513.243
52,-514.272
53,-515.243
54,-516.161
55,-517.029
56,-517.85
57,-518.626
58,-519.361
59,-520.056
60,-520.714
61,-521.337
62,-521.927
63,-522.486
64,-523.017
65,-523.519
66,-523.996
67,-524.448
68,-524.878
69,-525.285
70,-525.673
71,-526.041
72,-526.391
73,-526.724
74,-527.04
75,-527.342
76,-527.629
77,-527.903
78,-528.164
79,-528.413
80,-528.651
81,-528.878
82,-529.095
83,-529.302
84,-529.501
85,-529.691
86,-529.873
87,-530.047
88,-530.214
89,-530.375
90,-530.529
91,-530.677
92,-530.819
93,-530.956
94,-531.087
95,-531.214
96,-531.336
97,-531.454
98,-531.568
99,-531.677
100,-531.783
101,-531.886
102,-531.985
103,-532.081
104,-532.174
105,-532.263
106,-532.35
107,-532.435
108,-532.517
109,-532.596
110,-532.674
111,-532.749
112,-532.822
113,-532.893
114,-532.962
115,-533.029
116,-533.094
117,-533.158
118,-533.22
119,-533.281
120,-533.34
121,-533.398
122,-533.454
123,-533.509
124,-533.563
125,-533.615
126,-533.667
127,-533.717
128,-533.766
129,-533.814
130,-533.861
131,-533.907
132,-533.952
133,-533.997
134,-534.04
135,-534.083
136,-534.124
137,-534.165
138,-534.205
139,-534.244
140,-534.283
141,-534.321
142,-534.358
143,-534.394
144,-534.43
145,-534.466
146,-534.5
147,-534.534
148,-534.568
149,-534.6
150,-534.633
151,-534.664
152,-534.696
153,-534.726
154,-534.757
155,-534.786
156,-534.816
157,-534.844
158,-534.873
159,-534.901
160,-534.928
161,-534.955
162,-534.982
163,-535.008
164,-535.034
165,-535.06
166,-535.085
167,-535.109
168,-535.134
169,-535.158
170,-535.181
171,-535.205
172,-535.228
173,-535.25
174,-535.273
175,-535.295
176,-535.317
177,-535.338
178,-535.359
179,-535.38
180,-535.401
181,-535.421
182,-535.441
183,-535.461
184,-535.48
185,-535.5
186,-535.519
187,-535.537
188,-535.556
189,-535.574
190,-535.592
191,-535.61
192,-535.628
193,-535.645
194,-535.662
195,-535.679
196,-535.696
197,-535.713
198,-535.729
199,-535.745
200,-535.761
201,-535.777
202,-535.792
203,-535.808
204,-535.823
205,-535.838
206,-535.853
207,-535.867
208,-535.882
209,-535.896
210,-535.91
211,-535.924
212,-535.938
213,-535.952
214,-535.965
215,-535.979
216,-535.992
217,-536.005
218,-536.018
219,-536.031
220,-536.043
221,-536.056
222,-536.068
223,-536.081
224,-536.093
225,-536.105
226,-536.116
227,-536.128
228,-536.14
229,-536.151
230,-536.163
231,-536.174
232,-536.185
233,-536.196
234,-536.207
235,-536.217
236,-536.228
237,-536.239
238,-536.249
239,-536.259
240,-536.27
241,-536.28
242,-536.29
243,-536.3
244,-536.309
245,-536.319
246,-536.329
247,-536.338
248,-536.348
249,-536.357
250,-536.366
251,-536.375
252,-536.385
253,-536.394
254,-536.402
255,-536.411
256,-536.42
257,-536.429
258,-536.437
259,-536.446
260,-536.454
261,-536.462
262,-536.47
263,-536.479
264,-536.487
265,-536.495
266,-536.503
267,-536.511
268,-536.518
269,-536.526
270,-536.534
271,-536.541
272,-536.549
273,-536.556
274,-536.564
275,-536.571
276,-536.578
277,-536.585
278,-536.592
279,-536.599
280,-536.606
281,-536.613
282,-536.62
283,-536.627
284,-536.634
285,-536.64
286,-536.647
287,-536.654
288,-536.66
289,-536.667
290,-536.673
291,-536.679
292,-536.686
293,-536.692
294,-536.698
295,-536.704
296,-536.71
297,-536.716
298,-536.722
299,-536.728
300,-536.734
301,-536.74
302,-536.746
303,-536.751
304,-536.757
305,-536.763
306,-536.768
307,-536.774
308,-536.779
309,-536.785
310,-536.79
311,-536.796
312,-536.801
313,-536.806
314,-536.811
315,-536.817
316,-536.822
317,-536.827
318,-536.832
319,-536.837
320,-536.842
321,-536.847
322,-536.852
323,-536.857
324,-536.862
325,-536.866
326,-536.871
327,-536.876
328,-536.881
329,-536.885
330,-536.89
331,-536.895
332,-536.899
333,-536.904
334,-536.908
335,-536.913
336,-536.917
337,-536.921
338,-536.926
339,-536.93
340,-536.934
341,-536.939
342,-536.943
343,-536.947
344,-536.951
345,-536.955
346,-536.959
347,-536.964
348,-536.968
349,-536.972
350,-536.976
351,-536.98
352,-536.984
353,-536.987
354,-536.991
355,-536.995
356,-536.999
357,-537.003
358,-537.007
359,-537.01
360,-537.014
361,-537.018
362,-537.021
363,-537.025
364,-537.029
365,-537.032
366,-537.036
367,-537.039
368,-537.043
369,-537.046
370,-537.05
371,-537.053
372,-537.057
373,-537.06
374,-537.063
375,-537.067
376,-537.07
377,-537.073
378,-537.077
379,-537.08
380,-537.083
381,-537.086
382,-537.09
383,-537.093
384,-537.096
385,-537.099
386,-537.102
387,-537.105
388,-537.108
389,-537.111
390,-537.114
391,-537.117
392,-537.12
393,-537.123
394,-537.126
395,-537.129
396,-537.132
397,-537.135
398,-537.138
399,-537.141
400,-537.144
401,-537.147
402,-537.149
403,-537.152
404,-537.155
405,-537.158
406,-537.16
407,-537.163
408,-537.166
409,-537.169
410,-537.171
411,-537.174
412,-537.177
413,-537.179
414,-537.182
415,-537.184
416,-537.187
417,-537.19
418,-537.192
419,-537.195
420,-537.197
421,-537.2
422,-537.202
423,-537.205
424,-537.207
425,-537.209
426,-537.212
427,-537.214
428,-537.217
429,-537.219
430,-537.221
431,-537.224
432,-537.226
433,-537.228
434,-537.231
435,-537.233
436,-537.235
437,-537.238
438,-537.24
439,-537.242
440,-537.244
441,-537.247
442,-537.249
443,-537.251
444,-537.253
445,-537.255
446,-537.257
447,-537.26
448,-537.262
449,-537.264
450,-537.266
451,-537.268
452,-537.27
453,-537.272
454,-537.274
455,-537.276
456,-537.278
457,-537.28
458,-537.282
459,-537.284
460,-537.286
461,-537.288
462,-537.29
463,-537.292
464,-537.294
465,-537.296
466,-537.298
467,-537.3
468,-537.302
469,-537.304
470,-537.306
471,-537.308
472,-537.309
473,-537.311
474,-537.313
475,-537.315
476,-537.317
477,-537.319
478,-537.32
479,-537.322
480,-537.324
481,-537.326
482,-537.328
483,-537.329
484,-537.331
485,-537.333
486,-537.334
487,-537.336
488,-537.338
489,-537.34
490,-537.341
491,-537.343
492,-537.345
493,-537.346
494,-537.348
495,-537.35
496,-537.351
497,-537.353
498,-537.355
499,-537.356
500,-537.358
