step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,49.9795,30.0128,30.0128,60.3637,59.9795,3,3,17.3187,7.31868,3,17.3187,7.31868,46.6696,36.6696,26.6696
1,42.193,33.4601,33.4601,54.5186,52.193,3.05055,3.05055,19.7881,9.78811,3.05055,19.7881,9.78811,39.8467,29.8467,19.8467
2,38.8318,34.7194,34.7194,51.9726,48.8318,3.13955,3.13955,20.6251,10.6251,3.13955,20.6251,10.6251,36.8783,26.8783,16.8783
3,36.7938,35.2866,35.2866,50.3118,46.7938,3.24177,3.24177,20.9946,10.9946,3.24177,20.9946,10.9946,35.0197,25.0197,15.0197
4,35.4663,35.4723,35.4723,49.1214,45.4663,3.34932,3.34932,21.1081,11.1081,3.34932,21.1081,11.1081,33.7572,23.7572,13.7572
5,34.5564,35.4411,35.4411,48.2112,44.5564,3.45882,3.45882,21.077,11.077,3.45882,21.077,11.077,32.847,22.847,12.847
6,33.8621,35.3264,35.3264,47.4721,43.8621,3.56845,3.56845,20.9859,10.9859,3.56845,20.9859,10.9859,32.1316,22.1316,12.1316
7,33.3207,35.1595,35.1595,46.8566,43.3207,3.67687,3.67687,20.8581,10.8581,3.67687,20.8581,10.8581,31.5551,21.5551,11.5551
8,32.8902,34.9613,34.9613,46.3332,42.8902,3.78325,3.78325,20.7087,10.7087,3.78325,20.7087,10.7087,31.0806,21.0806,11.0806
9,32.542,34.7457,34.7457,45.8805,42.542,3.88704,3.88704,20.548,10.548,3.88704,20.548,10.548,30.6828,20.6828,10.6828
10,32.2559,34.5222,34.5222,45.4835,42.2559,3.98791,3.98791,20.3825,10.3825,3.98791,20.3825,10.3825,30.3438,20.3438,10.3438
11,32.0161,34.298,34.298,45.1298,42.0161,4.08563,4.08563,20.2179,10.2179,4.08563,20.2179,10.2179,30.0497,20.0497,10.0497
12,31.8093,34.0796,34.0796,44.8087,41.8093,4.18007,4.18007,20.0591,10.0591,4.18007,20.0591,10.0591,29.7881,19.7881,9.78815
13,31.6298,33.8682,33.8682,44.5157,41.6298,4.27114,4.27114,19.9067,9.90673,4.27114,19.9067,9.90673,29.5542,19.5542,9.55422
14,31.473,33.6644,33.6644,44.2472,41.473,4.3588,4.3588,19.7609,9.76094,4.3588,19.7609,9.76094,29.3437,19.3437,9.34375
15,31.3353,33.4688,33.4688,44.0004,41.3353,4.44307,4.44307,19.6218,9.62182,4.44307,19.6218,9.62182,29.1534,19.1534,9.15339
16,31.2135,33.2816,33.2816,43.7726,41.2135,4.524,4.524,19.4893,9.48932,4.524,19.4893,9.48932,28.9804,18.9804,8.98039
17,31.1052,33.1027,33.1027,43.5618,41.1052,4.60166,4.60166,19.3633,9.3633,4.60166,19.3633,9.3633,28.8225,18.8225,8.82247
18,31.0084,32.9321,32.9321,43.3663,41.0084,4.67613,4.67613,19.2436,9.24357,4.67613,19.2436,9.24357,28.6777,18.6777,8.67774
19,30.9215,32.7697,32.7697,43.1844,40.9215,4.7475,4.7475,19.1299,9.12991,4.7475,19.1299,9.12991,28.5446,18.5446,8.54461
20,30.843,32.6151,32.6151,43.0148,40.843,4.81589,4.81589,19.0221,9.02206,4.81589,19.0221,9.02206,28.4217,18.4217,8.42174
21,30.7718,32.4683,32.4683,42.8565,40.7718,4.8814,4.8814,18.9198,8.91976,4.8814,18.9198,8.91976,28.308,18.308,8.308
22,30.7069,32.3287,32.3287,42.7084,40.7069,4.94414,4.94414,18.8227,8.82275,4.94414,18.8227,8.82275,28.2024,18.2024,8.20241
23,30.6476,32.1962,32.1962,42.5696,40.6476,5.00421,5.00421,18.7307,8.73075,5.00421,18.7307,8.73075,28.1041,18.1041,8.10414
24,30.5931,32.0703,32.0703,42.4393,40.5931,5.06172,5.06172,18.6435,8.64351,5.06172,18.6435,8.64351,28.0125,18.0125,8.01248
25,30.5429,31.9509,31.9509,42.3169,40.5429,5.11679,5.11679,18.5608,8.56076,5.11679,18.5608,8.56076,27.9268,17.9268,7.92679
26,30.4964,31.8376,31.8376,42.2018,40.4964,5.1695,5.1695,18.4823,8.48227,5.1695,18.4823,8.48227,27.8465,17.8465,7.84654
27,30.4533,31.73,31.73,42.0934,40.4533,5.21997,5.21997,18.4078,8.4078,5.21997,18.4078,8.4078,27.7713,17.7713,7.77125
28,30.4133,31.6278,31.6278,41.9912,40.4133,5.26828,5.26828,18.3371,8.33712,5.26828,18.3371,8.33712,27.7005,17.7005,7.7005
29,30.3758,31.5309,31.5309,41.8948,40.3758,5.31454,5.31454,18.27,8.27002,5.31454,18.27,8.27002,27.6339,17.6339,7.63392
30,30.3408,31.4389,31.4389,41.8038,40.3408,5.35883,5.35883,18.2063,8.2063,5.35883,18.2063,8.2063,27.5712,17.5712,7.57118
31,30.308,31.3515,31.3515,41.7177,40.308,5.40123,5.40123,18.1458,8.14576,5.40123,18.1458,8.14576,27.512,17.512,7.51199
32,30.2772,31.2685,31.2685,41.6364,40.2772,5.44184,5.44184,18.0882,8.08822,5.44184,18.0882,8.08822,27.4561,17.4561,7.45608
