step,sumCost
0,115.414
1,62.2375
2,27.1549
3,-0.394676
4,-21.2825
5,-41.4739
6,-61.4029
7,-99.6269
8,-130.142
9,-150.28
10,-169.101
11,-186.779
12,-203.451
13,-219.23
14,-255.228
15,-277.673
16,-299.664
17,-340.802
18,-367.825
19,-380.235
20,-391.666
21,-402.262
22,-412.14
23,-421.396
24,-430.109
25,-438.344
26,-446.154
27,-453.585
28,-460.676
29,-487.761
30,-514.306
31,-525.011
32,-551.589
33,-555.826
34,-559.733
35,-563.341
36,-566.68
37,-569.773
38,-572.643
39,-575.307
40,-577.783
41,-580.086
42,-582.231
43,-584.228
44,-586.09
45,-587.827
46,-589.448
47,-590.961
48,-592.374
49,-593.694
50,-594.929
51,-596.084
52,-597.164
53,-598.175
54,-599.122
55,-600.009
56,-600.84
57,-601.619
58,-602.35
59,-603.036
60,-603.68
61,-604.285
62,-604.853
63,-605.388
64,-605.891
65,-606.365
66,-606.811
67,-607.231
68,-607.628
69,-608.003
70,-608.357
71,-608.691
72,-609.007
73,-609.307
74,-609.591
75,-609.86
76,-610.116
77,-610.358
78,-610.589
79,-610.809
80,-611.018
81,-611.217
82,-611.407
83,-611.589
84,-611.763
85,-611.929
86,-612.088
87,-612.24
88,-612.386
89,-612.526
90,-612.661
91,-612.79
92,-612.915
93,-613.035
94,-613.151
95,-613.262
96,-613.37
97,-613.474
98,-613.575
99,-613.672
100,-613.766
101,-613.858
102,-613.946
103,-614.032
104,-614.115
105,-614.196
106,-614.275
107,-614.351
108,-614.426
109,-614.498
110,-614.568
111,-614.637
112,-614.704
113,-614.769
114,-614.833
115,-614.895
116,-614.956
117,-615.015
118,-615.073
119,-615.13
120,-615.185
121,-615.239
122,-615.292
123,-615.344
124,-615.395
125,-615.445
126,-615.493
127,-615.541
128,-615.588
129,-615.634
130,-615.679
131,-615.723
132,-615.766
133,-615.809
134,-615.85
135,-615.891
136,-615.931
137,-615.971
138,-616.01
139,-616.048
140,-616.085
141,-616.122
142,-616.158
143,-616.193
144,-616.228
145,-616.263
146,-616.297
147,-616.33
148,-616.362
149,-616.395
150,-616.426
151,-616.457
152,-616.488
153,-616.518
154,-616.548
155,-616.577
156,-616.606
157,-616.634
158,-616.662
159,-616.69
160,-616.717
161,-616.743
162,-616.77
163,-616.796
164,-616.821
165,-616.846
166,-616.871
167,-616.896
168,-616.92
169,-616.944
170,-616.967
171,-616.99
172,-617.013
173,-617.035
174,-617.058
175,-617.079
176,-617.101
177,-617.122
178,-617.143
179,-617.164
180,-617.184
181,-617.205
182,-617.225
183,-617.244
184,-617.264
185,-617.283
186,-617.302
187,-617.32
188,-617.339
189,-617.357
190,-617.375
191,-617.392
192,-617.41
193,-617.427
194,-617.444
195,-617.461
196,-617.478
197,-617.494
198,-617.511
199,-617.527
200,-617.543
201,-617.558
202,-617.574
203,-617.589
204,-617.604
205,-617.619
206,-617.634
207,-617.648
208,-617.663
209,-617.677
210,-617.691
211,-617.705
212,-617.719
213,-617.733
214,-617.746
215,-617.759
216,-617.772
217,-617.786
218,-617.798
219,-617.811
220,-617.824
221,-617.836
222,-617.848
223,-617.861
224,-617.873
225,-617.885
226,-617.896
227,-617.908
228,-617.92
229,-617.931
230,-617.942
231,-617.954
232,-617.965
233,-617.976
234,-617.986
235,-617.997
236,-618.008
237,-618.018
238,-618.029
239,-618.039
240,-618.049
241,-618.059
242,-618.069
243,-618.079
244,-618.089
245,-618.098
246,-618.108
247,-618.118
248,-618.127
249,-618.136
250,-618.145
251,-618.155
252,-618.164
253,-618.173
254,-618.181
255,-618.19
256,-618.199
257,-618.207
258,-618.216
259,-618.224
260,-618.233
261,-618.241
262,-618.249
263,-618.257
264,-618.265
265,-618.273
266,-618.281
267,-618.289
268,-618.297
269,-618.305
270,-618.312
271,-618.32
272,-618.327
273,-618.335
274,-618.342
275,-618.349
276,-618.357
277,-618.364
278,-618.371
279,-618.378
280,-618.385
281,-618.392
282,-618.399
283,-618.405
284,-618.412
285,-618.419
286,-618.425
287,-618.432
288,-618.438
289,-618.445
290,-618.451
291,-618.457
292,-618.464
293,-618.47
294,-618.476
295,-618.482
296,-618.488
297,-618.494
298,-618.5
299,-618.506
300,-618.512
301,-618.518
302,-618.524
303,-618.529
304,-618.535
305,-618.541
306,-618.546
307,-618.552
308,-618.557
309,-618.563
310,-618.568
311,-618.573
312,-618.579
313,-618.584
314,-618.589
315,-618.594
316,-618.6
317,-618.605
318,-618.61
319,-618.615
320,-618.62
321,-618.625
322,-618.63
323,-618.635
324,-618.639
325,-618.644
326,-618.649
327,-618.654
328,-618.658
329,-618.663
330,-618.668
331,-618.672
332,-618.677
333,-618.681
334,-618.686
335,-618.69
336,-618.695
337,-618.699
338,-618.703
339,-618.708
340,-618.712
341,-618.716
342,-618.72
343,-618.725
344,-618.729
345,-618.733
346,-618.737
347,-618.741
348,-618.745
349,-618.749
350,-618.753
351,-618.757
352,-618.761
353,-618.765
354,-618.769
355,-618.773
356,-618.776
357,-618.78
358,-618.784
359,-618.788
360,-618.791
361,-618.795
362,-618.799
363,-618.802
364,-618.806
365,-618.81
366,-618.813
367,-618.817
368,-618.82
369,-618.824
370,-618.827
371,-618.831
372,-618.834
373,-618.837
374,-618.841
375,-618.844
376,-618.847
377,-618.851
378,-618.854
379,-618.857
380,-618.861
381,-618.864
382,-618.867
383,-618.87
384,-618.873
385,-618.876
386,-618.879
387,-618.883
388,-618.886
389,-618.889
390,-618.892
391,-618.895
392,-618.898
393,-618.901
394,-618.904
395,-618.907
396,-618.909
397,-618.912
398,-618.915
399,-618.918
400,-618.921
401,-618.924
402,-618.927
403,-618.929
404,-618.932
405,-618.935
406,-618.938
407,-618.94
408,-618.943
409,-618.946
410,-618.948
411,-618.951
412,-618.954
413,-618.956
414,-618.959
415,-618.961
416,-618.964
417,-618.967
418,-618.969
419,-618.972
420,-618.974
421,-618.977
422,-618.979
423,-618.982
424,-618.984
425,-618.987
426,-618.989
427,-618.991
428,-618.994
429,-618.996
430,-618.998
431,-619.001
432,-619.003
433,-619.005
434,-619.008
435,-619.01
436,-619.012
437,-619.015
438,-619.017
439,-619.019
440,-619.021
441,-619.024
442,-619.026
443,-619.028
444,-619.03
445,-619.032
446,-619.034
447,-619.037
448,-619.039
449,-619.041
450,-619.043
451,-619.045
452,-619.047
453,-619.049
454,-619.051
455,-619.053
456,-619.055
457,-619.057
458,-619.059
459,-619.061
460,-619.063
461,-619.065
462,-619.067
463,-619.069
464,-619.071
465,-619.073
466,-619.075
467,-619.077
468,-619.079
469,-619.081
470,-619.083
471,-619.084
472,-619.086
473,-619.088
474,-619.09
475,-619.092
476,-619.094
477,-619.095
478,-619.097
479,-619.099
480,-619.101
481,-619.103
482,-619.104
483,-619.106
484,-619.108
485,-619.11
486,-619.111
487,-619.113
488,-619.115
489,-619.116
490,-619.118
491,-619.12
492,-619.122
493,-619.123
494,-619.125
495,-619.126
496,-619.128
497,-619.13
498,-619.131
499,-619.133
500,-619.135
