step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,49.9796,30.0129,30.0129,60.3649,59.9796,3,3,17.3183,7.31832,3,17.3183,7.31832,46.6703,36.6703,26.6703
1,42.1927,33.4603,33.4603,54.5193,52.1927,3.05055,3.05055,19.7879,9.78787,3.05055,19.7879,9.78787,39.8469,29.8469,19.8469
2,38.8315,34.7196,34.7196,51.9732,48.8315,3.13957,3.13957,20.6249,10.6249,3.13957,20.6249,10.6249,36.8784,26.8784,16.8784
3,36.7934,35.2868,35.2868,50.3123,46.7934,3.24179,3.24179,20.9944,10.9944,3.24179,20.9944,10.9944,35.0198,25.0198,15.0198
4,35.466,35.4725,35.4725,49.1219,45.466,3.34934,3.34934,21.1079,11.1079,3.34934,21.1079,11.1079,33.7572,23.7572,13.7572
5,34.556,35.4413,35.4413,48.2116,44.556,3.45884,3.45884,21.0768,11.0768,3.45884,21.0768,11.0768,32.8471,22.8471,12.8471
6,33.8618,35.3266,35.3266,47.4725,43.8618,3.56847,3.56847,20.9857,10.9857,3.56847,20.9857,10.9857,32.1317,22.1317,12.1317
7,33.3204,35.1597,35.1597,46.857,43.3204,3.6769,3.6769,20.8579,10.8579,3.6769,20.8579,10.8579,31.5552,21.5552,11.5552
8,32.8899,34.9615,34.9615,46.3336,42.8899,3.78328,3.78328,20.7086,10.7086,3.78328,20.7086,10.7086,31.0806,21.0806,11.0806
9,32.5417,34.7459,34.7459,45.8809,42.5417,3.88708,3.88708,20.5478,10.5478,3.88708,20.5478,10.5478,30.6828,20.6828,10.6828
10,32.2556,34.5223,34.5223,45.4838,42.2556,3.98794,3.98794,20.3824,10.3824,3.98794,20.3824,10.3824,30.3439,20.3439,10.3439
11,32.0158,34.2982,34.2982,45.1301,42.0158,4.08566,4.08566,20.2177,10.2177,4.08566,20.2177,10.2177,30.0497,20.0497,10.0497
12,31.809,34.0798,34.0798,44.809,41.809,4.1801,4.1801,20.059,10.059,4.1801,20.059,10.059,29.7882,19.7882,9.78819
13,31.6296,33.8683,33.8683,44.516,41.6296,4.27117,4.27117,19.9066,9.90656,4.27117,19.9066,9.90656,29.5543,19.5543,9.55427
14,31.4728,33.6645,33.6645,44.2476,41.4728,4.35884,4.35884,19.7608,9.76078,4.35884,19.7608,9.76078,29.3438,19.3438,9.3438
15,31.3351,33.4689,33.4689,44.0007,41.3351,4.44311,4.44311,19.6217,9.62166,4.44311,19.6217,9.62166,29.1534,19.1534,9.15344
16,31.2133,33.2817,33.2817,43.7729,41.2133,4.52404,4.52404,19.4892,9.48915,4.52404,19.4892,9.48915,28.9804,18.9804,8.98045
17,31.105,33.1028,33.1028,43.5622,41.105,4.60169,4.60169,19.3631,9.36314,4.60169,19.3631,9.36314,28.8225,18.8225,8.82253
18,31.0082,32.9322,32.9322,43.3666,41.0082,4.67616,4.67616,19.2434,9.24341,4.67616,19.2434,9.24341,28.6778,18.6778,8.6778
19,30.9213,32.7698,32.7698,43.1847,40.9213,4.74754,4.74754,19.1297,9.12975,4.74754,19.1297,9.12975,28.5447,18.5447,8.54468
20,30.8428,32.6152,32.6152,43.0151,40.8428,4.81593,4.81593,19.0219,9.0219,4.81593,19.0219,9.0219,28.4218,18.4218,8.42181
21,30.7716,32.4683,32.4683,42.8568,40.7716,4.88144,4.88144,18.9196,8.9196,4.88144,18.9196,8.9196,28.3081,18.3081,8.30807
22,30.7068,32.3288,32.3288,42.7087,40.7068,4.94417,4.94417,18.8226,8.82259,4.94417,18.8226,8.82259,28.2025,18.2025,8.20248
23,30.6474,32.1962,32.1962,42.5699,40.6474,5.00424,5.00424,18.7306,8.73059,5.00424,18.7306,8.73059,28.1042,18.1042,8.10422
24,30.593,32.0704,32.0704,42.4396,40.593,5.06176,5.06176,18.6434,8.64335,5.06176,18.6434,8.64335,28.0126,18.0126,8.01255
25,30.5428,31.951,31.951,42.3172,40.5428,5.11682,5.11682,18.5606,8.56061,5.11682,18.5606,8.56061,27.9269,17.9269,7.92687
26,30.4963,31.8376,31.8376,42.2021,40.4963,5.16954,5.16954,18.4821,8.48212,5.16954,18.4821,8.48212,27.8466,17.8466,7.84662
27,30.4532,31.73,31.73,42.0937,40.4532,5.22,5.22,18.4076,8.40765,5.22,18.4076,8.40765,27.7713,17.7713,7.77133
28,30.4131,31.6279,31.6279,41.9915,40.4131,5.26832,5.26832,18.337,8.33697,5.26832,18.337,8.33697,27.7006,17.7006,7.70058
29,30.3757,31.5309,31.5309,41.8951,40.3757,5.31457,5.31457,18.2699,8.26987,5.31457,18.2699,8.26987,27.634,17.634,7.63399
30,30.3407,31.4389,31.4389,41.804,40.3407,5.35886,5.35886,18.2061,8.20615,5.35886,18.2061,8.20615,27.5713,17.5713,7.57126
31,30.3079,31.3515,31.3515,41.718,40.3079,5.40127,5.40127,18.1456,8.14561,5.40127,18.1456,8.14561,27.5121,17.5121,7.51206
32,30.2771,31.2685,31.2685,41.6366,40.2771,5.44188,5.44188,18.0881,8.08808,5.44188,18.0881,8.08808,27.4562,17.4562,7.45616
33,30.248,31.1897,31.1897,41.5596,40.248,5.48076,5.48076,18.0334,8.03338,5.48076,18.0334,8.03338,27.4033,17.4033,7.40331
34,30.2206,31.1148,31.1148,41.4867,40.2206,5.51801,5.51801,17.9814,7.98136,5.51801,17.9814,7.98136,27.3533,17.3533,7.35329
35,30.1947,31.0436,31.0436,41.4177,40.1947,5.55368,5.55368,17.9319,7.93186,5.55368,17.9319,7.93186,27.3059,17.3059,7.30592
