step,0,1,2,3,4,5,6,7
0,10,6.99992,3.00008,6.99951,3.00008,0.000418589,6.99951,3.00049
1,10,6.96493,3.03507,6.96451,3.03507,0.000416077,6.96451,3.03549
2,10,6.93102,3.06898,6.9306,3.06898,0.000413636,6.9306,3.0694
3,10,6.89815,3.10185,6.89774,3.10185,0.000411261,6.89774,3.10226
4,10,6.8663,3.1337,6.86589,3.1337,0.00040895,6.86589,3.13411
5,10,6.83541,3.16459,6.835,3.16459,0.000406702,6.835,3.165
6,10,6.80545,3.19455,6.80505,3.19455,0.000404512,6.80505,3.19495
7,10,6.77639,3.22361,6.77599,3.22361,0.00040238,6.77599,3.22401
8,10,6.74819,3.25181,6.74779,3.25181,0.000400304,6.74779,3.25221
9,10,6.72082,3.27918,6.72042,3.27918,0.00039828,6.72042,3.27958
10,10,6.69425,3.30575,6.69386,3.30575,0.000396307,6.69386,3.30614
11,10,6.66846,3.33154,6.66806,3.33154,0.000394384,6.66806,3.33194
12,10,6.6434,3.3566,6.64301,3.3566,0.000392508,6.64301,3.35699
13,10,6.61907,3.38093,6.61868,3.38093,0.000390677,6.61868,3.38132
14,10,6.59543,3.40457,6.59504,3.40457,0.000388891,6.59504,3.40496
15,10,6.57246,3.42754,6.57207,3.42754,0.000387148,6.57207,3.42793
16,10,6.55013,3.44987,6.54975,3.44987,0.000385446,6.54975,3.45025
17,10,6.52843,3.47157,6.52805,3.47157,0.000383783,6.52805,3.47195
18,10,6.50734,3.49266,6.50695,3.49266,0.000382159,6.50695,3.49305
19,10,6.48682,3.51318,6.48644,3.51318,0.000380573,6.48644,3.51356
20,10,6.46687,3.53313,6.46649,3.53313,0.000379021,6.46649,3.53351
21,10,6.44746,3.55254,6.44709,3.55254,0.000377505,6.44709,3.55291
22,10,6.42859,3.57141,6.42821,3.57141,0.000376022,6.42821,3.57179
23,10,6.41022,3.58978,6.40984,3.58978,0.000374572,6.40984,3.59016
24,10,6.39234,3.60766,6.39197,3.60766,0.000373153,6.39197,3.60803
25,10,6.37495,3.62505,6.37458,3.62505,0.000371764,6.37458,3.62542
26,10,6.35802,3.64198,6.35765,3.64198,0.000370405,6.35765,3.64235
27,10,6.34153,3.65847,6.34116,3.65847,0.000369074,6.34116,3.65884
28,10,6.32548,3.67452,6.32512,3.67452,0.000367771,6.32512,3.67488
29,10,6.30986,3.69014,6.30949,3.69014,0.000366495,6.30949,3.69051
30,10,6.29464,3.70536,6.29427,3.70536,0.000365244,6.29427,3.70573
31,10,6.27981,3.72019,6.27945,3.72019,0.000364019,6.27945,3.72055
32,10,6.26537,3.73463,6.26501,3.73463,0.000362818,6.26501,3.73499
33,10,6.25131,3.74869,6.25095,3.74869,0.000361641,6.25095,3.74905
34,10,6.2376,3.7624,6.23724,3.7624,0.000360486,6.23724,3.76276
35,10,6.22425,3.77575,6.22389,3.77575,0.000359354,6.22389,3.77611
36,10,6.21123,3.78877,6.21087,3.78877,0.000358243,6.21087,3.78913
37,10,6.19855,3.80145,6.19819,3.80145,0.000357153,6.19819,3.80181
38,10,6.18618,3.81382,6.18583,3.81382,0.000356084,6.18583,3.81417
39,10,6.17413,3.82587,6.17378,3.82587,0.000355034,6.17378,3.82622
40,10,6.16238,3.83762,6.16203,3.83762,0.000354003,6.16203,3.83797
41,10,6.15093,3.84907,6.15057,3.84907,0.000352991,6.15057,3.84943
42,10,6.13976,3.86024,6.1394,3.86024,0.000351997,6.1394,3.8606
43,10,6.12886,3.87114,6.12851,3.87114,0.000351021,6.12851,3.87149
44,10,6.11824,3.88176,6.11789,3.88176,0.000350061,6.11789,3.88211
45,10,6.10788,3.89212,6.10753,3.89212,0.000349119,6.10753,3.89247
46,10,6.09777,3.90223,6.09743,3.90223,0.000348192,6.09743,3.90257
47,10,6.08792,3.91208,6.08757,3.91208,0.000347281,6.08757,3.91243
48,10,6.0783,3.9217,6.07795,3.9217,0.000346385,6.07795,3.92205
49,10,6.06892,3.93108,6.06857,3.93108,0.000345504,6.06857,3.93143
50,10,6.05976,3.94024,6.05942,3.94024,0.000344637,6.05942,3.94058
51,10,6.05083,3.94917,6.05048,3.94917,0.000343784,6.05048,3.94952
52,10,6.04211,3.95789,6.04177,3.95789,0.000342945,6.04177,3.95823
53,10,6.0336,3.9664,6.03326,3.9664,0.00034212,6.03326,3.96674
54,10,6.0253,3.9747,6.02496,3.9747,0.000341307,6.02496,3.97504
55,10,6.0172,3.9828,6.01686,3.9828,0.000340506,6.01686,3.98314
56,10,6.00929,3.99071,6.00895,3.99071,0.000339718,6.00895,3.99105
57,10,6.00157,3.99843,6.00123,3.99843,0.000338942,6.00123,3.99877
58,10,5.99403,4.00597,5.99369,4.00597,0.000338177,5.99369,4.00631
59,10,5.98667,4.01333,5.98633,4.01333,0.000337424,5.98633,4.01367
60,10,5.97949,4.02051,5.97915,4.02051,0.000336682,5.97915,4.02085
61,10,5.97247,4.02753,5.97214,4.02753,0.00033595,5.97214,4.02786
62,10,5.96562,4.03438,5.96529,4.03438,0.000335229,5.96529,4.03471
