step,0,1,2,3
0,1.56253,-1.5,2.06253,1.12506
1,1.57573,-1.5,2.07573,1.15146
2,1.58867,-1.5,2.08867,1.17733
3,1.60134,-1.5,2.10134,1.20268
4,1.61376,-1.5,2.11376,1.22751
5,1.62591,-1.5,2.12591,1.25183
6,1.63782,-1.5,2.13782,1.27564
7,1.64948,-1.5,2.14948,1.29896
8,1.66089,-1.5,2.16089,1.32178
9,1.67206,-1.5,2.17206,1.34413
10,1.683,-1.5,2.183,1.366
11,1.6937,-1.5,2.1937,1.3874
12,1.70417,-1.5,2.20417,1.40834
13,1.71442,-1.5,2.21442,1.42884
14,1.72444,-1.5,2.22444,1.44889
15,1.73425,-1.5,2.23425,1.4685
16,1.74385,-1.5,2.24385,1.4877
17,1.75324,-1.5,2.25324,1.50647
18,1.76242,-1.5,2.26242,1.52484
19,1.7714,-1.5,2.2714,1.5428
20,1.78019,-1.5,2.28019,1.56038
21,1.78878,-1.5,2.28878,1.57756
22,1.79719,-1.5,2.29719,1.59437
23,1.80541,-1.5,2.30541,1.61082
24,1.81345,-1.5,2.31345,1.6269
25,1.82131,-1.5,2.32131,1.64262
26,1.829,-1.5,2.329,1.65801
27,1.83652,-1.5,2.33652,1.67305
28,1.84388,-1.5,2.34388,1.68776
29,1.85107,-1.5,2.35107,1.70215
30,1.85811,-1.5,2.35811,1.71621
31,1.86499,-1.5,2.36499,1.72997
32,1.87171,-1.5,2.37171,1.74343
33,1.87829,-1.5,2.37829,1.75659
34,1.88473,-1.5,2.38473,1.76946
35,1.89102,-1.5,2.39102,1.78204
36,1.89717,-1.5,2.39717,1.79435
37,1.90319,-1.5,2.40319,1.80638
38,1.90907,-1.5,2.40907,1.81815
39,1.91483,-1.5,2.41483,1.82966
40,1.92046,-1.5,2.42046,1.84091
41,1.92596,-1.5,2.42596,1.85192
42,1.93134,-1.5,2.43134,1.86268
43,1.93661,-1.5,2.43661,1.87321
44,1.94175,-1.5,2.44175,1.88351
45,1.94679,-1.5,2.44679,1.89357
46,1.95171,-1.5,2.45171,1.90342
47,1.95652,-1.5,2.45652,1.91305
48,1.96123,-1.5,2.46123,1.92247
49,1.96584,-1.5,2.46584,1.93168
50,1.97034,-1.5,2.47034,1.94068
