step,0,1,2,3,4,5,6,7
0,10,6.99992,3.00008,6.99951,3.00008,0.000418589,6.99951,3.00049
1,10,6.96493,3.03507,6.96451,3.03507,0.000416077,6.96451,3.03549
2,10,6.93102,3.06898,6.92909,3.06898,0.0019264,6.92909,3.07091
3,10,6.89816,3.10184,6.89302,3.10184,0.00513163,6.89302,3.10698
4,10,6.8663,3.1337,6.85708,3.1337,0.00922301,6.85708,3.14292
5,10,6.83542,3.16458,6.8218,3.16458,0.0136156,6.8218,3.1782
6,10,6.80547,3.19453,6.78718,3.19453,0.0182928,6.78718,3.21282
7,10,6.77642,3.22358,6.75318,3.22358,0.0232397,6.75318,3.24682
8,10,6.74824,3.25176,6.71895,3.25176,0.0292924,6.71895,3.28105
9,10,6.7209,3.2791,6.685,3.2791,0.0359015,6.685,3.315
10,10,6.69437,3.30563,6.65176,3.30563,0.0426044,6.65176,3.34824
11,10,6.66861,3.33139,6.61921,3.33139,0.0493997,6.61921,3.38079
12,10,6.64361,3.35639,6.58732,3.35639,0.056286,6.58732,3.41268
13,10,6.61933,3.38067,6.55607,3.38067,0.0632621,6.55607,3.44393
14,10,6.59575,3.40425,6.52543,3.40425,0.0703266,6.52543,3.47457
15,10,6.57286,3.42714,6.49476,3.42714,0.0780963,6.49476,3.50524
16,10,6.55062,3.44938,6.46448,3.44938,0.0861384,6.46448,3.53552
17,10,6.52902,3.47098,6.43458,3.47098,0.0944432,6.43458,3.56542
18,10,6.50804,3.49196,6.40452,3.49196,0.103521,6.40452,3.59548
19,10,6.48766,3.51234,6.3747,3.51234,0.112967,6.3747,3.6253
20,10,6.46786,3.53214,6.34545,3.53214,0.122414,6.34545,3.65455
21,10,6.44861,3.55139,6.31675,3.55139,0.131863,6.31675,3.68325
22,10,6.42991,3.57009,6.28859,3.57009,0.141316,6.28859,3.71141
23,10,6.41172,3.58828,6.26094,3.58828,0.150774,6.26094,3.73906
24,10,6.39404,3.60596,6.2338,3.60596,0.160239,6.2338,3.7662
25,10,6.37684,3.62316,6.20713,3.62316,0.169712,6.20713,3.79287
26,10,6.36013,3.63987,6.18093,3.63987,0.179194,6.18093,3.81907
27,10,6.34387,3.65613,6.15518,3.65613,0.188686,6.15518,3.84482
28,10,6.32805,3.67195,6.12987,3.67195,0.198189,6.12987,3.87013
29,10,6.31267,3.68733,6.10497,3.68733,0.207705,6.10497,3.89503
30,10,6.29772,3.70228,6.08006,3.70228,0.217663,6.08006,3.91994
31,10,6.2832,3.7168,6.05515,3.7168,0.228045,6.05515,3.94485
32,10,6.26907,3.73093,6.03055,3.73093,0.238519,6.03055,3.96945
33,10,6.25535,3.74465,6.00588,3.74465,0.249465,6.00588,3.99412
34,10,6.242,3.758,5.98145,3.758,0.260554,5.98145,4.01855
35,10,6.22903,3.77097,5.95724,3.77097,0.271785,5.95724,4.04276
36,10,6.21641,3.78359,5.93326,3.78359,0.283155,5.93326,4.06674
37,10,6.20416,3.79584,5.90915,3.79584,0.295007,5.90915,4.09085
38,10,6.19232,3.80768,5.88523,3.80768,0.307091,5.88523,4.11477
39,10,6.18108,3.81892,5.86147,3.81892,0.31961,5.86147,4.13853
40,10,6.17061,3.82939,5.83757,3.82939,0.333046,5.83757,4.16243
41,10,6.1607,3.8393,5.81379,3.8393,0.346913,5.81379,4.18621
42,10,6.15133,3.84867,5.79013,3.84867,0.361199,5.79013,4.20987
43,10,6.14265,3.85735,5.76631,3.85735,0.376345,5.76631,4.23369
44,10,6.13446,3.86554,5.74258,3.86554,0.391886,5.74258,4.25742
45,10,6.12692,3.87308,5.71868,3.87308,0.408237,5.71868,4.28132
46,10,6.11981,3.88019,5.69486,3.88019,0.424942,5.69486,4.30514
47,10,6.11312,3.88688,5.67112,3.88688,0.441992,5.67112,4.32888
48,10,6.10699,3.89301,5.64722,3.89301,0.45977,5.64722,4.35278
49,10,6.10123,3.89877,5.6234,3.89877,0.477835,5.6234,4.3766
50,10,6.09598,3.90402,5.59942,3.90402,0.496558,5.59942,4.40058
51,10,6.09105,3.90895,5.57554,3.90895,0.515508,5.57554,4.42446
52,10,6.08642,3.91358,5.55174,3.91358,0.534681,5.55174,4.44826
53,10,6.08223,3.91777,5.52781,3.91777,0.554423,5.52781,4.47219
54,10,6.07829,3.92171,5.50398,3.92171,0.574314,5.50398,4.49602
55,10,6.0746,3.9254,5.48025,3.9254,0.594349,5.48025,4.51975
56,10,6.07114,3.92886,5.45661,3.92886,0.614524,5.45661,4.54339
57,10,6.0679,3.9321,5.43306,3.9321,0.634834,5.43306,4.56694
58,10,6.06501,3.93499,5.40941,3.93499,0.655604,5.40941,4.59059
59,10,6.0623,3.9377,5.38586,3.9377,0.676437,5.38586,4.61414
60,10,6.05976,3.94024,5.36243,3.94024,0.697329,5.36243,4.63757
61,10,6.05738,3.94262,5.3391,3.94262,0.718278,5.3391,4.6609
62,10,6.05516,3.94484,5.31587,3.94484,0.739281,5.31587,4.68413
63,10,6.05308,3.94692,5.29274,3.94692,0.760336,5.29274,4.70726
