step,railRevenue
0,250.918
1,246.929
2,243.725
3,241.114
4,238.956
5,237.149
6,235.616
7,234.301
8,233.159
9,232.158
10,231.272
11,230.479
12,229.765
13,229.116
14,228.522
15,227.975
16,227.469
17,226.998
18,226.557
19,226.143
20,225.752
21,225.382
22,225.03
23,224.696
24,224.377
25,224.071
26,223.778
27,223.497
28,223.226
29,222.964
30,222.712
31,222.467
32,222.231
33,222.002
34,221.779
35,221.563
36,221.353
37,221.148
38,220.949
39,220.755
40,220.566
41,220.381
42,220.201
43,220.025
44,219.853
45,219.686
46,219.521
47,219.361
48,219.204
49,219.05
50,218.899
51,218.752
52,218.607
53,218.466
54,218.327
55,218.191
56,218.058
57,217.927
58,217.799
59,217.674
60,217.55
61,217.429
62,217.31
63,217.194
64,217.079
65,216.966
66,216.856
67,216.747
68,216.64
69,216.534
70,216.431
71,216.329
72,216.229
73,216.131
74,216.034
75,215.938
76,215.845
77,215.752
78,215.662
79,215.572
80,215.485
81,215.398
82,215.313
83,215.229
84,215.147
85,215.065
86,214.985
87,214.907
88,214.829
89,214.753
90,214.678
91,214.604
92,214.531
93,214.459
94,214.388
95,214.318
96,214.25
97,214.182
98,214.115
99,214.049
100,213.985
101,213.921
102,213.858
103,213.796
104,213.735
105,213.674
106,213.615
107,213.556
108,213.498
109,213.441
110,213.385
111,213.33
112,213.275
113,213.221
114,213.168
115,213.115
116,213.063
117,213.012
118,212.962
119,212.912
120,212.863
121,212.814
122,212.766
123,212.719
124,212.673
125,212.627
126,212.581
127,212.536
128,212.492
129,212.448
130,212.405
131,212.363
132,212.321
133,212.279
134,212.238
135,212.198
136,212.158
137,212.118
138,212.079
139,212.041
140,212.002
141,211.965
142,211.928
143,211.891
144,211.855
145,211.819
146,211.783
147,211.748
148,211.714
149,211.68
150,211.646
151,211.613
152,211.58
153,211.547
154,211.515
155,211.483
156,211.451
157,211.42
158,211.39
159,211.359
160,211.329
161,211.299
162,211.27
163,211.241
164,211.212
165,211.184
