step,railRevenue
0,427.491
1,377.047
2,340.269
3,319.703
4,305.927
5,295.785
6,302.756
7,296.194
8,290.536
9,285.846
10,282.004
11,278.826
12,276.182
13,288.973
14,287.122
15,285.622
16,299.399
17,298.41
18,297.688
19,297.147
20,296.693
21,296.302
22,295.951
23,295.624
24,295.309
25,294.996
26,294.677
27,294.349
28,309.006
29,308.649
30,308.328
31,322.979
32,322.599
33,322.194
34,321.764
35,336.315
36,335.849
37,335.369
38,349.877
39,349.378
40,348.871
41,363.361
42,362.849
43,377.336
44,376.825
45,376.316
46,390.811
47,390.311
48,404.816
49,404.327
50,403.846
51,418.372
52,417.907
53,417.45
54,417.001
55,416.562
56,431.132
57,430.711
58,430.3
59,429.897
60,429.505
61,429.121
62,428.747
63,443.381
64,443.025
65,442.677
66,442.339
67,442.008
68,441.686
69,441.372
70,441.067
71,455.769
72,455.478
73,470.195
74,469.919
75,484.651
76,484.389
77,214.133
78,288.885
79,288.642
80,288.406
81,288.175
82,302.95
83,302.731
84,302.517
85,317.309
86,317.105
87,316.907
88,331.713
89,331.524
90,331.339
91,346.159
92,345.983
93,360.811
94,360.643
95,360.479
96,375.319
97,375.163
98,375.01
99,389.86
100,389.714
101,389.571
102,404.431
103,404.294
104,404.161
105,404.03
106,418.902
107,418.776
108,418.653
109,418.533
110,418.416
111,418.301
112,418.188
113,433.077
114,432.969
115,432.863
116,432.759
117,432.657
118,432.557
119,432.459
120,432.363
121,432.269
122,432.177
123,447.086
124,446.997
125,461.91
126,461.825
127,476.741
128,476.658
129,206.577
130,281.498
131,281.42
132,281.343
133,296.268
134,296.194
135,296.122
136,296.05
137,310.98
138,310.911
139,310.844
140,325.777
141,325.712
142,325.648
143,340.585
144,340.522
145,355.461
146,355.401
147,355.342
148,370.284
149,370.227
150,385.171
151,385.115
152,385.061
153,385.007
154,399.954
155,399.903
156,399.851
157,399.801
158,414.752
159,414.703
160,414.655
161,414.607
162,414.561
163,414.515
164,429.47
165,429.425
166,429.381
167,429.338
168,429.295
169,429.253
170,429.212
171,429.171
172,429.131
173,429.092
174,429.052
175,429.014
176,443.976
177,443.939
178,458.902
179,458.865
180,473.829
181,473.794
182,203.759
183,278.725
184,278.691
185,278.657
186,293.624
187,293.591
188,293.559
189,293.527
190,308.496
191,308.465
192,308.435
193,323.405
194,323.375
195,323.345
196,338.316
197,338.288
198,353.26
199,353.232
200,353.204
201,368.177
202,368.15
203,383.124
204,383.097
205,383.071
206,383.046
207,398.021
208,397.996
209,397.971
210,397.947
211,412.923
212,412.899
213,412.875
214,412.852
215,412.829
216,412.807
217,427.784
218,427.762
219,427.74
220,427.719
221,427.697
222,427.676
223,427.655
224,427.635
225,427.614
226,427.594
227,427.574
228,427.555
229,427.535
230,442.516
231,442.497
232,457.478
233,457.459
234,472.441
235,472.423
236,202.405
237,277.387
238,277.369
239,277.352
240,292.334
241,292.317
242,292.3
243,292.284
244,307.267
245,307.251
246,307.235
247,322.219
248,322.203
249,322.187
250,337.172
251,337.156
252,352.141
253,352.126
254,352.111
255,367.096
256,367.082
257,382.067
258,382.053
259,382.039
260,382.025
261,397.011
262,396.997
263,396.984
264,411.97
265,411.957
266,411.944
267,426.931
268,426.918
269,426.905
270,426.892
271,426.88
272,426.867
273,426.855
274,426.843
275,426.831
276,426.819
277,426.807
278,426.795
279,426.783
280,441.772
281,441.76
282,456.749
283,456.738
284,471.727
285,471.716
286,201.705
287,276.694
288,276.683
289,276.673
290,291.662
291,291.652
292,291.642
293,291.631
294,306.621
295,306.611
296,306.601
297,321.591
298,321.582
299,321.572
300,336.562
301,336.553
302,351.544
303,351.534
304,351.525
305,366.516
306,366.507
307,381.498
308,381.489
309,381.48
310,381.471
311,396.462
312,396.454
313,396.445
314,396.437
315,411.428
316,411.42
317,411.412
318,411.403
319,411.395
320,411.387
321,426.379
322,426.371
323,426.364
324,426.356
325,426.348
326,426.34
327,426.333
328,426.325
329,426.318
330,426.31
331,426.303
332,426.296
333,441.288
334,441.281
335,456.274
336,456.267
337,471.26
338,471.253
339,201.246
340,276.239
341,276.233
342,276.226
343,291.219
344,291.213
345,291.206
346,291.199
347,306.193
348,306.187
349,306.18
350,321.174
351,321.168
352,321.161
353,336.155
354,336.149
355,351.143
356,351.137
357,351.131
358,366.125
359,366.119
360,381.113
361,381.107
362,381.102
363,381.096
364,396.09
365,396.085
366,396.079
367,396.074
368,411.068
369,411.063
370,411.057
371,411.052
372,411.046
373,411.041
374,426.036
375,426.031
376,426.025
377,426.02
378,426.015
379,426.01
380,426.005
381,426
382,425.995
383,425.99
384,425.985
385,425.98
386,425.976
387,440.971
388,440.966
389,455.961
390,455.957
391,470.952
392,470.947
393,200.943
394,275.938
395,275.934
396,275.929
397,290.925
398,290.92
399,290.916
400,290.911
401,305.907
402,305.903
403,305.898
404,320.894
405,320.89
406,320.886
407,335.882
408,335.878
409,350.873
410,350.869
411,350.865
412,365.861
413,365.857
414,380.853
415,380.849
416,380.845
417,380.842
418,395.838
419,395.834
420,395.83
421,395.826
422,410.822
423,410.819
424,410.815
425,410.811
426,410.808
427,410.804
428,425.8
429,425.797
430,425.793
431,425.79
432,425.786
433,425.783
434,425.779
435,425.776
436,425.772
437,425.769
438,425.765
439,425.762
440,440.759
441,440.755
442,455.752
443,455.749
444,470.745
445,470.742
446,200.739
447,275.736
448,275.733
449,275.729
450,290.726
451,290.723
452,290.72
453,290.717
454,305.714
455,305.711
456,305.708
457,320.705
458,320.702
459,320.699
460,335.696
461,335.693
462,350.69
463,350.687
464,350.684
465,365.681
466,365.679
467,380.676
468,380.673
469,380.67
470,380.667
471,395.665
472,395.662
473,395.659
474,395.656
475,410.654
476,410.651
477,410.648
478,410.646
479,410.643
480,410.64
481,425.638
482,425.635
483,425.633
484,425.63
485,425.628
486,425.625
487,425.623
488,425.62
489,425.618
490,425.615
491,425.613
492,425.61
493,440.608
494,440.605
495,455.603
496,455.601
497,470.598
498,470.596
499,200.594
500,275.591
