step,0,1
0,0,0
1,1.42857,1.42857
2,2.58012,2.58012
3,3.34005,3.34005
4,3.6467,3.6467
5,3.95335,3.95335
6,4.26,4.26
7,5.50273,5.50273
8,6.22488,6.22488
9,6.40463,6.40463
10,6.58438,6.58438
11,6.76413,6.76413
12,6.94388,6.94388
13,7.12363,7.12363
14,8.17135,8.17135
15,8.64269,8.64269
16,9.11402,9.11402
17,10.4233,10.4233
18,11.1291,11.1291
19,11.2196,11.2196
20,11.31,11.31
21,11.4005,11.4005
22,11.491,11.491
23,11.5815,11.5815
24,11.672,11.672
25,11.7625,11.7625
26,11.853,11.853
27,11.9435,11.9435
28,12.034,12.034
29,12.9261,12.9261
30,13.8183,13.8183
31,14.0725,14.0725
32,15.1066,15.1066
33,15.4817,15.4817
34,15.8569,15.8569
35,16.232,16.232
36,17.3689,17.3689
37,17.8289,17.8289
38,18.2889,18.2889
39,19.4909,19.4909
40,19.9968,19.9968
41,20.5027,20.5027
42,21.7318,21.7318
43,22.2523,22.2523
44,23.4831,23.4831
45,23.9865,23.9865
46,24.4898,24.4898
47,25.6854,25.6854
48,26.1358,26.1358
49,27.2729,27.2729
50,27.6583,27.6583
51,28.0438,28.0438
52,29.0969,29.0969
53,29.3803,29.3803
54,29.6636,29.6636
55,29.947,29.947
56,30.2304,30.2304
57,31.1639,31.1639
58,31.3311,31.3311
59,31.4983,31.4983
60,31.6656,31.6656
61,31.8328,31.8328
62,32,32
63,32.1672,32.1672
64,32.9863,32.9863
65,33.8053,33.8053
66,33.8379,33.8379
67,33.8704,33.8704
68,33.9029,33.9029
69,33.9354,33.9354
70,33.9679,33.9679
71,34.0004,34.0004
72,34.6656,34.6656
73,35.3308,35.3308
74,36.6196,36.6196
75,37.1266,37.1266
76,38.2686,38.2686
77,38.6061,38.6061
78,13.2294,13.2294
79,13.4836,13.4836
80,13.7377,13.7377
81,13.9919,13.9919
82,14.2461,14.2461
83,15.2802,15.2802
84,15.6554,15.6554
85,16.0305,16.0305
86,17.1674,17.1674
87,17.6274,17.6274
88,18.0874,18.0874
89,19.2894,19.2894
90,19.7953,19.7953
91,20.3012,20.3012
92,21.5303,21.5303
93,22.0508,22.0508
94,23.2816,23.2816
95,23.785,23.785
96,24.2883,24.2883
97,25.4839,25.4839
98,25.9343,25.9343
99,26.3847,26.3847
100,27.5218,27.5218
101,27.9072,27.9072
102,28.2927,28.2927
103,29.3458,29.3458
104,29.6292,29.6292
105,29.9126,29.9126
106,30.1959,30.1959
107,31.1295,31.1295
108,31.2967,31.2967
109,31.4639,31.4639
110,31.6311,31.6311
111,31.7983,31.7983
112,31.9656,31.9656
113,32.1328,32.1328
114,32.9518,32.9518
115,33.7709,33.7709
116,33.8034,33.8034
117,33.8359,33.8359
118,33.8685,33.8685
119,33.901,33.901
120,33.9335,33.9335
121,33.966,33.966
122,33.9985,33.9985
123,34.031,34.031
124,34.6962,34.6962
125,35.3614,35.3614
126,36.6502,36.6502
127,37.1572,37.1572
128,38.2992,38.2992
129,38.6367,38.6367
130,13.26,13.26
131,13.5142,13.5142
132,13.7684,13.7684
133,14.0225,14.0225
134,15.0567,15.0567
135,15.4318,15.4318
136,15.8069,15.8069
137,16.182,16.182
138,17.3189,17.3189
139,17.7789,17.7789
140,18.2389,18.2389
141,19.4409,19.4409
142,19.9468,19.9468
143,20.4527,20.4527
144,21.6818,21.6818
145,22.2023,22.2023
146,23.4331,23.4331
147,23.9365,23.9365
148,24.4399,24.4399
149,25.6354,25.6354
150,26.0858,26.0858
151,27.2229,27.2229
152,27.6083,27.6083
153,27.9938,27.9938
154,28.3793,28.3793
155,29.4324,29.4324
156,29.7158,29.7158
157,29.9991,29.9991
158,30.2825,30.2825
159,31.2161,31.2161
160,31.3833,31.3833
161,31.5505,31.5505
162,31.7177,31.7177
163,31.8849,31.8849
164,32.0521,32.0521
165,32.8712,32.8712
166,33.6903,33.6903
167,33.7228,33.7228
168,33.7553,33.7553
169,33.7878,33.7878
170,33.8203,33.8203
171,33.8528,33.8528
172,33.8854,33.8854
173,33.9179,33.9179
174,33.9504,33.9504
175,33.9829,33.9829
176,34.0154,34.0154
177,34.6806,34.6806
178,35.3457,35.3457
179,36.6346,36.6346
180,37.1416,37.1416
181,38.2836,38.2836
182,38.6211,38.6211
183,13.2443,13.2443
184,13.4985,13.4985
185,13.7527,13.7527
186,14.0069,14.0069
187,15.041,15.041
188,15.4162,15.4162
189,15.7913,15.7913
190,16.1664,16.1664
191,17.3033,17.3033
192,17.7633,17.7633
193,18.2233,18.2233
194,19.4253,19.4253
195,19.9312,19.9312
196,20.4371,20.4371
197,21.6662,21.6662
198,22.1867,22.1867
199,23.4175,23.4175
200,23.9209,23.9209
201,24.4243,24.4243
202,25.6198,25.6198
203,26.0702,26.0702
204,27.2073,27.2073
205,27.5927,27.5927
206,27.9782,27.9782
207,28.3636,28.3636
208,29.4168,29.4168
209,29.7001,29.7001
210,29.9835,29.9835
211,30.2669,30.2669
212,31.2004,31.2004
213,31.3676,31.3676
214,31.5349,31.5349
215,31.7021,31.7021
216,31.8693,31.8693
217,32.0365,32.0365
218,32.8556,32.8556
219,33.6746,33.6746
220,33.7072,33.7072
221,33.7397,33.7397
222,33.7722,33.7722
223,33.8047,33.8047
224,33.8372,33.8372
225,33.8697,33.8697
226,33.9023,33.9023
227,33.9348,33.9348
228,33.9673,33.9673
229,33.9998,33.9998
230,34.0323,34.0323
231,34.6975,34.6975
232,35.3626,35.3626
233,36.6515,36.6515
234,37.1584,37.1584
235,38.3005,38.3005
236,38.638,38.638
237,13.2612,13.2612
238,13.5154,13.5154
