step,sumCost
0,115.414
1,62.2375
2,27.1549
3,-0.394676
4,-21.2825
5,-41.4739
6,-61.4029
7,-99.6269
8,-130.142
9,-150.28
10,-169.101
11,-186.779
12,-203.451
13,-219.23
14,-255.228
15,-277.673
16,-299.664
17,-340.802
18,-367.825
19,-380.235
20,-391.666
21,-402.262
22,-412.14
23,-421.396
24,-430.109
25,-438.344
26,-446.154
27,-453.585
28,-460.676
29,-487.761
30,-494.109
31,-498.293
32,-502.17
33,-505.767
34,-509.112
35,-512.226
36,-515.13
37,-517.84
38,-520.372
39,-522.74
40,-524.956
41,-527.033
42,-528.979
43,-530.804
44,-532.517
45,-534.125
46,-535.636
47,-537.056
48,-538.39
49,-539.646
50,-540.827
51,-541.939
52,-542.985
53,-543.971
54,-544.899
55,-545.775
56,-546.599
57,-547.377
58,-548.111
59,-548.804
60,-549.457
61,-550.074
62,-550.658
63,-551.208
64,-551.729
65,-552.222
66,-552.688
67,-553.129
68,-553.547
69,-553.943
70,-554.319
71,-554.675
72,-555.013
73,-555.333
74,-555.638
75,-555.928
76,-556.203
77,-556.466
78,-556.715
79,-556.953
80,-557.18
81,-557.397
82,-557.604
83,-557.801
84,-557.99
85,-558.171
86,-558.344
87,-558.51
88,-558.669
89,-558.821
90,-558.968
91,-559.108
92,-559.244
93,-559.374
94,-559.499
95,-559.62
96,-559.736
97,-559.848
98,-559.957
99,-560.062
100,-560.163
101,-560.261
102,-560.355
103,-560.447
104,-560.536
105,-560.622
106,-560.705
107,-560.786
108,-560.865
109,-560.942
110,-561.016
111,-561.088
112,-561.159
113,-561.227
114,-561.294
115,-561.359
116,-561.422
117,-561.484
118,-561.545
119,-561.603
120,-561.661
121,-561.717
122,-561.772
123,-561.826
124,-561.878
125,-561.929
126,-561.98
127,-562.029
128,-562.077
129,-562.124
130,-562.17
131,-562.215
132,-562.259
133,-562.303
134,-562.345
135,-562.387
136,-562.428
137,-562.468
138,-562.508
139,-562.547
140,-562.585
141,-562.622
142,-562.659
143,-562.695
144,-562.73
145,-562.765
146,-562.799
147,-562.833
148,-562.866
149,-562.898
150,-562.93
151,-562.962
152,-562.993
153,-563.023
154,-563.053
155,-563.083
156,-563.112
157,-563.14
158,-563.169
159,-563.196
160,-563.224
161,-563.25
162,-563.277
163,-563.303
164,-563.329
165,-563.354
166,-563.379
167,-563.404
168,-563.428
169,-563.452
170,-563.475
171,-563.499
172,-563.522
173,-563.544
174,-563.566
175,-563.588
176,-563.61
177,-563.631
178,-563.652
179,-563.673
180,-563.694
181,-563.714
182,-563.734
183,-563.754
184,-563.773
185,-563.792
186,-563.811
187,-563.83
188,-563.849
189,-563.867
190,-563.885
191,-563.903
192,-563.92
193,-563.938
194,-563.955
195,-563.972
196,-563.988
197,-564.005
198,-564.021
199,-564.037
200,-564.053
201,-564.069
202,-564.084
203,-564.1
204,-564.115
205,-564.13
206,-564.145
207,-564.159
208,-564.174
209,-564.188
210,-564.202
211,-564.216
212,-564.23
213,-564.244
214,-564.257
215,-564.27
216,-564.284
217,-564.297
218,-564.31
219,-564.322
220,-564.335
221,-564.348
222,-564.36
223,-564.372
224,-564.384
225,-564.396
226,-564.408
227,-564.42
228,-564.431
229,-564.443
230,-564.454
231,-564.465
232,-564.476
233,-564.487
234,-564.498
235,-564.509
236,-564.519
237,-564.53
238,-564.54
239,-564.551
240,-564.561
241,-564.571
242,-564.581
243,-564.591
244,-564.601
245,-564.61
246,-564.62
247,-564.629
248,-564.639
249,-564.648
250,-564.657
251,-564.667
252,-564.676
253,-564.685
254,-564.693
255,-564.702
256,-564.711
257,-564.72
258,-564.728
259,-564.737
260,-564.745
261,-564.753
262,-564.761
263,-564.77
264,-564.778
265,-564.786
266,-564.794
267,-564.801
268,-564.809
269,-564.817
270,-564.825
271,-564.832
272,-564.84
273,-564.847
274,-564.854
275,-564.862
276,-564.869
277,-564.876
278,-564.883
279,-564.89
280,-564.897
281,-564.904
282,-564.911
283,-564.918
284,-564.924
285,-564.931
286,-564.938
287,-564.944
288,-564.951
289,-564.957
290,-564.964
291,-564.97
292,-564.976
293,-564.982
294,-564.989
295,-564.995
296,-565.001
297,-565.007
298,-565.013
299,-565.019
300,-565.025
301,-565.03
302,-565.036
303,-565.042
304,-565.048
305,-565.053
306,-565.059
307,-565.064
308,-565.07
309,-565.075
310,-565.081
311,-565.086
312,-565.091
313,-565.097
314,-565.102
315,-565.107
316,-565.112
317,-565.117
318,-565.123
319,-565.128
320,-565.133
321,-565.138
322,-565.142
323,-565.147
324,-565.152
325,-565.157
326,-565.162
327,-565.166
328,-565.171
329,-565.176
330,-565.18
331,-565.185
332,-565.19
333,-565.194
334,-565.199
335,-565.203
336,-565.207
337,-565.212
338,-565.216
339,-565.221
340,-565.225
341,-565.229
342,-565.233
343,-565.238
344,-565.242
345,-565.246
346,-565.25
347,-565.254
348,-565.258
349,-565.262
350,-565.266
351,-565.27
352,-565.274
353,-565.278
354,-565.282
355,-565.286
356,-565.289
357,-565.293
358,-565.297
359,-565.301
360,-565.304
361,-565.308
362,-565.312
363,-565.315
364,-565.319
365,-565.323
366,-565.326
367,-565.33
368,-565.333
369,-565.337
370,-565.34
371,-565.344
372,-565.347
373,-565.35
374,-565.354
375,-565.357
376,-565.36
377,-565.364
378,-565.367
379,-565.37
380,-565.374
381,-565.377
382,-565.38
383,-565.383
384,-565.386
385,-565.389
386,-565.393
387,-565.396
388,-565.399
389,-565.402
390,-565.405
391,-565.408
392,-565.411
393,-565.414
394,-565.417
395,-565.42
396,-565.423
397,-565.425
398,-565.428
399,-565.431
400,-565.434
401,-565.437
402,-565.44
403,-565.442
404,-565.445
405,-565.448
406,-565.451
407,-565.453
408,-565.456
409,-565.459
410,-565.462
411,-565.464
412,-565.467
413,-565.469
414,-565.472
415,-565.475
416,-565.477
417,-565.48
418,-565.482
419,-565.485
420,-565.487
421,-565.49
422,-565.492
423,-565.495
424,-565.497
425,-565.5
426,-565.502
427,-565.504
428,-565.507
429,-565.509
430,-565.512
431,-565.514
432,-565.516
433,-565.519
434,-565.521
435,-565.523
436,-565.526
437,-565.528
438,-565.53
439,-565.532
440,-565.535
441,-565.537
442,-565.539
443,-565.541
444,-565.543
445,-565.545
446,-565.548
447,-565.55
448,-565.552
449,-565.554
450,-565.556
451,-565.558
452,-565.56
453,-565.562
454,-565.564
455,-565.566
456,-565.569
457,-565.571
458,-565.573
459,-565.575
460,-565.577
461,-565.579
462,-565.58
463,-565.582
464,-565.584
465,-565.586
466,-565.588
467,-565.59
468,-565.592
469,-565.594
470,-565.596
471,-565.598
472,-565.6
473,-565.601
474,-565.603
475,-565.605
476,-565.607
477,-565.609
478,-565.611
479,-565.612
480,-565.614
481,-565.616
482,-565.618
483,-565.619
484,-565.621
485,-565.623
486,-565.625
487,-565.626
488,-565.628
489,-565.63
490,-565.631
491,-565.633
492,-565.635
493,-565.636
494,-565.638
495,-565.64
496,-565.641
497,-565.643
498,-565.645
499,-565.646
500,-565.648
