step,sumCost
0,32.6472
1,28.2336
2,24.7575
3,22.2189
4,20.6177
5,19.9541
6,20.228
7,21.4394
8,23.5883
9,26.6747
10,30.6986
11,35.66
12,41.5589
13,48.3953
14,56.1692
15,64.8805
16,74.5294
17,85.1158
18,96.6397
19,109.101
20,122.5
21,26.7336
22,23.2575
23,20.7189
24,19.1177
25,18.4541
26,18.728
27,19.9394
28,22.0883
29,25.1747
30,29.1986
31,34.16
32,40.0589
33,46.8953
34,54.6692
35,63.3805
36,73.0294
37,83.6158
38,95.1397
39,107.601
40,121
41,21.7575
42,19.2189
43,17.6177
44,16.9541
45,17.228
46,18.4394
47,20.5883
48,23.6747
49,27.6986
50,32.66
51,38.5589
52,45.3953
53,53.1692
54,61.8805
55,71.5294
56,82.1158
57,93.6397
58,106.101
59,119.5
60,17.7189
61,16.1177
62,15.4541
63,15.728
64,16.9394
65,19.0883
66,22.1747
67,26.1986
68,31.16
69,37.0589
70,43.8953
71,51.6692
72,60.3805
73,70.0294
74,80.6158
75,92.1397
76,104.601
77,118
78,14.6177
79,13.9541
80,14.228
81,15.4394
82,17.5883
83,20.6747
84,24.6986
85,29.66
86,35.5589
87,42.3953
88,50.1692
89,58.8805
90,68.5294
91,79.1158
92,90.6397
93,103.101
94,116.5
95,12.4541
96,12.728
97,13.9394
98,16.0883
99,19.1747
100,23.1986
101,28.16
102,34.0589
103,40.8953
104,48.6692
105,57.3805
106,67.0294
107,77.6158
108,89.1397
109,101.601
110,115
111,11.228
112,12.4394
113,14.5883
114,17.6747
115,21.6986
116,26.66
117,32.5589
118,39.3953
119,47.1692
120,55.8805
121,65.5294
122,76.1158
123,87.6397
124,100.101
125,113.5
126,10.9394
127,13.0883
128,16.1747
129,20.1986
130,25.16
131,31.0589
132,37.8953
133,45.6692
134,54.3805
135,64.0294
136,74.6158
137,86.1397
138,98.6011
139,112
140,11.5883
141,14.6747
142,18.6986
143,23.66
144,29.5589
145,36.3953
146,44.1692
147,52.8805
148,62.5294
149,73.1158
150,84.6397
151,97.1011
152,110.5
153,13.1747
154,17.1986
155,22.16
156,28.0589
157,34.8953
158,42.6692
159,51.3805
160,61.0294
161,71.6158
162,83.1397
163,95.6011
164,109
165,15.6986
166,20.66
167,26.5589
168,33.3953
169,41.1692
170,49.8805
171,59.5294
172,70.1158
173,81.6397
174,94.1011
175,107.5
176,19.16
177,25.0589
178,31.8953
179,39.6692
180,48.3805
181,58.0294
182,68.6158
183,80.1397
184,92.6011
185,106
186,23.5589
187,30.3953
188,38.1692
189,46.8805
190,56.5294
191,67.1158
192,78.6397
193,91.1011
194,104.5
195,28.8953
196,36.6692
197,45.3805
198,55.0294
199,65.6158
200,77.1397
201,89.6011
202,103
203,35.1692
204,43.8805
205,53.5294
206,64.1158
207,75.6397
208,88.1011
209,101.5
210,42.3805
211,52.0294
212,62.6158
213,74.1397
214,86.6011
215,100
216,50.5294
217,61.1158
218,72.6397
219,85.1011
220,98.5
221,59.6158
222,71.1397
223,83.6011
224,97
225,69.6397
226,82.1011
227,95.5
228,80.6011
229,94
230,92.5
