step,stayUtil
0,13
1,168.38
2,221.816
3,250.585
4,261.252
5,271.479
6,281.317
7,317.953
8,337.346
9,341.996
10,346.581
11,351.103
12,355.566
13,359.972
14,384.613
15,395.18
16,405.463
17,432.708
18,446.683
19,448.443
20,450.195
21,451.941
22,453.679
23,455.411
24,457.136
25,458.854
26,460.566
27,462.271
28,463.97
29,480.388
30,496.249
31,499.415
32,499.415
33,499.415
34,499.415
35,499.415
36,499.415
37,499.415
38,499.415
39,499.415
40,499.415
41,499.415
42,499.415
43,499.415
44,499.415
45,499.415
46,499.415
47,499.415
48,499.415
49,499.415
50,499.415
51,499.415
52,499.415
53,499.415
54,499.415
55,499.415
56,499.415
57,499.415
58,499.415
59,499.415
60,499.415
61,499.415
62,499.415
63,499.415
64,499.415
65,499.415
66,499.415
67,499.415
68,499.415
69,499.415
70,499.415
71,499.415
72,499.415
73,499.415
74,499.415
75,499.415
76,499.415
77,499.415
78,499.415
79,499.415
80,499.415
81,499.415
82,499.415
83,499.415
84,499.415
85,499.415
86,499.415
87,499.415
88,499.415
89,499.415
90,499.415
91,499.415
92,499.415
93,499.415
94,499.415
95,499.415
96,499.415
97,499.415
98,499.415
99,499.415
100,499.415
101,499.415
102,499.415
103,499.415
104,499.415
105,499.415
106,499.415
107,499.415
108,499.415
109,499.415
110,499.415
111,499.415
112,499.415
113,499.415
114,499.415
115,499.415
116,499.415
117,499.415
118,499.415
119,499.415
120,499.415
121,499.415
122,499.415
123,499.415
124,499.415
125,499.415
126,499.415
127,499.415
128,499.415
129,499.415
130,499.415
131,499.415
132,499.415
133,499.415
134,499.415
135,499.415
136,499.415
137,499.415
138,499.415
139,499.415
140,499.415
141,499.415
142,499.415
143,499.415
144,499.415
145,499.415
146,499.415
147,499.415
148,499.415
149,499.415
150,499.415
151,499.415
152,499.415
153,499.415
154,499.415
155,499.415
156,499.415
157,499.415
158,499.415
159,499.415
160,499.415
161,499.415
162,499.415
163,499.415
164,499.415
165,499.415
166,499.415
167,499.415
168,499.415
169,499.415
170,499.415
171,499.415
172,499.415
173,499.415
174,499.415
175,499.415
176,499.415
177,499.415
178,499.415
179,499.415
180,499.415
181,499.415
182,499.415
183,499.415
184,499.415
185,499.415
186,499.415
187,499.415
188,499.415
189,499.415
190,499.415
191,499.415
192,499.415
193,499.415
194,499.415
195,499.415
196,499.415
197,499.415
198,499.415
199,499.415
200,499.415
201,499.415
202,499.415
203,499.415
204,499.415
205,499.415
206,499.415
207,499.415
208,499.415
209,499.415
210,499.415
211,499.415
212,499.415
213,499.415
214,499.415
215,499.415
216,499.415
217,499.415
218,499.415
219,499.415
220,499.415
221,499.415
222,499.415
223,499.415
224,499.415
225,499.415
226,499.415
227,499.415
228,499.415
229,499.415
230,499.415
231,499.415
232,499.415
233,499.415
234,499.415
235,499.415
236,499.415
237,499.415
238,499.415
239,499.415
240,499.415
241,499.415
242,499.415
243,499.415
244,499.415
245,499.415
246,499.415
247,499.415
248,499.415
249,499.415
250,499.415
251,499.415
252,499.415
253,499.415
254,499.415
255,499.415
256,499.415
257,499.415
258,499.415
259,499.415
260,499.415
261,499.415
262,499.415
263,499.415
264,499.415
265,499.415
266,499.415
267,499.415
268,499.415
269,499.415
270,499.415
271,499.415
272,499.415
273,499.415
274,499.415
275,499.415
276,499.415
277,499.415
278,499.415
279,499.415
280,499.415
281,499.415
282,499.415
283,499.415
284,499.415
285,499.415
286,499.415
287,499.415
288,499.415
289,499.415
290,499.415
291,499.415
292,499.415
293,499.415
294,499.415
295,499.415
296,499.415
297,499.415
298,499.415
299,499.415
300,499.415
301,499.415
302,499.415
303,499.415
304,499.415
305,499.415
306,499.415
307,499.415
308,499.415
309,499.415
310,499.415
311,499.415
312,499.415
313,499.415
314,499.415
315,499.415
316,499.415
317,499.415
318,499.415
319,499.415
320,499.415
321,499.415
322,499.415
323,499.415
324,499.415
325,499.415
326,499.415
327,499.415
328,499.415
329,499.415
330,499.415
331,499.415
332,499.415
333,499.415
334,499.415
335,499.415
336,499.415
337,499.415
338,499.415
339,499.415
340,499.415
341,499.415
342,499.415
343,499.415
344,499.415
345,499.415
346,499.415
347,499.415
348,499.415
349,499.415
350,499.415
351,499.415
352,499.415
353,499.415
354,499.415
355,499.415
356,499.415
357,499.415
358,499.415
359,499.415
360,499.415
361,499.415
362,499.415
363,499.415
364,499.415
365,499.415
366,499.415
367,499.415
368,499.415
369,499.415
370,499.415
371,499.415
372,499.415
373,499.415
374,499.415
375,499.415
376,499.415
377,499.415
378,499.415
379,499.415
380,499.415
381,499.415
382,499.415
383,499.415
384,499.415
385,499.415
386,499.415
387,499.415
388,499.415
389,499.415
390,499.415
391,499.415
392,499.415
393,499.415
394,499.415
395,499.415
396,499.415
397,499.415
398,499.415
399,499.415
400,499.415
401,499.415
402,499.415
403,499.415
404,499.415
405,499.415
406,499.415
407,499.415
408,499.415
409,499.415
410,499.415
411,499.415
412,499.415
413,499.415
414,499.415
415,499.415
416,499.415
417,499.415
418,499.415
419,499.415
420,499.415
421,499.415
422,499.415
423,499.415
424,499.415
425,499.415
426,499.415
427,499.415
428,499.415
429,499.415
430,499.415
431,499.415
432,499.415
433,499.415
434,499.415
435,499.415
436,499.415
437,499.415
438,499.415
439,499.415
440,499.415
441,499.415
442,499.415
443,499.415
444,499.415
445,499.415
446,499.415
447,499.415
448,499.415
449,499.415
450,499.415
451,499.415
452,499.415
453,499.415
454,499.415
455,499.415
456,499.415
457,499.415
458,499.415
459,499.415
460,499.415
461,499.415
462,499.415
463,499.415
464,499.415
465,499.415
466,499.415
467,499.415
468,499.415
469,499.415
470,499.415
471,499.415
472,499.415
473,499.415
474,499.415
475,499.415
476,499.415
477,499.415
478,499.415
479,499.415
480,499.415
481,499.415
482,499.415
483,499.415
484,499.415
485,499.415
486,499.415
487,499.415
488,499.415
489,499.415
490,499.415
491,499.415
492,499.415
493,499.415
494,499.415
495,499.415
496,499.415
497,499.415
498,499.415
499,499.415
500,499.415
