step,railRevenue
0,427.491
1,377.047
2,340.269
3,319.703
4,305.927
5,295.785
6,302.756
7,296.194
8,290.536
9,285.846
10,282.004
11,278.826
12,276.182
13,288.973
14,287.122
15,285.622
16,299.399
17,298.41
18,297.688
19,297.147
20,296.693
21,296.302
22,295.951
23,295.624
24,295.309
25,294.996
26,294.677
27,294.349
28,309.006
29,308.649
30,308.328
31,323.028
32,322.699
33,322.332
34,321.933
35,336.506
36,336.056
37,335.586
38,350.1
39,349.602
40,349.095
41,363.581
42,363.063
43,377.543
44,377.023
45,376.505
46,390.99
47,390.479
48,404.974
49,404.476
50,403.984
51,418.5
52,418.025
53,417.558
54,417.101
55,416.653
56,431.215
57,430.786
58,430.367
59,429.958
60,429.559
61,429.169
62,428.789
63,443.419
64,443.058
65,442.706
66,442.363
67,442.029
68,441.703
69,441.387
70,441.078
71,455.777
72,455.485
73,470.199
74,469.922
75,484.651
76,484.388
77,484.131
78,483.881
79,498.637
80,498.399
81,498.168
82,497.942
83,497.722
84,497.508
85,497.299
86,497.095
87,511.896
88,211.702
89,301.513
90,301.328
91,301.147
92,300.971
93,315.799
94,315.631
95,315.467
96,330.307
97,330.151
98,344.998
99,344.848
100,344.702
101,359.559
102,359.419
103,374.283
104,374.149
105,374.018
106,388.89
107,388.765
108,388.643
109,403.523
110,403.405
111,403.29
112,403.177
113,403.067
114,417.959
115,417.853
116,417.749
117,417.648
118,417.548
119,417.45
120,417.354
121,432.26
122,432.168
123,432.078
124,431.989
125,431.902
126,431.817
127,431.733
128,431.651
129,431.57
130,446.491
131,446.413
132,461.336
133,461.261
134,476.187
135,476.115
136,476.044
137,475.974
138,490.905
139,490.838
140,490.771
141,490.706
142,490.642
143,490.579
144,490.517
145,490.456
146,505.396
147,205.337
148,295.279
149,295.222
150,295.166
151,295.11
152,310.056
153,310.003
154,309.95
155,324.898
156,324.847
157,339.797
158,339.747
159,339.699
160,354.651
161,354.603
162,369.557
163,369.511
164,369.466
165,384.421
166,384.378
167,384.334
168,399.292
169,399.25
170,399.209
171,399.168
172,399.128
173,414.088
174,414.049
175,414.011
176,413.973
177,413.935
178,413.899
179,413.862
180,428.826
181,428.791
182,428.756
183,428.722
184,428.688
185,428.654
186,428.621
187,428.589
188,428.557
189,443.525
190,443.494
191,458.463
192,458.432
193,473.402
194,473.372
195,473.343
196,473.314
197,488.286
198,488.257
199,488.229
200,488.202
201,488.175
202,488.148
203,488.121
204,488.095
205,503.069
206,203.044
207,293.019
208,292.994
209,292.969
210,292.945
211,307.921
212,307.897
213,307.874
214,322.851
215,322.828
216,337.805
217,337.783
218,337.761
219,352.739
220,352.717
221,367.696
222,367.675
223,367.654
224,382.633
225,382.613
226,382.593
227,397.573
228,397.553
229,397.534
230,397.514
231,397.495
232,412.477
233,412.458
234,412.439
235,412.421
236,412.403
237,412.385
238,412.368
239,427.35
240,427.333
241,427.316
242,427.299
243,427.282
244,427.266
245,427.25
246,427.233
247,427.217
248,442.202
249,442.186
250,457.17
251,457.155
252,472.14
253,472.125
254,472.11
255,472.095
256,487.081
257,487.066
258,487.052
259,487.038
260,487.024
261,487.01
262,486.996
263,486.983
264,501.969
265,201.956
266,291.943
267,291.93
268,291.917
269,291.904
270,306.891
271,306.879
272,306.866
273,321.854
274,321.842
275,336.83
276,336.818
277,336.806
278,351.794
279,351.782
280,366.771
281,366.76
282,366.748
283,381.737
284,381.726
285,381.715
286,396.704
287,396.693
288,396.683
289,396.672
290,396.662
291,411.651
292,411.641
293,411.631
294,411.621
295,411.611
296,411.601
297,411.591
298,426.581
299,426.571
300,426.562
301,426.552
302,426.543
303,426.534
304,426.524
305,426.515
306,426.506
307,441.497
308,441.488
309,456.479
310,456.47
311,471.462
312,471.453
313,471.445
314,471.436
315,486.428
316,486.419
317,486.411
318,486.403
319,486.395
320,486.387
321,486.379
322,486.371
323,501.363
324,201.355
325,291.347
326,291.34
327,291.332
328,291.325
329,306.317
330,306.31
331,306.302
332,321.295
333,321.288
334,336.281
335,336.274
336,336.267
337,351.26
338,351.253
339,366.246
340,366.239
341,366.232
342,381.225
343,381.219
344,381.212
345,396.206
346,396.199
347,396.193
348,396.186
349,396.18
350,411.173
351,411.167
352,411.161
353,411.155
354,411.149
355,411.143
356,411.137
357,426.131
358,426.125
359,426.119
360,426.113
361,426.107
362,426.101
363,426.096
364,426.09
365,426.084
366,441.079
367,441.073
368,456.068
369,456.062
370,471.057
371,471.051
372,471.046
373,471.041
374,486.036
375,486.03
376,486.025
377,486.02
378,486.015
379,486.01
380,486.005
381,486
382,500.995
383,200.99
384,290.985
385,290.98
386,290.975
387,290.97
388,305.966
389,305.961
390,305.956
391,320.952
392,320.947
393,335.942
394,335.938
395,335.933
396,350.929
397,350.924
398,365.92
399,365.916
400,365.911
401,380.907
402,380.902
403,380.898
404,395.894
405,395.89
406,395.886
407,395.881
408,395.877
409,410.873
410,410.869
411,410.865
412,410.861
413,410.857
414,410.853
415,410.849
416,425.845
417,425.841
418,425.837
419,425.834
420,425.83
421,425.826
422,425.822
423,425.818
424,425.815
425,440.811
426,440.807
427,455.804
428,455.8
429,470.797
430,470.793
431,470.789
432,470.786
433,485.782
434,485.779
435,485.775
436,485.772
437,485.769
438,485.765
439,485.762
440,500.758
441,500.755
442,515.752
443,200.749
444,290.745
445,290.742
446,290.739
447,305.736
448,305.732
449,305.729
450,320.726
451,320.723
452,335.72
453,335.717
454,335.714
455,350.711
456,350.708
457,365.705
458,365.702
459,365.699
460,380.696
461,380.693
462,380.69
463,395.687
464,395.684
465,395.681
466,395.678
467,395.676
468,410.673
469,410.67
470,410.667
471,410.664
472,410.662
473,410.659
474,425.656
475,425.654
476,425.651
477,425.648
478,425.646
479,425.643
480,425.64
481,425.638
482,425.635
483,425.633
484,425.63
485,425.627
486,425.625
487,440.622
488,440.62
489,455.617
490,455.615
491,470.612
492,470.61
493,470.608
494,470.605
495,485.603
496,485.6
497,485.598
498,485.596
499,485.593
500,485.591
