step,railCost
0,11.0685
1,10.9341
2,10.8085
3,10.6909
4,10.5806
5,10.477
6,10.3797
7,10.2881
8,10.2019
9,10.1207
10,10.0441
11,9.9719
12,9.90371
13,9.8393
14,9.77844
15,9.72091
16,9.66649
17,9.61499
18,9.56624
19,9.52007
20,9.47633
21,9.43487
22,9.39556
23,9.35827
24,9.32288
25,9.28929
26,9.25739
27,9.22709
28,9.19829
29,9.17092
30,9.14489
31,9.12012
32,9.09656
33,9.07413
34,9.05277
35,9.03242
36,9.01303
37,8.99455
38,8.97693
39,8.96012
40,8.94409
41,8.92879
42,8.91418
43,8.90022
44,8.8869
45,8.87416
46,8.86199
47,8.85035
48,8.83922
49,8.82858
50,8.81839
51,8.80864
52,8.7993
53,8.79036
54,8.7818
55,8.77359
56,8.76573
57,8.75819
58,8.75096
59,8.74403
60,8.73738
61,8.731
62,8.72488
63,8.719
64,8.71336
65,8.70794
66,8.70273
67,8.69773
68,8.69292
69,8.6883
70,8.68386
71,8.67959
72,8.67548
73,8.67153
74,8.66773
75,8.66407
76,8.66056
77,8.65717
78,8.65391
79,8.65077
80,8.64774
81,8.64483
82,8.64203
83,8.63932
84,8.63672
85,8.63421
86,8.63179
87,8.62946
88,8.62721
89,8.62504
90,8.62295
91,8.62094
92,8.61899
93,8.61712
94,8.61531
95,8.61356
96,8.61188
97,8.61025
98,8.60868
99,8.60716
100,8.6057
101,8.60429
102,8.60293
103,8.60161
104,8.60034
105,8.59911
106,8.59792
107,8.59678
108,8.59567
109,8.5946
110,8.59356
111,8.59257
112,8.5916
113,8.59067
114,8.58977
115,8.58889
116,8.58805
117,8.58724
118,8.58645
119,8.58569
120,8.58495
121,8.58424
122,8.58355
123,8.58289
124,8.58225
125,8.58162
126,8.58102
127,8.58044
128,8.57988
129,8.57933
130,8.57881
131,8.5783
132,8.5778
133,8.57733
134,8.57686
135,8.57642
136,8.57599
137,8.57557
138,8.57516
139,8.57477
140,8.57439
141,8.57403
142,8.57367
143,8.57333
144,8.573
145,8.57267
146,8.57236
147,8.57206
148,8.57177
149,8.57149
150,8.57121
151,8.57095
152,8.57069
153,8.57045
154,8.57021
155,8.56997
156,8.56975
157,8.56953
158,8.56932
159,8.56912
160,8.56892
161,8.56873
162,8.56854
163,8.56836
164,8.56819
165,8.56802
166,8.56786
167,8.5677
168,8.56755
169,8.5674
170,8.56725
171,8.56711
172,8.56698
173,8.56685
174,8.56672
175,8.5666
176,8.56648
177,8.56637
178,8.56626
179,8.56615
180,8.56605
181,8.56595
182,8.56585
183,8.56575
184,8.56566
185,8.56557
186,8.56549
187,8.5654
188,8.56532
189,8.56525
190,8.56517
191,8.5651
192,8.56503
193,8.56496
194,8.56489
195,8.56483
196,8.56476
197,8.5647
198,8.56464
199,8.56459
200,8.56453
201,8.56448
202,8.56443
203,8.56438
204,8.56433
205,8.56428
206,8.56424
207,8.56419
208,8.56415
209,8.56411
210,8.56407
211,8.56403
212,8.56399
213,8.56395
214,8.56392
215,8.56389
216,8.56385
217,8.56382
218,8.56379
219,8.56376
220,8.56373
221,8.5637
222,8.56367
223,8.56365
224,8.56362
225,8.5636
226,8.56357
227,8.56355
228,8.56353
229,8.5635
230,8.56348
231,8.56346
232,8.56344
233,8.56342
234,8.5634
235,8.56339
236,8.56337
237,8.56335
238,8.56333
239,8.56332
240,8.5633
241,8.56329
242,8.56327
243,8.56326
244,8.56325
245,8.56323
246,8.56322
247,8.56321
248,8.5632
249,8.56318
250,8.56317
251,8.56316
252,8.56315
253,8.56314
254,8.56313
255,8.56312
256,8.56311
257,8.5631
258,8.56309
259,8.56308
260,8.56308
261,8.56307
262,8.56306
263,8.56305
264,8.56305
265,8.56304
266,8.56303
267,8.56303
268,8.56302
269,8.56301
270,8.56301
271,8.563
272,8.56299
273,8.56299
274,8.56298
275,8.56298
276,8.56297
277,8.56297
278,8.56296
279,8.56296
280,8.56296
281,8.56295
282,8.56295
283,8.56294
284,8.56294
285,8.56294
286,8.56293
287,8.56293
288,8.56292
289,8.56292
290,8.56292
291,8.56292
292,8.56291
293,8.56291
294,8.56291
295,8.5629
296,8.5629
297,8.5629
298,8.5629
299,8.56289
300,8.56289
301,8.56289
302,8.56289
303,8.56288
304,8.56288
305,8.56288
306,8.56288
307,8.56288
308,8.56287
309,8.56287
310,8.56287
311,8.56287
312,8.56287
313,8.56287
314,8.56286
315,8.56286
316,8.56286
317,8.56286
318,8.56286
319,8.56286
320,8.56286
321,8.56286
322,8.56285
323,8.56285
324,8.56285
325,8.56285
326,8.56285
327,8.56285
328,8.56285
329,8.56285
330,8.56285
331,8.56285
332,8.56284
333,8.56284
334,8.56284
335,8.56284
336,8.56284
337,8.56284
338,8.56284
339,8.56284
340,8.56284
341,8.56284
342,8.56284
343,8.56284
344,8.56284
345,8.56284
346,8.56283
347,8.56283
348,8.56283
349,8.56283
350,8.56283
351,8.56283
352,8.56283
353,8.56283
354,8.56283
355,8.56283
356,8.56283
357,8.56283
358,8.56283
359,8.56283
360,8.56283
361,8.56283
362,8.56283
363,8.56283
364,8.56283
365,8.56283
366,8.56283
367,8.56283
368,8.56283
369,8.56283
370,8.56283
371,8.56283
372,8.56282
373,8.56282
374,8.56282
375,8.56282
376,8.56282
377,8.56282
378,8.56282
379,8.56282
380,8.56282
381,8.56282
382,8.56282
383,8.56282
384,8.56282
385,8.56282
386,8.56282
387,8.56282
388,8.56282
389,8.56282
390,8.56282
391,8.56282
392,8.56282
393,8.56282
394,8.56282
395,8.56282
396,8.56282
397,8.56282
398,8.56282
399,8.56282
400,8.56282
401,8.56282
402,8.56282
403,8.56282
404,8.56282
405,8.56282
406,8.56282
407,8.56282
408,8.56282
409,8.56282
410,8.56282
411,8.56282
412,8.56282
413,8.56282
414,8.56282
415,8.56282
416,8.56282
417,8.56282
418,8.56282
419,8.56282
420,8.56282
421,8.56282
422,8.56282
423,8.56282
424,8.56282
425,8.56282
426,8.56282
427,8.56282
428,8.56282
429,8.56282
430,8.56282
431,8.56282
432,8.56282
433,8.56282
434,8.56282
435,8.56282
436,8.56282
437,8.56282
438,8.56282
439,8.56282
440,8.56282
441,8.56282
442,8.56282
443,8.56282
444,8.56282
445,8.56282
446,8.56282
447,8.56282
448,8.56282
449,8.56282
450,8.56282
451,8.56282
452,8.56282
453,8.56282
454,8.56282
455,8.56282
456,8.56282
457,8.56282
458,8.56282
459,8.56282
460,8.56282
461,8.56282
462,8.56282
463,8.56282
464,8.56282
465,8.56282
466,8.56282
467,8.56282
468,8.56282
469,8.56282
470,8.56282
471,8.56282
472,8.56282
473,8.56282
474,8.56282
475,8.56282
476,8.56282
477,8.56282
478,8.56282
479,8.56282
480,8.56282
481,8.56282
482,8.56282
483,8.56282
484,8.56282
485,8.56282
486,8.56282
487,8.56282
488,8.56282
489,8.56282
490,8.56282
491,8.56282
492,8.56282
493,8.56282
494,8.56282
495,8.56282
496,8.56282
497,8.56282
498,8.56282
499,8.56282
500,8.56282
501,8.56282
502,8.56282
503,8.56282
504,8.56282
505,8.56282
506,8.56282
507,8.56282
508,8.56282
509,8.56282
510,8.56282
511,8.56282
512,8.56282
513,8.56282
514,8.56282
515,8.56282
516,8.56282
517,8.56282
518,8.56282
519,8.56282
520,8.56282
521,8.56282
522,8.56282
523,8.56282
524,8.56282
525,8.56282
526,8.56282
527,8.56282
528,8.56282
529,8.56282
530,8.56282
531,8.56282
532,8.56282
533,8.56282
534,8.56282
535,8.56282
536,8.56282
537,8.56282
538,8.56282
539,8.56282
540,8.56282
541,8.56282
542,8.56282
543,8.56282
544,8.56282
545,8.56282
546,8.56282
547,8.56282
548,8.56282
549,8.56282
550,8.56282
551,8.56282
552,8.56282
553,8.56282
554,8.56282
555,8.56282
556,8.56282
557,8.56282
558,8.56282
559,8.56282
560,8.56282
561,8.56282
562,8.56282
563,8.56282
564,8.56282
565,8.56282
566,8.56282
567,8.56282
568,8.56282
569,8.56282
570,8.56282
571,8.56282
572,8.56282
573,8.56282
574,8.56282
575,8.56282
576,8.56282
577,8.56282
578,8.56282
579,8.56282
580,8.56282
581,8.56282
582,8.56282
583,8.56282
584,8.56282
585,8.56282
586,8.56282
587,8.56282
588,8.56282
589,8.56282
590,8.56282
591,8.56282
592,8.56282
593,8.56282
594,8.56282
595,8.56282
596,8.56282
597,8.56282
598,8.56282
599,8.56282
600,8.56282
601,8.56282
602,8.56282
603,8.56282
604,8.56282
605,8.56282
606,8.56282
607,8.56282
608,8.56282
609,8.56282
610,8.56282
611,8.56282
612,8.56282
613,8.56282
614,8.56282
615,8.56282
616,8.56282
617,8.56282
618,8.56282
619,8.56282
620,8.56282
621,8.56282
622,8.56282
623,8.56282
624,8.56282
625,8.56282
626,8.56282
627,8.56282
628,8.56282
629,8.56282
630,8.56282
631,8.56282
632,8.56282
633,8.56282
634,8.56282
635,8.56282
636,8.56282
637,8.56282
638,8.56282
639,8.56282
640,8.56282
641,8.56282
642,8.56282
643,8.56282
644,8.56282
645,8.56282
646,8.56282
647,8.56282
648,8.56282
649,8.56282
650,8.56282
651,8.56282
652,8.56282
653,8.56282
654,8.56282
655,8.56282
656,8.56282
657,8.56282
658,8.56282
659,8.56282
660,8.56282
661,8.56282
662,8.56282
663,8.56282
664,8.56282
665,8.56282
666,8.56282
667,8.56282
668,8.56282
669,8.56282
670,8.56282
671,8.56282
672,8.56282
673,8.56282
674,8.56282
675,8.56282
676,8.56282
677,8.56282
678,8.56282
679,8.56282
680,8.56282
681,8.56282
682,8.56282
683,8.56282
684,8.56282
685,8.56282
686,8.56282
687,8.56282
688,8.56282
689,8.56282
690,8.56282
691,8.56282
692,8.56282
693,8.56282
694,8.56282
695,8.56282
696,8.56282
697,8.56282
698,8.56282
699,8.56282
700,8.56282
701,8.56282
702,8.56282
703,8.56282
704,8.56282
705,8.56282
706,8.56282
707,8.56282
708,8.56282
709,8.56282
710,8.56282
711,8.56282
712,8.56282
713,8.56282
714,8.56282
715,8.56282
716,8.56282
717,8.56282
718,8.56282
719,8.56282
720,8.56282
721,8.56282
722,8.56282
723,8.56282
724,8.56282
725,8.56282
726,8.56282
727,8.56282
728,8.56282
729,8.56282
730,8.56282
731,8.56282
732,8.56282
733,8.56282
734,8.56282
735,8.56282
736,8.56282
737,8.56282
738,8.56282
739,8.56282
740,8.56282
741,8.56282
742,8.56282
743,8.56282
744,8.56282
745,8.56282
746,8.56282
747,8.56282
748,8.56282
749,8.56282
750,8.56282
751,8.56282
752,8.56282
753,8.56282
754,8.56282
755,8.56282
756,8.56282
757,8.56282
758,8.56282
759,8.56282
760,8.56282
761,8.56282
762,8.56282
763,8.56282
764,8.56282
765,8.56282
766,8.56282
767,8.56282
768,8.56282
769,8.56282
770,8.56282
771,8.56282
772,8.56282
773,8.56282
774,8.56282
775,8.56282
776,8.56282
777,8.56282
778,8.56282
779,8.56282
780,8.56282
781,8.56282
782,8.56282
783,8.56282
784,8.56282
785,8.56282
786,8.56282
787,8.56282
788,8.56282
789,8.56282
790,8.56282
791,8.56282
792,8.56282
793,8.56282
794,8.56282
795,8.56282
796,8.56282
797,8.56282
798,8.56282
799,8.56282
800,8.56282
801,8.56282
802,8.56282
803,8.56282
804,8.56282
805,8.56282
806,8.56282
807,8.56282
808,8.56282
809,8.56282
810,8.56282
811,8.56282
812,8.56282
813,8.56282
814,8.56282
815,8.56282
816,8.56282
817,8.56282
818,8.56282
819,8.56282
820,8.56282
821,8.56282
822,8.56282
823,8.56282
824,8.56282
825,8.56282
826,8.56282
827,8.56282
828,8.56282
829,8.56282
830,8.56282
831,8.56282
832,8.56282
833,8.56282
834,8.56282
835,8.56282
836,8.56282
837,8.56282
838,8.56282
839,8.56282
840,8.56282
841,8.56282
842,8.56282
843,8.56282
844,8.56282
845,8.56282
846,8.56282
847,8.56282
848,8.56282
849,8.56282
850,8.56282
851,8.56282
852,8.56282
853,8.56282
854,8.56282
855,8.56282
856,8.56282
857,8.56282
858,8.56282
859,8.56282
860,8.56282
861,8.56282
862,8.56282
863,8.56282
864,8.56282
865,8.56282
866,8.56282
867,8.56282
868,8.56282
869,8.56282
870,8.56282
871,8.56282
872,8.56282
873,8.56282
874,8.56282
875,8.56282
876,8.56282
877,8.56282
878,8.56282
879,8.56282
880,8.56282
881,8.56282
882,8.56282
883,8.56282
884,8.56282
885,8.56282
886,8.56282
887,8.56282
888,8.56282
889,8.56282
890,8.56282
891,8.56282
892,8.56282
893,8.56282
894,8.56282
895,8.56282
896,8.56282
897,8.56282
898,8.56282
899,8.56282
900,8.56282
901,8.56282
902,8.56282
903,8.56282
904,8.56282
905,8.56282
906,8.56282
907,8.56282
908,8.56282
909,8.56282
910,8.56282
911,8.56282
912,8.56282
913,8.56282
914,8.56282
915,8.56282
916,8.56282
917,8.56282
918,8.56282
919,8.56282
920,8.56282
921,8.56282
922,8.56282
923,8.56282
924,8.56282
925,8.56282
926,8.56282
927,8.56282
928,8.56282
929,8.56282
930,8.56282
931,8.56282
932,8.56282
933,8.56282
934,8.56282
935,8.56282
936,8.56282
937,8.56282
938,8.56282
939,8.56282
940,8.56282
941,8.56282
942,8.56282
943,8.56282
944,8.56282
945,8.56282
946,8.56282
947,8.56282
948,8.56282
949,8.56282
950,8.56282
951,8.56282
952,8.56282
953,8.56282
954,8.56282
955,8.56282
956,8.56282
957,8.56282
958,8.56282
959,8.56282
960,8.56282
961,8.56282
962,8.56282
963,8.56282
964,8.56282
965,8.56282
966,8.56282
967,8.56282
968,8.56282
969,8.56282
970,8.56282
971,8.56282
972,8.56282
973,8.56282
974,8.56282
975,8.56282
976,8.56282
977,8.56282
978,8.56282
979,8.56282
980,8.56282
981,8.56282
982,8.56282
983,8.56282
984,8.56282
985,8.56282
986,8.56282
987,8.56282
988,8.56282
989,8.56282
990,8.56282
991,8.56282
992,8.56282
993,8.56282
994,8.56282
995,8.56282
996,8.56282
997,8.56282
998,8.56282
999,8.56282
1000,8.56282
