points,value
11235,56530
11236,56530.1
11237,56530.1
11238,56530.2
11239,56530.2
11240,56530.2
11241,56530.3
11242,56530.3
11243,56530.3
11244,56530.4
11245,56530.4
11246,56530.5
11247,56530.5
11248,56530.5
11249,56530.6
11250,56530.6
11251,56530.6
11252,56530.7
11253,56530.7
11254,56530.8
11255,56530.8
11256,56530.8
11257,56530.9
11258,56530.9
11259,56530.9
11260,56531
11261,56531
11262,56531.1
11263,56531.1
11264,56531.1
11265,56531.2
11266,56531.2
11267,56531.2
11268,56531.3
11269,56531.3
11270,56531.4
11271,56531.4
11272,56531.4
11273,56531.5
11274,56531.5
11275,56531.5
11276,56531.6
11277,56531.6
11278,56531.7
11279,56531.7
11280,56531.7
11281,56531.8
11282,56531.8
11283,56531.8
11284,56531.9
11285,56531.9
11286,56532
11287,56532
11288,56532
11289,56532.1
11290,56532.1
11291,56532.1
11292,56532.2
11293,56532.2
11294,56532.3
11295,56532.3
11296,56532.3
11297,56532.4
11298,56532.4
11299,56532.4
11300,56532.5
11301,56532.5
11302,56532.6
11303,56532.6
11304,56532.6
11305,56532.7
11306,56532.7
11307,56532.7
11308,56532.8
11309,56532.8
11310,56532.9
11311,56532.9
11312,56532.9
11313,56533
11314,56533
11315,56533
11316,56533.1
11317,56533.1
11318,56533.2
11319,56533.2
11320,56533.2
11321,56533.3
11322,56533.3
11323,56533.3
11324,56533.4
11325,56533.4
11326,56533.5
11327,56533.5
11328,56533.5
11329,56533.6
11330,56533.6
11331,56533.7
11332,56533.7
11333,56533.7
11334,56533.8
11335,56533.8
11336,56533.8
11337,56533.9
11338,56533.9
11339,56534
11340,56534
11341,56534
11342,56534.1
11343,56534.1
11344,56534.1
11345,56534.2
11346,56534.2
11347,56534.3
11348,56534.3
11349,56534.3
11350,56534.4
11351,56534.4
11352,56534.4
11353,56534.5
11354,56534.5
11355,56534.6
11356,56534.6
11357,56534.6
11358,56534.7
11359,56534.7
11360,56534.7
11361,56534.8
11362,56534.8
11363,56534.9
11364,56534.9
11365,56534.9
11366,56535
11367,56535
11368,56535
11369,56535.1
11370,56535.1
11371,56535.2
11372,56535.2
11373,56535.2
11374,56535.3
11375,56535.3
11376,56535.4
11377,56535.4
11378,56535.4
11379,56535.5
11380,56535.5
11381,56535.5
11382,56535.6
11383,56535.6
11384,56535.7
11385,56535.7
11386,56535.7
11387,56535.8
11388,56535.8
11389,56535.8
11390,56535.9
11391,56535.9
11392,56536
11393,56536
11394,56536
11395,56536.1
11396,56536.1
11397,56536.1
11398,56536.2
11399,56536.2
11400,56536.3
11401,56536.3
11402,56536.3
11403,56536.4
11404,56536.4
11405,56536.5
11406,56536.5
11407,56536.5
11408,56536.6
11409,56536.6
11410,56536.6
11411,56536.7
11412,56536.7
11413,56536.8
11414,56536.8
11415,56536.8
11416,56536.9
11417,56536.9
11418,56536.9
11419,56537
11420,56537
11421,56537.1
11422,56537.1
11423,56537.1
11424,56537.2
11425,56537.2
11426,56537.2
11427,56537.3
11428,56537.3
11429,56537.4
11430,56537.4
11431,56537.4
11432,56537.5
11433,56537.5
11434,56537.6
11435,56537.6
11436,56537.6
11437,56537.7
11438,56537.7
11439,56537.7
11440,56537.8
11441,56537.8
11442,56537.9
11443,56537.9
11444,56537.9
11445,56538
11446,56538
11447,56538
11448,56538.1
11449,56538.1
11450,56538.2
11451,56538.2
11452,56538.2
11453,56538.3
11454,56538.3
11455,56538.4
11456,56538.4
11457,56538.4
11458,56538.5
11459,56538.5
11460,56538.5
11461,56538.6
11462,56538.6
11463,56538.7
11464,56538.7
11465,56538.7
11466,56538.8
11467,56538.8
11468,56538.8
11469,56538.9
11470,56538.9
11471,56539
11472,56539
11473,56539
11474,56539.1
11475,56539.1
11476,56539.2
11477,56539.2
11478,56539.2
11479,56539.3
11480,56539.3
11481,56539.3
11482,56539.4
11483,56539.4
11484,56539.5
11485,56539.5
11486,56539.5
11487,56539.6
11488,56539.6
11489,56539.6
11490,56539.7
11491,56539.7
11492,56539.8
11493,56539.8
11494,56539.8
11495,56539.9
11496,56539.9
11497,56540
11498,56540
11499,56540
11500,56540.1
11501,56540.1
11502,56540.1
11503,56540.2
11504,56540.2
11505,56540.3
11506,56540.3
11507,56540.3
11508,56540.4
11509,56540.4
11510,56540.5
11511,56540.5
11512,56540.5
11513,56540.6
11514,56540.6
11515,56540.6
11516,56540.7
11517,56540.7
11518,56540.8
11519,56540.8
11520,56540.8
11521,56540.9
11522,56540.9
11523,56540.9
11524,56541
11525,56541
11526,56541.1
11527,56541.1
11528,56541.1
11529,56541.2
11530,56541.2
11531,56541.3
11532,56541.3
11533,56541.3
11534,56541.4
11535,56541.4
11536,56541.4
11537,56541.5
11538,56541.5
11539,56541.6
11540,56541.6
11541,56541.6
11542,56541.7
11543,56541.7
11544,56541.8
11545,56541.8
11546,56541.8
11547,56541.9
11548,56541.9
11549,56541.9
11550,56542
11551,56542
11552,56542.1
11553,56542.1
11554,56542.1
11555,56542.2
11556,56542.2
11557,56542.3
11558,56542.3
11559,56542.3
11560,56542.4
11561,56542.4
11562,56542.4
11563,56542.5
11564,56542.5
11565,56542.6
11566,56542.6
11567,56542.6
11568,56542.7
11569,56542.7
11570,56542.8
11571,56542.8
11572,56542.8
11573,56542.9
11574,56542.9
11575,56542.9
11576,56543
11577,56543
11578,56543.1
11579,56543.1
11580,56543.1
11581,56543.2
11582,56543.2
11583,56543.3
11584,56543.3
11585,56543.3
11586,56543.4
11587,56543.4
11588,56543.4
11589,56543.5
11590,56543.5
11591,56543.6
11592,56543.6
11593,56543.6
11594,56543.7
11595,56543.7
11596,56543.8
11597,56543.8
11598,56543.8
11599,56543.9
11600,56543.9
11601,56543.9
11602,56544
11603,56544
11604,56544.1
11605,56544.1
11606,56544.1
11607,56544.2
11608,56544.2
11609,56544.3
11610,56544.3
11611,56544.3
11612,56544.4
11613,56544.4
11614,56544.5
11615,56544.5
11616,56544.5
11617,56544.6
11618,56544.6
11619,56544.6
11620,56544.7
11621,56544.7
11622,56544.8
11623,56544.8
11624,56544.8
11625,56544.9
11626,56544.9
11627,56545
11628,56545
11629,56545
11630,56545.1
11631,56545.1
11632,56545.1
11633,56545.2
11634,56545.2
11635,56545.3
11636,56545.3
11637,56545.3
11638,56545.4
11639,56545.4
11640,56545.5
11641,56545.5
11642,56545.5
11643,56545.6
11644,56545.6
11645,56545.6
11646,56545.7
11647,56545.7
11648,56545.8
11649,56545.8
11650,56545.8
11651,56545.9
11652,56545.9
11653,56546
11654,56546
11655,56546
11656,56546.1
11657,56546.1
11658,56546.2
11659,56546.2
11660,56546.2
11661,56546.3
11662,56546.3
11663,56546.3
11664,56546.4
11665,56546.4
11666,56546.5
11667,56546.5
11668,56546.5
11669,56546.6
11670,56546.6
11671,56546.7
11672,56546.7
11673,56546.7
11674,56546.8
11675,56546.8
11676,56546.9
11677,56546.9
11678,56546.9
11679,56547
11680,56547
11681,56547
11682,56547.1
11683,56547.1
11684,56547.2
11685,56547.2
11686,56547.2
11687,56547.3
11688,56547.3
11689,56547.4
11690,56547.4
11691,56547.4
11692,56547.5
11693,56547.5
11694,56547.6
11695,56547.6
11696,56547.6
11697,56547.7
11698,56547.7
11699,56547.7
11700,56547.8
11701,56547.8
11702,56547.9
11703,56547.9
11704,56547.9
11705,56548
11706,56548
11707,56548.1
11708,56548.1
11709,56548.1
11710,56548.2
11711,56548.2
11712,56548.3
11713,56548.3
11714,56548.3
11715,56548.4
11716,56548.4
11717,56548.4
11718,56548.5
11719,56548.5
11720,56548.6
11721,56548.6
11722,56548.6
11723,56548.7
11724,56548.7
11725,56548.8
11726,56548.8
11727,56548.8
11728,56548.9
11729,56548.9
11730,56549
11731,56549
11732,56549
11733,56549.1
11734,56549.1
11735,56549.1
11736,56549.2
11737,56549.2
11738,56549.3
11739,56549.3
11740,56549.3
11741,56549.4
11742,56549.4
11743,56549.5
11744,56549.5
11745,56549.5
11746,56549.6
11747,56549.6
11748,56549.7
11749,56549.7
11750,56549.7
11751,56549.8
11752,56549.8
11753,56549.9
11754,56549.9
11755,56549.9
11756,56550
11757,56550
11758,56550
11759,56550.1
11760,56550.1
11761,56550.2
11762,56550.2
11763,56550.2
11764,56550.3
11765,56550.3
11766,56550.4
11767,56550.4
11768,56550.4
11769,56550.5
11770,56550.5
11771,56550.6
11772,56550.6
11773,56550.6
11774,56550.7
11775,56550.7
11776,56550.7
11777,56550.8
11778,56550.8
11779,56550.9
11780,56550.9
11781,56550.9
11782,56551
11783,56551
11784,56551.1
11785,56551.1
11786,56551.1
11787,56551.2
11788,56551.2
11789,56551.3
11790,56551.3
11791,56551.3
11792,56551.4
11793,56551.4
11794,56551.5
11795,56551.5
11796,56551.5
11797,56551.6
11798,56551.6
11799,56551.7
11800,56551.7
11801,56551.7
11802,56551.8
11803,56551.8
11804,56551.8
11805,56551.9
11806,56551.9
11807,56552
11808,56552
11809,56552
11810,56552.1
11811,56552.1
11812,56552.2
11813,56552.2
11814,56552.2
11815,56552.3
11816,56552.3
11817,56552.4
11818,56552.4
11819,56552.4
11820,56552.5
11821,56552.5
11822,56552.6
11823,56552.6
11824,56552.6
11825,56552.7
11826,56552.7
11827,56552.8
11828,56552.8
11829,56552.8
11830,56552.9
11831,56552.9
11832,56552.9
11833,56553
11834,56553
11835,56553.1
11836,56553.1
11837,56553.1
11838,56553.2
11839,56553.2
11840,56553.3
11841,56553.3
11842,56553.3
11843,56553.4
11844,56553.4
11845,56553.5
11846,56553.5
11847,56553.5
11848,56553.6
11849,56553.6
11850,56553.7
11851,56553.7
11852,56553.7
11853,56553.8
11854,56553.8
11855,56553.9
11856,56553.9
11857,56553.9
11858,56554
11859,56554
11860,56554
11861,56554.1
11862,56554.1
11863,56554.2
11864,56554.2
11865,56554.2
11866,56554.3
11867,56554.3
11868,56554.4
11869,56554.4
11870,56554.4
11871,56554.5
11872,56554.5
11873,56554.6
11874,56554.6
11875,56554.6
11876,56554.7
11877,56554.7
11878,56554.8
11879,56554.8
11880,56554.8
11881,56554.9
11882,56554.9
11883,56555
11884,56555
11885,56555
11886,56555.1
11887,56555.1
11888,56555.2
11889,56555.2
11890,56555.2
11891,56555.3
11892,56555.3
11893,56555.4
11894,56555.4
11895,56555.4
11896,56555.5
11897,56555.5
11898,56555.6
11899,56555.6
11900,56555.6
11901,56555.7
11902,56555.7
11903,56555.7
11904,56555.8
11905,56555.8
11906,56555.9
11907,56555.9
11908,56555.9
11909,56556
11910,56556
11911,56556.1
11912,56556.1
11913,56556.1
11914,56556.2
11915,56556.2
11916,56556.3
11917,56556.3
11918,56556.3
11919,56556.4
11920,56556.4
11921,56556.5
11922,56556.5
11923,56556.5
11924,56556.6
11925,56556.6
11926,56556.7
11927,56556.7
11928,56556.7
11929,56556.8
11930,56556.8
11931,56556.9
11932,56556.9
11933,56556.9
11934,56557
11935,56557
11936,56557.1
11937,56557.1
11938,56557.1
11939,56557.2
11940,56557.2
11941,56557.3
11942,56557.3
11943,56557.3
11944,56557.4
11945,56557.4
11946,56557.5
11947,56557.5
11948,56557.5
11949,56557.6
11950,56557.6
11951,56557.7
11952,56557.7
11953,56557.7
11954,56557.8
11955,56557.8
11956,56557.9
11957,56557.9
11958,56557.9
11959,56558
11960,56558
11961,56558
11962,56558.1
11963,56558.1
11964,56558.2
11965,56558.2
11966,56558.2
11967,56558.3
11968,56558.3
11969,56558.4
11970,56558.4
11971,56558.4
11972,56558.5
11973,56558.5
11974,56558.6
11975,56558.6
11976,56558.6
11977,56558.7
11978,56558.7
11979,56558.8
11980,56558.8
11981,56558.8
11982,56558.9
11983,56558.9
11984,56559
11985,56559
11986,56559
11987,56559.1
11988,56559.1
11989,56559.2
11990,56559.2
11991,56559.2
11992,56559.3
11993,56559.3
11994,56559.4
11995,56559.4
11996,56559.4
11997,56559.5
11998,56559.5
11999,56559.6
12000,56559.6
12001,56559.6
12002,56559.7
12003,56559.7
12004,56559.8
12005,56559.8
12006,56559.8
12007,56559.9
12008,56559.9
12009,56560
12010,56560
12011,56560
12012,56560.1
12013,56560.1
12014,56560.2
12015,56560.2
12016,56560.2
12017,56560.3
12018,56560.3
12019,56560.3
12020,56560.4
12021,56560.4
12022,56560.5
12023,56560.5
12024,56560.5
12025,56560.6
12026,56560.6
12027,56560.7
12028,56560.7
12029,56560.7
12030,56560.8
12031,56560.8
12032,56560.9
12033,56560.9
12034,56560.9
12035,56561
12036,56561
12037,56561.1
12038,56561.1
12039,56561.1
12040,56561.2
12041,56561.2
12042,56561.3
12043,56561.3
12044,56561.3
12045,56561.4
12046,56561.4
12047,56561.5
12048,56561.5
12049,56561.5
12050,56561.6
12051,56561.6
12052,56561.6
12053,56561.7
12054,56561.7
12055,56561.8
12056,56561.8
12057,56561.8
12058,56561.9
12059,56561.9
12060,56562
12061,56562
12062,56562
12063,56562.1
12064,56562.1
12065,56562.2
12066,56562.2
12067,56562.2
12068,56562.3
12069,56562.3
12070,56562.4
12071,56562.4
12072,56562.4
12073,56562.5
12074,56562.5
12075,56562.6
12076,56562.6
12077,56562.6
12078,56562.7
12079,56562.7
12080,56562.8
12081,56562.8
12082,56562.8
12083,56562.9
12084,56562.9
12085,56563
12086,56563
12087,56563
12088,56563.1
12089,56563.1
12090,56563.1
12091,56563.2
12092,56563.2
12093,56563.3
12094,56563.3
12095,56563.3
12096,56563.4
12097,56563.4
12098,56563.5
12099,56563.5
12100,56563.5
12101,56563.6
12102,56563.6
12103,56563.7
12104,56563.7
12105,56563.7
12106,56563.8
12107,56563.8
12108,56563.9
12109,56563.9
12110,56563.9
12111,56564
12112,56564
12113,56564.1
12114,56564.1
12115,56564.1
12116,56564.2
12117,56564.2
12118,56564.3
12119,56564.3
12120,56564.3
12121,56564.4
12122,56564.4
12123,56564.5
12124,56564.5
12125,56564.5
12126,56564.6
12127,56564.6
12128,56564.7
12129,56564.7
12130,56564.7
12131,56564.8
12132,56564.8
12133,56564.9
12134,56564.9
12135,56564.9
12136,56565
12137,56565
12138,56565.1
12139,56565.1
12140,56565.1
12141,56565.2
12142,56565.2
12143,56565.3
12144,56565.3
12145,56565.3
12146,56565.4
12147,56565.4
12148,56565.4
12149,56565.5
12150,56565.5
12151,56565.6
12152,56565.6
12153,56565.6
12154,56565.7
12155,56565.7
12156,56565.8
12157,56565.8
12158,56565.8
12159,56565.9
12160,56565.9
12161,56566
12162,56566
12163,56566
12164,56566.1
12165,56566.1
12166,56566.2
12167,56566.2
12168,56566.2
12169,56566.3
12170,56566.3
12171,56566.4
12172,56566.4
12173,56566.4
12174,56566.5
12175,56566.5
12176,56566.6
12177,56566.6
12178,56566.6
12179,56566.7
12180,56566.7
12181,56566.8
12182,56566.8
12183,56566.8
12184,56566.9
12185,56566.9
12186,56567
12187,56567
12188,56567
12189,56567.1
12190,56567.1
12191,56567.2
12192,56567.2
12193,56567.2
12194,56567.3
12195,56567.3
12196,56567.4
12197,56567.4
12198,56567.4
12199,56567.5
12200,56567.5
12201,56567.6
12202,56567.6
12203,56567.6
12204,56567.7
12205,56567.7
12206,56567.8
12207,56567.8
12208,56567.8
12209,56567.9
12210,56567.9
12211,56568
12212,56568
12213,56568
12214,56568.1
12215,56568.1
12216,56568.2
12217,56568.2
12218,56568.2
12219,56568.3
12220,56568.3
12221,56568.4
12222,56568.4
12223,56568.4
12224,56568.5
12225,56568.5
12226,56568.6
12227,56568.6
12228,56568.6
12229,56568.7
12230,56568.7
12231,56568.8
12232,56568.8
12233,56568.8
12234,56568.9
12235,56568.9
12236,56569
12237,56569
12238,56569
12239,56569.1
12240,56569.1
12241,56569.2
12242,56569.2
12243,56569.2
12244,56569.3
12245,56569.3
12246,56569.4
12247,56569.4
12248,56569.4
12249,56569.5
12250,56569.5
12251,56569.6
12252,56569.6
12253,56569.6
12254,56569.7
12255,56569.7
12256,56569.8
12257,56569.8
12258,56569.8
12259,56569.9
12260,56569.9
12261,56570
12262,56570
12263,56570
12264,56570.1
12265,56570.1
12266,56570.2
12267,56570.2
12268,56570.2
12269,56570.3
12270,56570.3
12271,56570.4
12272,56570.4
12273,56570.4
12274,56570.5
12275,56570.5
12276,56570.6
12277,56570.6
12278,56570.6
12279,56570.7
12280,56570.7
12281,56570.8
12282,56570.8
12283,56570.8
12284,56570.9
12285,56570.9
12286,56571
12287,56571
12288,56571
12289,56571.1
12290,56571.1
12291,56571.2
12292,56571.2
12293,56571.2
12294,56571.3
12295,56571.3
12296,56571.4
12297,56571.4
12298,56571.5
12299,56571.5
12300,56571.5
12301,56571.6
12302,56571.6
12303,56571.7
12304,56571.7
12305,56571.7
12306,56571.8
12307,56571.8
12308,56571.9
12309,56571.9
12310,56571.9
12311,56572
12312,56572
12313,56572.1
12314,56572.1
12315,56572.1
12316,56572.2
12317,56572.2
12318,56572.3
12319,56572.3
12320,56572.3
12321,56572.4
12322,56572.4
12323,56572.5
12324,56572.5
12325,56572.5
12326,56572.6
12327,56572.6
12328,56572.7
12329,56572.7
12330,56572.7
12331,56572.8
12332,56572.8
12333,56572.9
12334,56572.9
12335,56572.9
12336,56573
12337,56573
12338,56573.1
12339,56573.1
12340,56573.1
12341,56573.2
12342,56573.2
12343,56573.3
12344,56573.3
12345,56573.3
12346,56573.4
12347,56573.4
12348,56573.5
12349,56573.5
12350,56573.5
12351,56573.6
12352,56573.6
12353,56573.7
12354,56573.7
12355,56573.8
12356,56573.8
12357,56573.8
12358,56573.9
12359,56573.9
12360,56574
12361,56574
12362,56574
12363,56574.1
12364,56574.1
12365,56574.2
12366,56574.2
12367,56574.2
12368,56574.3
12369,56574.3
12370,56574.4
12371,56574.4
12372,56574.4
12373,56574.5
12374,56574.5
12375,56574.6
12376,56574.6
12377,56574.6
12378,56574.7
12379,56574.7
12380,56574.8
12381,56574.8
12382,56574.8
12383,56574.9
12384,56574.9
12385,56575
12386,56575
12387,56575
12388,56575.1
12389,56575.1
12390,56575.2
12391,56575.2
12392,56575.2
12393,56575.3
12394,56575.3
12395,56575.4
12396,56575.4
12397,56575.5
12398,56575.5
12399,56575.5
12400,56575.6
12401,56575.6
12402,56575.7
12403,56575.7
12404,56575.7
12405,56575.8
12406,56575.8
12407,56575.9
12408,56575.9
12409,56575.9
12410,56576
12411,56576
12412,56576.1
12413,56576.1
12414,56576.1
12415,56576.2
12416,56576.2
12417,56576.3
12418,56576.3
12419,56576.3
12420,56576.4
12421,56576.4
12422,56576.5
12423,56576.5
12424,56576.5
12425,56576.6
12426,56576.6
12427,56576.7
12428,56576.7
12429,56576.8
12430,56576.8
12431,56576.8
12432,56576.9
12433,56576.9
12434,56577
12435,56577
12436,56577
12437,56577.1
12438,56577.1
12439,56577.2
12440,56577.2
12441,56577.2
12442,56577.3
12443,56577.3
12444,56577.4
12445,56577.4
12446,56577.4
12447,56577.5
12448,56577.5
12449,56577.6
12450,56577.6
12451,56577.6
12452,56577.7
12453,56577.7
12454,56577.8
12455,56577.8
12456,56577.9
12457,56577.9
12458,56577.9
12459,56578
12460,56578
12461,56578.1
12462,56578.1
12463,56578.1
12464,56578.2
12465,56578.2
12466,56578.3
12467,56578.3
12468,56578.3
12469,56578.4
12470,56578.4
12471,56578.5
12472,56578.5
12473,56578.5
12474,56578.6
12475,56578.6
12476,56578.7
12477,56578.7
12478,56578.8
12479,56578.8
12480,56578.8
12481,56578.9
12482,56578.9
12483,56579
12484,56579
12485,56579
12486,56579.1
12487,56579.1
12488,56579.2
12489,56579.2
12490,56579.2
12491,56579.3
12492,56579.3
12493,56579.4
12494,56579.4
12495,56579.4
12496,56579.5
12497,56579.5
12498,56579.6
12499,56579.6
12500,56579.7
12501,56579.7
12502,56579.7
12503,56579.8
12504,56579.8
12505,56579.9
12506,56579.9
12507,56579.9
12508,56580
12509,56580
12510,56580.1
12511,56580.1
12512,56580.1
12513,56580.2
12514,56580.2
12515,56580.3
12516,56580.3
12517,56580.3
12518,56580.4
12519,56580.4
12520,56580.5
12521,56580.5
12522,56580.6
12523,56580.6
12524,56580.6
12525,56580.7
12526,56580.7
12527,56580.8
12528,56580.8
12529,56580.8
12530,56580.9
12531,56580.9
12532,56581
12533,56581
12534,56581
12535,56581.1
12536,56581.1
12537,56581.2
12538,56581.2
12539,56581.3
12540,56581.3
12541,56581.3
12542,56581.4
12543,56581.4
12544,56581.5
12545,56581.5
12546,56581.5
12547,56581.6
12548,56581.6
12549,56581.7
12550,56581.7
12551,56581.7
12552,56581.8
12553,56581.8
12554,56581.9
12555,56581.9
12556,56582
12557,56582
12558,56582
12559,56582.1
12560,56582.1
12561,56582.2
12562,56582.2
12563,56582.2
12564,56582.3
12565,56582.3
12566,56582.4
12567,56582.4
12568,56582.4
12569,56582.5
12570,56582.5
12571,56582.6
12572,56582.6
12573,56582.7
12574,56582.7
12575,56582.7
12576,56582.8
12577,56582.8
12578,56582.9
12579,56582.9
12580,56582.9
12581,56583
12582,56583
12583,56583.1
12584,56583.1
12585,56583.1
12586,56583.2
12587,56583.2
12588,56583.3
12589,56583.3
12590,56583.4
12591,56583.4
12592,56583.4
12593,56583.5
12594,56583.5
12595,56583.6
12596,56583.6
12597,56583.6
12598,56583.7
12599,56583.7
12600,56583.8
12601,56583.8
12602,56583.8
12603,56583.9
12604,56583.9
12605,56584
12606,56584
12607,56584.1
12608,56584.1
12609,56584.1
12610,56584.2
12611,56584.2
12612,56584.3
12613,56584.3
12614,56584.3
12615,56584.4
12616,56584.4
12617,56584.5
12618,56584.5
12619,56584.5
12620,56584.6
12621,56584.6
12622,56584.7
12623,56584.7
12624,56584.8
12625,56584.8
12626,56584.8
12627,56584.9
12628,56584.9
12629,56585
12630,56585
12631,56585
12632,56585.1
12633,56585.1
12634,56585.2
12635,56585.2
12636,56585.3
12637,56585.3
12638,56585.3
12639,56585.4
12640,56585.4
12641,56585.5
12642,56585.5
12643,56585.5
12644,56585.6
12645,56585.6
12646,56585.7
12647,56585.7
12648,56585.7
12649,56585.8
12650,56585.8
12651,56585.9
12652,56585.9
12653,56586
12654,56586
12655,56586
12656,56586.1
12657,56586.1
12658,56586.2
12659,56586.2
12660,56586.2
12661,56586.3
12662,56586.3
12663,56586.4
12664,56586.4
12665,56586.5
12666,56586.5
12667,56586.5
12668,56586.6
12669,56586.6
12670,56586.7
12671,56586.7
12672,56586.7
12673,56586.8
12674,56586.8
12675,56586.9
12676,56586.9
12677,56587
12678,56587
12679,56587
12680,56587.1
12681,56587.1
12682,56587.2
12683,56587.2
12684,56587.2
12685,56587.3
12686,56587.3
12687,56587.4
12688,56587.4
12689,56587.5
12690,56587.5
12691,56587.5
12692,56587.6
12693,56587.6
12694,56587.7
12695,56587.7
12696,56587.7
12697,56587.8
12698,56587.8
12699,56587.9
12700,56587.9
12701,56588
12702,56588
12703,56588
12704,56588.1
12705,56588.1
12706,56588.2
12707,56588.2
12708,56588.2
12709,56588.3
12710,56588.3
12711,56588.4
12712,56588.4
12713,56588.5
12714,56588.5
12715,56588.5
12716,56588.6
12717,56588.6
12718,56588.7
12719,56588.7
12720,56588.7
12721,56588.8
12722,56588.8
12723,56588.9
12724,56588.9
12725,56589
12726,56589
12727,56589
12728,56589.1
12729,56589.1
12730,56589.2
12731,56589.2
12732,56589.2
12733,56589.3
12734,56589.3
12735,56589.4
12736,56589.4
12737,56589.5
12738,56589.5
12739,56589.5
12740,56589.6
12741,56589.6
12742,56589.7
12743,56589.7
12744,56589.7
12745,56589.8
12746,56589.8
12747,56589.9
12748,56589.9
12749,56590
12750,56590
12751,56590
12752,56590.1
12753,56590.1
12754,56590.2
12755,56590.2
12756,56590.2
12757,56590.3
12758,56590.3
12759,56590.4
12760,56590.4
12761,56590.5
12762,56590.5
12763,56590.5
12764,56590.6
12765,56590.6
12766,56590.7
12767,56590.7
12768,56590.7
12769,56590.8
12770,56590.8
12771,56590.9
12772,56590.9
12773,56591
12774,56591
12775,56591
12776,56591.1
12777,56591.1
12778,56591.2
12779,56591.2
12780,56591.3
12781,56591.3
12782,56591.3
12783,56591.4
12784,56591.4
12785,56591.5
12786,56591.5
12787,56591.5
12788,56591.6
12789,56591.6
12790,56591.7
12791,56591.7
12792,56591.8
12793,56591.8
12794,56591.8
12795,56591.9
12796,56591.9
12797,56592
12798,56592
12799,56592
12800,56592.1
12801,56592.1
12802,56592.2
12803,56592.2
12804,56592.3
12805,56592.3
12806,56592.3
12807,56592.4
12808,56592.4
12809,56592.5
12810,56592.5
12811,56592.6
12812,56592.6
12813,56592.6
12814,56592.7
12815,56592.7
12816,56592.8
12817,56592.8
12818,56592.8
12819,56592.9
12820,56592.9
12821,56593
12822,56593
12823,56593.1
12824,56593.1
12825,56593.1
12826,56593.2
12827,56593.2
12828,56593.3
12829,56593.3
12830,56593.4
12831,56593.4
12832,56593.4
12833,56593.5
12834,56593.5
12835,56593.6
12836,56593.6
12837,56593.6
12838,56593.7
12839,56593.7
12840,56593.8
12841,56593.8
12842,56593.9
12843,56593.9
12844,56593.9
12845,56594
12846,56594
12847,56594.1
12848,56594.1
12849,56594.2
12850,56594.2
12851,56594.2
12852,56594.3
12853,56594.3
12854,56594.4
12855,56594.4
12856,56594.4
12857,56594.5
12858,56594.5
12859,56594.6
12860,56594.6
12861,56594.7
12862,56594.7
12863,56594.7
12864,56594.8
12865,56594.8
12866,56594.9
12867,56594.9
12868,56595
12869,56595
12870,56595
12871,56595.1
12872,56595.1
12873,56595.2
12874,56595.2
12875,56595.3
12876,56595.3
12877,56595.3
12878,56595.4
12879,56595.4
12880,56595.5
12881,56595.5
12882,56595.5
12883,56595.6
12884,56595.6
12885,56595.7
12886,56595.7
12887,56595.8
12888,56595.8
12889,56595.8
12890,56595.9
12891,56595.9
12892,56596
12893,56596
12894,56596.1
12895,56596.1
12896,56596.1
12897,56596.2
12898,56596.2
12899,56596.3
12900,56596.3
12901,56596.4
12902,56596.4
12903,56596.4
12904,56596.5
12905,56596.5
12906,56596.6
12907,56596.6
12908,56596.6
12909,56596.7
12910,56596.7
12911,56596.8
12912,56596.8
12913,56596.9
12914,56596.9
12915,56596.9
12916,56597
12917,56597
12918,56597.1
12919,56597.1
12920,56597.2
12921,56597.2
12922,56597.2
12923,56597.3
12924,56597.3
12925,56597.4
12926,56597.4
12927,56597.5
12928,56597.5
12929,56597.5
12930,56597.6
12931,56597.6
12932,56597.7
12933,56597.7
12934,56597.7
12935,56597.8
12936,56597.8
12937,56597.9
12938,56597.9
12939,56598
12940,56598
12941,56598
12942,56598.1
12943,56598.1
12944,56598.2
12945,56598.2
12946,56598.3
12947,56598.3
12948,56598.3
12949,56598.4
12950,56598.4
12951,56598.5
12952,56598.5
12953,56598.6
12954,56598.6
12955,56598.6
12956,56598.7
12957,56598.7
12958,56598.8
12959,56598.8
12960,56598.9
12961,56598.9
12962,56598.9
12963,56599
12964,56599
12965,56599.1
12966,56599.1
12967,56599.2
12968,56599.2
12969,56599.2
12970,56599.3
12971,56599.3
12972,56599.4
12973,56599.4
12974,56599.5
12975,56599.5
12976,56599.5
12977,56599.6
12978,56599.6
12979,56599.7
12980,56599.7
12981,56599.7
12982,56599.8
12983,56599.8
12984,56599.9
12985,56599.9
12986,56600
12987,56600
12988,56600
12989,56600.1
12990,56600.1
12991,56600.2
12992,56600.2
12993,56600.3
12994,56600.3
12995,56600.3
12996,56600.4
12997,56600.4
12998,56600.5
12999,56600.5
13000,56600.6
13001,56600.6
13002,56600.6
13003,56600.7
13004,56600.7
13005,56600.8
13006,56600.8
13007,56600.9
13008,56600.9
13009,56600.9
13010,56601
13011,56601
13012,56601.1
13013,56601.1
13014,56601.1
13015,56601.2
13016,56601.2
13017,56601.3
13018,56601.3
13019,56601.4
13020,56601.4
13021,56601.4
13022,56601.5
13023,56601.5
13024,56601.6
13025,56601.6
13026,56601.6
13027,56601.7
13028,56601.7
13029,56601.8
13030,56601.8
