step,storeRevenue
0,372.133
1,667.303
2,782.685
3,814.18
4,814.18
5,814.18
6,814.18
7,814.18
8,814.18
9,814.18
10,835.785
11,859.713
12,859.713
13,865.122
14,865.122
15,865.122
16,865.122
17,865.122
18,865.122
19,865.122
20,865.122
21,865.122
22,865.122
23,865.122
24,865.122
25,865.122
26,865.122
27,865.122
28,865.122
29,865.122
30,865.122
31,865.122
32,865.122
33,865.122
34,865.122
35,865.122
36,814.18
37,814.18
38,814.18
39,814.18
40,814.18
41,814.18
42,814.18
43,835.785
44,859.713
45,859.713
46,865.122
47,865.122
48,865.122
49,865.122
50,865.122
51,865.122
52,865.122
53,865.122
54,865.122
55,865.122
56,865.122
57,865.122
58,865.122
59,865.122
60,865.122
61,865.122
62,865.122
63,865.122
64,865.122
65,865.122
66,865.122
67,865.122
68,865.122
69,865.122
70,865.122
71,814.18
72,814.18
73,814.18
74,814.18
75,814.18
76,814.18
77,814.18
78,835.785
79,859.713
80,859.713
81,865.122
82,865.122
83,865.122
84,865.122
85,865.122
86,865.122
87,865.122
88,865.122
89,865.122
90,865.122
91,865.122
92,865.122
93,865.122
94,865.122
95,865.122
96,865.122
97,865.122
98,865.122
99,865.122
100,865.122
101,865.122
102,865.122
103,865.122
104,865.122
105,865.122
106,814.18
107,814.18
108,814.18
109,814.18
110,814.18
111,814.18
112,814.18
113,835.785
114,859.713
115,859.713
116,865.122
117,865.122
118,865.122
119,865.122
120,865.122
121,865.122
122,865.122
123,865.122
124,865.122
125,865.122
126,865.122
127,865.122
128,865.122
129,865.122
130,865.122
131,865.122
132,865.122
133,865.122
134,865.122
135,865.122
136,865.122
137,865.122
138,865.122
139,865.122
140,814.18
141,814.18
142,814.18
143,814.18
144,814.18
145,814.18
146,814.18
147,835.785
148,859.713
149,859.713
150,865.122
151,865.122
152,865.122
153,865.122
154,865.122
155,865.122
156,865.122
157,865.122
158,865.122
159,865.122
160,865.122
161,865.122
162,865.122
163,865.122
164,865.122
165,865.122
166,865.122
167,865.122
168,865.122
169,865.122
170,865.122
171,865.122
172,865.122
173,865.122
174,865.122
175,814.18
176,814.18
177,814.18
178,814.18
179,814.18
180,814.18
181,814.18
182,835.785
183,859.713
184,859.713
185,865.122
186,865.122
187,865.122
188,865.122
189,865.122
190,865.122
191,865.122
192,865.122
193,865.122
194,865.122
195,865.122
196,865.122
197,865.122
198,865.122
199,865.122
200,865.122
201,865.122
202,865.122
203,865.122
204,865.122
205,865.122
206,865.122
207,865.122
208,865.122
209,865.122
210,814.18
211,814.18
212,814.18
213,814.18
214,814.18
215,814.18
216,814.18
217,835.785
218,859.713
219,859.713
220,865.122
221,865.122
222,865.122
223,865.122
224,865.122
225,865.122
226,865.122
227,865.122
228,865.122
229,865.122
230,865.122
231,865.122
232,865.122
233,865.122
234,865.122
235,865.122
236,865.122
237,865.122
238,865.122
239,865.122
240,865.122
241,865.122
242,865.122
243,865.122
244,865.122
245,814.18
246,814.18
247,814.18
248,814.18
249,814.18
250,814.18
251,814.18
252,835.785
253,859.713
254,859.713
255,865.122
256,865.122
257,865.122
258,865.122
259,865.122
260,865.122
261,865.122
262,865.122
263,865.122
264,865.122
265,865.122
266,865.122
267,865.122
268,865.122
269,865.122
270,865.122
271,865.122
272,865.122
273,865.122
274,865.122
275,865.122
276,865.122
277,865.122
278,865.122
279,814.18
280,814.18
281,814.18
282,814.18
283,814.18
284,814.18
285,814.18
286,835.785
287,859.713
288,859.713
289,865.122
290,865.122
291,865.122
292,865.122
293,865.122
294,865.122
295,865.122
296,865.122
297,865.122
298,865.122
299,865.122
300,865.122
301,865.122
302,865.122
303,865.122
304,865.122
305,865.122
306,865.122
307,865.122
308,865.122
309,865.122
310,865.122
311,865.122
312,865.122
313,865.122
314,814.18
315,814.18
316,814.18
317,814.18
318,814.18
319,814.18
320,814.18
321,835.785
322,859.713
323,859.713
324,865.122
325,865.122
326,865.122
327,865.122
328,865.122
329,865.122
330,865.122
331,865.122
332,865.122
333,865.122
334,865.122
335,865.122
336,865.122
337,865.122
338,865.122
339,865.122
340,865.122
341,865.122
342,865.122
343,865.122
344,865.122
345,865.122
346,865.122
347,865.122
348,865.122
349,814.18
350,814.18
351,814.18
352,814.18
353,814.18
354,814.18
355,814.18
356,835.785
357,859.713
358,859.713
359,865.122
360,865.122
361,865.122
362,865.122
363,865.122
364,865.122
365,865.122
366,865.122
367,865.122
368,865.122
369,865.122
370,865.122
371,865.122
372,865.122
373,865.122
374,865.122
375,865.122
376,865.122
377,865.122
378,865.122
379,865.122
380,865.122
381,865.122
382,865.122
383,814.18
384,814.18
385,814.18
386,814.18
387,814.18
388,814.18
389,814.18
390,835.785
391,859.713
392,859.713
393,865.122
394,865.122
395,865.122
396,865.122
397,865.122
398,865.122
399,865.122
400,865.122
401,865.122
402,865.122
403,865.122
404,865.122
405,865.122
406,865.122
407,865.122
408,865.122
409,865.122
410,865.122
411,865.122
412,865.122
413,865.122
414,865.122
415,865.122
416,865.122
417,865.122
418,814.18
419,814.18
420,814.18
421,814.18
422,814.18
423,814.18
424,814.18
425,835.785
426,859.713
427,859.713
428,865.122
429,865.122
430,865.122
431,865.122
432,865.122
433,865.122
434,865.122
435,865.122
436,865.122
437,865.122
438,865.122
439,865.122
440,865.122
441,865.122
442,865.122
443,865.122
444,865.122
445,865.122
446,865.122
447,865.122
448,865.122
449,865.122
450,865.122
451,865.122
452,865.122
453,814.18
454,814.18
455,814.18
456,814.18
457,814.18
458,814.18
459,814.18
460,835.785
461,859.713
462,859.713
463,865.122
464,865.122
465,865.122
466,865.122
467,865.122
468,865.122
469,865.122
470,865.122
471,865.122
472,865.122
473,865.122
474,865.122
475,865.122
476,865.122
477,865.122
478,865.122
479,865.122
480,865.122
481,865.122
482,865.122
483,865.122
484,865.122
485,865.122
486,865.122
487,865.122
488,814.18
489,814.18
490,814.18
491,814.18
492,814.18
493,814.18
494,814.18
495,835.785
496,859.713
497,859.713
498,865.122
499,865.122
500,865.122
