step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,50.0487,30.0857,30.0857,60.9691,60.0487,3,3,17.1255,7.12546,3,17.1255,7.12546,47.0089,37.0089,27.0089
1,42.0533,33.5969,33.5969,54.8933,52.0533,3.05364,3.05364,19.6593,9.65929,3.05364,19.6593,9.65929,39.9556,29.9556,19.9556
2,38.6587,34.8574,34.8574,52.2794,48.6587,3.14625,3.14625,20.5113,10.5113,3.14625,20.5113,10.5113,36.9333,26.9333,16.9333
3,36.6247,35.4093,35.4093,50.5904,46.6247,3.25144,3.25144,20.8807,10.8807,3.25144,20.8807,10.8807,35.0617,25.0617,15.0617
4,35.3041,35.5818,35.5818,49.3792,45.3041,3.3614,3.3614,20.995,10.995,3.3614,20.995,10.995,33.7924,23.7924,13.7924
5,34.3887,35.551,35.551,48.4497,44.3887,3.47282,3.47282,20.9717,10.9717,3.47282,20.9717,10.9717,32.8704,22.8704,12.8704
6,33.6949,35.4339,35.4339,47.6965,43.6949,3.58391,3.58391,20.8862,10.8862,3.58391,20.8862,10.8862,32.1488,22.1488,12.1488
7,33.157,35.2631,35.2631,47.0699,43.157,3.69344,3.69344,20.7625,10.7625,3.69344,20.7625,10.7625,31.5693,21.5693,11.5693
8,32.7318,35.0602,35.0602,46.5375,42.7318,3.80064,3.80064,20.6163,10.6163,3.80064,20.6163,10.6163,31.0936,21.0936,11.0936
9,32.3897,34.8395,34.8395,46.0771,42.3897,3.90503,3.90503,20.4582,10.4582,3.90503,20.4582,10.4582,30.6957,20.6957,10.6957
10,32.11,34.6108,34.6108,45.6732,42.11,4.00632,4.00632,20.295,10.295,4.00632,20.295,10.295,30.3573,20.3573,10.3573
11,31.8779,34.3806,34.3806,45.3146,41.8779,4.10433,4.10433,20.1313,10.1313,4.10433,20.1313,10.1313,30.0653,20.0653,10.0653
12,31.6804,34.1549,34.1549,44.991,41.6804,4.19898,4.19898,19.9719,9.97187,4.19898,19.9719,9.97187,29.8079,19.8079,9.80788
13,31.5092,33.937,33.937,44.6953,41.5092,4.2902,4.2902,19.8191,9.8191,4.2902,19.8191,9.8191,29.5774,19.5774,9.57737
14,31.3599,33.7275,33.7275,44.4241,41.3599,4.37798,4.37798,19.6732,9.67317,4.37798,19.6732,9.67317,29.3698,19.3698,9.3698
15,31.2288,33.5267,33.5267,44.1744,41.2288,4.46233,4.46233,19.5341,9.5341,4.46233,19.5341,9.5341,29.1819,19.1819,9.18188
16,31.113,33.3347,33.3347,43.9439,41.113,4.5433,4.5433,19.4018,9.40181,4.5433,19.4018,9.40181,29.0109,19.0109,9.01094
17,31.0101,33.1516,33.1516,43.7303,41.0101,4.62099,4.62099,19.2761,9.27611,4.62099,19.2761,9.27611,28.8548,18.8548,8.85477
18,30.9182,32.9772,32.9772,43.5319,40.9182,4.69547,4.69547,19.1568,9.15681,4.69547,19.1568,9.15681,28.7115,18.7115,8.7115
19,30.8357,32.8113,32.8113,43.3473,40.8357,4.76684,4.76684,19.0436,9.04365,4.76684,19.0436,9.04365,28.5796,18.5796,8.57961
20,30.7613,32.6536,32.6536,43.175,40.7613,4.83521,4.83521,18.9364,8.93636,4.83521,18.9364,8.93636,28.4578,18.4578,8.45777
21,30.6938,32.5039,32.5039,43.0141,40.6938,4.90069,4.90069,18.8347,8.83468,4.90069,18.8347,8.83468,28.3449,18.3449,8.34488
22,30.6324,32.3617,32.3617,42.8634,40.6324,4.96339,4.96339,18.7383,8.73831,4.96339,18.7383,8.73831,28.24,18.24,8.23999
23,30.5762,32.2267,32.2267,42.722,40.5762,5.02341,5.02341,18.647,8.64699,5.02341,18.647,8.64699,28.1423,18.1423,8.1423
24,30.5246,32.0987,32.0987,42.5894,40.5246,5.08088,5.08088,18.5605,8.56045,5.08088,18.5605,8.56045,28.0511,18.0511,8.05109
25,30.4771,31.9772,31.9772,42.4646,40.4771,5.13588,5.13588,18.4784,8.47842,5.13588,18.4784,8.47842,27.9658,17.9658,7.96577
