step,storeRevenue
0,372.133
1,667.303
2,558.412
3,558.412
4,558.412
5,736.535
6,667.303
7,558.412
8,558.412
9,736.535
10,667.303
11,558.412
12,558.412
13,736.535
14,667.303
15,558.412
16,558.412
17,736.535
18,667.303
19,558.412
20,558.412
21,736.535
22,667.303
23,558.412
24,558.412
25,736.535
26,667.303
27,558.412
28,558.412
29,736.535
30,667.303
31,558.412
32,558.412
33,736.535
34,667.303
35,558.412
36,558.412
37,736.535
38,667.303
39,558.412
40,558.412
41,736.535
42,667.303
43,558.412
44,558.412
45,736.535
46,667.303
47,558.412
48,558.412
49,736.535
50,667.303
51,558.412
52,558.412
53,736.535
54,667.303
55,558.412
56,558.412
57,736.535
58,667.303
59,558.412
60,558.412
61,736.535
62,667.303
63,558.412
64,558.412
65,736.535
66,667.303
67,558.412
68,558.412
69,736.535
70,667.303
71,558.412
72,558.412
73,558.412
74,736.535
75,667.303
76,558.412
77,558.412
78,736.535
79,667.303
80,558.412
81,558.412
82,736.535
83,667.303
84,558.412
85,558.412
86,736.535
87,667.303
88,558.412
89,558.412
90,736.535
91,667.303
92,558.412
93,558.412
94,736.535
95,667.303
96,558.412
97,558.412
98,736.535
99,667.303
100,558.412
101,558.412
102,736.535
103,667.303
104,558.412
105,558.412
106,736.535
107,667.303
108,558.412
109,558.412
110,736.535
111,667.303
112,558.412
113,558.412
114,736.535
115,667.303
116,558.412
117,558.412
118,736.535
119,667.303
120,558.412
121,558.412
122,736.535
123,667.303
124,558.412
125,558.412
126,736.535
127,667.303
128,558.412
129,558.412
130,736.535
131,667.303
132,558.412
133,558.412
134,736.535
135,667.303
136,558.412
137,558.412
138,736.535
139,667.303
140,558.412
141,558.412
142,736.535
143,667.303
144,558.412
145,558.412
146,736.535
147,667.303
148,558.412
149,558.412
150,736.535
151,667.303
152,558.412
153,558.412
154,736.535
155,667.303
156,558.412
157,558.412
158,736.535
159,667.303
160,558.412
161,558.412
162,736.535
163,667.303
164,558.412
165,558.412
166,736.535
167,667.303
168,558.412
169,558.412
170,736.535
171,667.303
172,558.412
173,558.412
174,736.535
175,667.303
176,558.412
177,558.412
178,736.535
179,667.303
180,558.412
181,558.412
182,736.535
183,667.303
184,558.412
185,558.412
186,736.535
187,667.303
188,558.412
189,558.412
190,736.535
191,667.303
192,558.412
193,558.412
194,736.535
195,667.303
196,558.412
197,558.412
198,736.535
199,667.303
200,558.412
201,558.412
202,736.535
203,667.303
204,558.412
205,558.412
206,736.535
207,667.303
208,558.412
209,558.412
210,736.535
211,667.303
212,558.412
213,558.412
214,736.535
215,667.303
216,558.412
217,558.412
218,736.535
219,667.303
220,558.412
221,558.412
222,736.535
223,667.303
224,558.412
225,558.412
226,736.535
227,667.303
228,558.412
229,558.412
230,736.535
231,667.303
232,558.412
233,558.412
234,736.535
235,667.303
236,558.412
237,558.412
238,736.535
239,667.303
240,558.412
241,558.412
242,736.535
243,667.303
244,558.412
245,558.412
246,736.535
247,667.303
248,558.412
249,558.412
250,736.535
251,667.303
252,558.412
253,558.412
254,736.535
255,667.303
256,558.412
257,558.412
258,736.535
259,667.303
260,558.412
261,558.412
262,736.535
263,667.303
264,558.412
265,558.412
266,736.535
267,667.303
268,558.412
269,558.412
270,736.535
271,667.303
272,558.412
273,558.412
274,736.535
275,667.303
276,558.412
277,558.412
278,736.535
279,667.303
280,558.412
281,558.412
282,736.535
283,667.303
284,558.412
285,558.412
286,736.535
287,667.303
288,558.412
289,558.412
290,736.535
291,667.303
292,558.412
293,558.412
294,736.535
295,667.303
296,558.412
297,558.412
298,736.535
299,667.303
300,558.412
301,558.412
302,736.535
303,667.303
304,558.412
305,558.412
306,736.535
307,667.303
308,558.412
309,558.412
310,736.535
311,667.303
312,558.412
313,558.412
314,736.535
315,667.303
316,558.412
317,558.412
318,558.412
319,736.535
320,667.303
321,558.412
322,558.412
323,736.535
324,667.303
325,558.412
326,558.412
327,736.535
328,667.303
329,558.412
330,558.412
331,736.535
332,667.303
333,558.412
334,558.412
335,736.535
336,667.303
337,558.412
338,558.412
339,736.535
340,667.303
341,558.412
342,558.412
343,736.535
344,667.303
345,558.412
346,558.412
347,736.535
348,667.303
349,558.412
350,558.412
351,736.535
352,667.303
353,558.412
354,558.412
355,736.535
356,667.303
357,558.412
358,558.412
359,736.535
360,667.303
361,558.412
362,558.412
363,736.535
364,667.303
365,558.412
366,558.412
367,736.535
368,667.303
369,558.412
370,558.412
371,736.535
372,667.303
373,558.412
374,558.412
375,736.535
376,667.303
377,558.412
378,558.412
379,736.535
380,667.303
381,558.412
382,558.412
383,736.535
384,667.303
385,558.412
386,558.412
387,736.535
388,667.303
389,558.412
390,558.412
391,736.535
392,667.303
393,558.412
394,558.412
395,736.535
396,667.303
397,558.412
398,558.412
399,736.535
400,667.303
401,558.412
402,558.412
403,736.535
404,667.303
405,558.412
406,558.412
407,736.535
408,667.303
409,558.412
410,558.412
411,736.535
412,667.303
413,558.412
414,558.412
415,736.535
416,667.303
417,558.412
418,558.412
419,736.535
420,667.303
421,558.412
422,558.412
423,736.535
424,667.303
425,558.412
426,558.412
427,736.535
428,667.303
429,558.412
430,558.412
431,736.535
432,667.303
433,558.412
434,558.412
435,736.535
436,667.303
437,558.412
438,558.412
439,736.535
440,667.303
441,558.412
442,558.412
443,736.535
444,667.303
445,558.412
446,558.412
447,736.535
448,667.303
449,558.412
450,558.412
451,736.535
452,667.303
453,558.412
454,558.412
455,736.535
456,667.303
457,558.412
458,558.412
459,736.535
460,667.303
461,558.412
462,558.412
463,736.535
464,667.303
465,558.412
466,558.412
467,736.535
468,667.303
469,558.412
470,558.412
471,736.535
472,667.303
473,558.412
474,558.412
475,736.535
476,667.303
477,558.412
478,558.412
479,736.535
480,667.303
481,558.412
482,558.412
483,736.535
484,667.303
485,558.412
486,558.412
487,736.535
488,667.303
489,558.412
490,558.412
491,736.535
492,667.303
493,558.412
494,558.412
495,736.535
496,667.303
497,558.412
498,558.412
499,736.535
500,667.303
