step,sumCost
0,117.5
1,105.844
2,95.125
3,85.3438
4,76.5
5,68.5938
6,61.625
7,55.5938
8,50.5
9,46.3438
10,43.125
11,40.8438
12,39.5
13,39.0938
14,39.625
15,41.0938
16,43.5
17,46.8438
18,51.125
19,56.3438
20,62.5
21,107.344
22,96.625
23,86.8438
24,78
25,70.0938
26,63.125
27,57.0938
28,52
29,47.8438
30,44.625
31,42.3438
32,41
33,40.5938
34,41.125
35,42.5938
36,45
37,48.3438
38,52.625
39,57.8438
40,64
41,98.125
42,88.3438
43,79.5
44,71.5938
45,64.625
46,58.5938
47,53.5
48,49.3438
49,46.125
50,43.8438
51,42.5
52,42.0938
53,42.625
54,44.0938
55,46.5
56,49.8438
57,54.125
58,59.3438
59,65.5
60,89.8438
61,81
62,73.0938
63,66.125
64,60.0938
65,55
66,50.8438
67,47.625
68,45.3438
69,44
70,43.5938
71,44.125
72,45.5938
73,48
74,51.3438
75,55.625
76,60.8438
77,67
78,82.5
79,74.5938
80,67.625
81,61.5938
82,56.5
83,52.3438
84,49.125
85,46.8438
86,45.5
87,45.0938
88,45.625
89,47.0938
90,49.5
91,52.8438
92,57.125
93,62.3438
94,68.5
95,76.0938
96,69.125
97,63.0938
98,58
99,53.8438
100,50.625
101,48.3438
102,47
103,46.5938
104,47.125
105,48.5938
106,51
107,54.3438
108,58.625
109,63.8438
110,70
111,70.625
112,64.5938
113,59.5
114,55.3438
115,52.125
116,49.8438
117,48.5
118,48.0938
119,48.625
120,50.0938
121,52.5
122,55.8438
123,60.125
124,65.3438
125,71.5
126,66.0938
127,61
128,56.8438
129,53.625
130,51.3438
131,50
132,49.5938
133,50.125
134,51.5938
135,54
136,57.3438
137,61.625
138,66.8438
139,73
140,62.5
141,58.3438
142,55.125
143,52.8438
144,51.5
145,51.0938
146,51.625
147,53.0938
148,55.5
149,58.8438
150,63.125
151,68.3438
152,74.5
153,59.8438
154,56.625
155,54.3438
156,53
157,52.5938
158,53.125
159,54.5938
160,57
161,60.3438
162,64.625
163,69.8438
164,76
165,58.125
166,55.8438
167,54.5
168,54.0938
169,54.625
170,56.0938
171,58.5
172,61.8438
173,66.125
174,71.3438
175,77.5
176,57.3438
177,56
178,55.5938
179,56.125
180,57.5938
181,60
182,63.3438
183,67.625
184,72.8438
185,79
186,57.5
187,57.0938
188,57.625
189,59.0938
190,61.5
191,64.8438
192,69.125
193,74.3438
194,80.5
195,58.5938
196,59.125
197,60.5938
198,63
199,66.3438
200,70.625
201,75.8438
202,82
203,60.625
204,62.0938
205,64.5
206,67.8438
207,72.125
208,77.3438
209,83.5
210,63.5938
211,66
212,69.3438
213,73.625
214,78.8438
215,85
216,67.5
217,70.8438
218,75.125
219,80.3438
220,86.5
221,72.3438
222,76.625
223,81.8438
224,88
225,78.125
226,83.3438
227,89.5
228,84.8438
229,91
230,92.5
