step,sumCost
0,190
1,165.45
2,143.3
3,123.55
4,106.2
5,91.25
6,78.7
7,68.55
8,60.8
9,55.45
10,52.5
11,51.95
12,53.8
13,58.05
14,64.7
15,73.75
16,85.2
17,99.05
18,115.3
19,133.95
20,155
21,164.7
22,142.43
23,122.44
24,104.73
25,89.3
26,76.15
27,65.28
28,56.69
29,50.38
30,46.35
31,44.6
32,45.13
33,47.94
34,53.03
35,60.4
36,70.05
37,81.98
38,96.19
39,112.68
40,131.45
41,141.8
42,121.69
43,103.74
44,87.95
45,74.32
46,62.85
47,53.54
48,46.39
49,41.4
50,38.57
51,37.9
52,39.39
53,43.04
54,48.85
55,56.82
56,66.95
57,79.24
58,93.69
59,110.3
60,121.3
61,103.23
62,87.2
63,73.21
64,61.26
65,51.35
66,43.48
67,37.65
68,33.86
69,32.11
70,32.4
71,34.73
72,39.1
73,45.51
74,53.96
75,64.45
76,76.98
77,91.55
78,103.2
79,87.05
80,72.82
81,60.51
82,50.12
83,41.65
84,35.1
85,30.47
86,27.76
87,26.97
88,28.1
89,31.15
90,36.12
91,43.01
92,51.82
93,62.55
94,75.2
95,87.5
96,73.15
97,60.6
98,49.85
99,40.9
100,33.75
101,28.4
102,24.85
103,23.1
104,23.15
105,25
106,28.65
107,34.1
108,41.35
109,50.4
110,61.25
111,74.2
112,61.53
113,50.54
114,41.23
115,33.6
116,27.65
117,23.38
118,20.79
119,19.88
120,20.65
121,23.1
122,27.23
123,33.04
124,40.53
125,49.7
126,63.3
127,52.19
128,42.64
129,34.65
130,28.22
131,23.35
132,20.04
133,18.29
134,18.1
135,19.47
136,22.4
137,26.89
138,32.94
139,40.55
140,54.8
141,45.13
142,36.9
143,30.11
144,24.76
145,20.85
146,18.38
147,17.35
148,17.76
149,19.61
150,22.9
151,27.63
152,33.8
153,48.7
154,40.35
155,33.32
156,27.61
157,23.22
158,20.15
159,18.4
160,17.97
161,18.86
162,21.07
163,24.6
164,29.45
165,45
166,37.85
167,31.9
168,27.15
169,23.6
170,21.25
171,20.1
172,20.15
173,21.4
174,23.85
175,27.5
176,43.7
177,37.63
178,32.64
179,28.73
180,25.9
181,24.15
182,23.48
183,23.89
184,25.38
185,27.95
186,44.8
187,39.69
188,35.54
189,32.35
190,30.12
191,28.85
192,28.54
193,29.19
194,30.8
195,48.3
196,44.03
197,40.6
198,38.01
199,36.26
200,35.35
201,35.28
202,36.05
203,54.2
204,50.65
205,47.82
206,45.71
207,44.32
208,43.65
209,43.7
210,62.5
211,59.55
212,57.2
213,55.45
214,54.3
215,53.75
216,73.2
217,70.73
218,68.74
219,67.23
220,66.2
221,86.3
222,84.19
223,82.44
224,81.05
225,101.8
226,99.93
227,98.3
228,119.7
229,117.95
230,140
