step,sumCost
0,155
1,114.837
2,90.2511
3,73.9128
4,62.4289
5,54.0191
6,47.6638
7,42.74
8,38.847
9,35.7169
10,33.1644
11,31.0574
12,29.3001
13,27.8208
14,26.5658
15,25.4933
16,24.5711
17,23.7736
18,23.0805
19,22.4753
20,21.9446
21,21.4777
22,21.0653
23,20.7
24,20.3754
25,20.0862
26,19.8281
27,19.597
28,19.3897
29,19.2035
30,19.0358
31,18.8846
32,18.748
33,18.6245
34,18.5126
35,18.4111
36,18.319
37,18.2353
38,18.1591
39,18.0896
40,18.0264
41,17.9686
42,17.9159
43,17.8677
44,17.8236
45,17.7832
46,17.7462
47,17.7123
48,17.6813
49,17.6528
50,17.6266
51,17.6025
52,17.5804
53,17.5601
54,17.5414
55,17.5242
56,17.5084
57,17.4938
58,17.4804
59,17.468
60,17.4566
61,17.4461
62,17.4364
63,17.4274
64,17.4191
65,17.4115
66,17.4045
67,17.3979
68,17.3919
69,17.3864
70,17.3812
71,17.3765
72,17.3721
73,17.368
74,17.3642
75,17.3607
76,17.3575
77,17.3545
78,17.3518
79,17.3492
80,17.3468
81,17.3446
82,17.3426
83,17.3407
84,17.339
85,17.3374
86,17.3359
87,17.3345
88,17.3332
89,17.332
90,17.3309
91,17.3298
92,17.3289
93,17.328
94,17.3272
95,17.3264
96,17.3257
97,17.325
98,17.3244
99,17.3238
100,17.3233
101,17.3228
102,17.3224
103,17.3219
104,17.3216
105,17.3212
106,17.3208
107,17.3205
108,17.3202
109,17.32
110,17.3197
111,17.3195
112,17.3192
113,17.319
114,17.3189
115,17.3187
116,17.3185
117,17.3184
118,17.3182
119,17.3181
120,17.318
121,17.3178
122,17.3177
123,17.3176
124,17.3175
125,17.3174
126,17.3174
127,17.3173
128,17.3172
129,17.3172
130,17.3171
131,17.317
132,17.317
133,17.3169
134,17.3169
135,17.3168
136,17.3168
137,17.3168
138,17.3167
139,17.3167
140,17.3167
141,17.3166
142,17.3166
143,17.3166
144,17.3166
145,17.3165
146,17.3165
147,17.3165
148,17.3165
149,17.3165
150,17.3164
151,17.3164
152,17.3164
153,17.3164
154,17.3164
155,17.3164
156,17.3164
157,17.3164
158,17.3163
159,17.3163
160,17.3163
161,17.3163
162,17.3163
163,17.3163
164,17.3163
165,17.3163
166,17.3163
167,17.3163
168,17.3163
169,17.3163
170,17.3163
171,17.3163
172,17.3163
173,17.3163
174,17.3163
175,17.3163
176,17.3163
177,17.3162
178,17.3162
179,17.3162
180,17.3162
181,17.3162
182,17.3162
