step,railCost
0,37.3887
1,35.9014
2,34.7042
3,33.9576
4,33.4278
5,33.0296
6,32.7133
7,32.4555
8,32.2344
9,32.0516
10,31.9023
11,31.7791
12,31.6768
13,31.5915
14,31.5199
15,31.4616
16,31.4137
17,31.3746
18,31.3454
19,31.3224
20,31.3026
21,31.2851
22,31.269
23,31.2539
24,31.2393
25,31.2249
26,31.2105
27,31.1959
28,31.1811
29,31.1659
30,31.1504
31,31.1345
32,31.1182
33,31.1017
34,31.0849
35,31.0678
36,31.0505
37,31.0331
38,31.0156
39,30.998
40,30.9804
41,30.9628
42,30.9453
43,30.9279
44,30.9106
45,30.8934
46,30.8764
47,30.8597
48,30.8431
49,30.8268
50,30.8107
51,30.7949
52,30.7794
53,30.7641
54,30.7491
55,30.7345
56,30.7201
57,30.706
58,30.6922
59,30.6787
60,30.6655
61,30.6527
62,30.6401
63,30.6278
64,30.6158
65,30.6041
66,30.5926
67,30.5814
68,30.5706
69,30.5599
70,30.5496
71,30.5394
72,30.5296
73,30.52
74,30.5106
75,30.5014
76,30.4925
77,30.4838
78,30.4753
79,30.467
80,30.4589
81,30.4511
82,30.4434
83,30.4359
84,30.4286
85,30.4214
86,30.4144
87,30.4076
88,30.401
89,30.3945
90,30.3882
91,30.382
92,30.3759
93,30.37
94,30.3643
95,30.3587
96,30.3531
97,30.3478
98,30.3425
99,30.3374
100,30.3323
101,30.3274
102,30.3226
103,30.3179
104,30.3133
105,30.3088
106,30.3044
107,30.3001
108,30.2959
109,30.2917
110,30.2877
111,30.2837
112,30.2799
113,30.2761
114,30.2723
115,30.2687
116,30.2651
117,30.2616
118,30.2582
119,30.2548
120,30.2515
121,30.2482
122,30.2451
123,30.242
124,30.2389
125,30.2359
126,30.233
127,30.2301
128,30.2272
129,30.2245
130,30.2217
131,30.219
132,30.2164
133,30.2138
134,30.2113
135,30.2088
136,30.2063
137,30.2039
138,30.2016
139,30.1992
140,30.197
141,30.1947
142,30.1925
143,30.1903
144,30.1882
145,30.1861
146,30.184
147,30.182
148,30.18
149,30.1781
150,30.1761
151,30.1742
152,30.1724
153,30.1705
154,30.1687
155,30.1669
156,30.1652
157,30.1634
158,30.1617
159,30.1601
160,30.1584
161,30.1568
162,30.1552
163,30.1536
164,30.1521
165,30.1506
166,30.149
167,30.1476
168,30.1461
169,30.1447
170,30.1433
171,30.1419
172,30.1405
173,30.1391
174,30.1378
175,30.1365
176,30.1352
177,30.1339
178,30.1326
179,30.1314
180,30.1301
181,30.1289
182,30.1277
183,30.1266
184,30.1254
185,30.1242
186,30.1231
187,30.122
188,30.1209
189,30.1198
190,30.1187
191,30.1177
192,30.1166
193,30.1156
194,30.1146
195,30.1136
196,30.1126
197,30.1116
198,30.1107
199,30.1097
200,30.1088
201,30.1078
202,30.1069
203,30.106
204,30.1051
205,30.1042
206,30.1034
207,30.1025
208,30.1016
209,30.1008
210,30.1
211,30.0991
212,30.0983
213,30.0975
214,30.0967
215,30.096
216,30.0952
217,30.0944
218,30.0937
219,30.0929
220,30.0922
221,30.0915
222,30.0907
223,30.09
224,30.0893
225,30.0886
226,30.0879
227,30.0873
228,30.0866
229,30.0859
230,30.0853
231,30.0846
232,30.084
233,30.0833
234,30.0827
235,30.0821
236,30.0815
237,30.0809
238,30.0803
239,30.0797
240,30.0791
