step,railRevenue
0,427.491
1,377.047
2,340.269
3,319.703
4,305.927
5,295.785
6,302.756
7,296.194
8,290.536
9,285.846
10,282.004
11,278.826
12,276.182
13,288.973
14,287.122
15,285.622
16,299.399
17,298.41
18,297.688
19,297.135
20,296.663
21,296.245
22,295.863
23,295.5
24,295.147
25,294.794
26,294.435
27,294.067
28,308.687
29,308.294
30,307.887
31,322.467
32,322.034
33,321.589
34,321.134
35,335.669
36,335.197
37,334.719
38,349.236
39,348.75
40,348.261
41,362.772
42,362.284
43,376.797
44,376.312
45,375.831
46,390.354
47,389.881
48,404.414
49,403.953
50,403.499
51,418.051
52,417.611
53,222.178
54,281.753
55,281.335
56,280.926
57,280.525
58,280.132
59,279.747
60,279.37
61,279.002
62,278.642
63,278.29
64,277.946
65,292.61
66,292.281
67,291.961
68,306.648
69,306.342
70,306.044
71,305.753
72,320.469
73,320.192
74,319.921
75,334.657
76,334.399
77,349.148
78,348.902
79,348.663
80,363.429
81,363.201
82,377.979
83,377.761
84,377.549
85,392.342
86,392.14
87,391.943
88,406.75
89,406.561
90,211.378
91,271.198
92,271.022
93,270.851
94,270.683
95,270.519
96,270.359
97,270.203
98,270.049
99,269.9
100,269.753
101,284.61
102,284.47
103,284.333
104,299.199
105,299.067
106,298.939
107,298.813
108,313.69
109,313.569
110,313.451
111,328.336
112,328.222
113,328.111
114,343.002
115,342.896
116,357.791
117,357.689
118,357.588
119,372.49
120,372.393
121,387.299
122,387.206
123,387.115
124,402.025
125,401.938
126,206.852
127,266.767
128,266.684
129,266.603
130,266.523
131,266.445
132,266.368
133,266.292
134,266.218
135,266.145
136,266.073
137,266.002
138,280.933
139,280.865
140,280.798
141,295.732
142,295.668
143,295.604
144,295.542
145,310.48
146,310.42
147,310.36
148,325.302
149,325.244
150,340.188
151,340.132
152,340.077
153,355.024
154,354.97
155,369.918
156,369.867
157,369.816
158,384.766
159,384.717
160,384.669
161,399.621
162,399.575
163,204.529
164,264.483
165,264.438
166,264.394
167,264.351
168,264.308
169,264.266
170,264.224
171,264.183
172,264.143
173,264.103
174,264.064
175,279.025
176,278.987
177,278.949
178,293.912
179,293.876
180,293.84
181,293.804
182,308.769
183,308.734
184,308.7
185,323.667
186,323.633
187,338.601
188,338.568
189,338.536
190,353.505
191,353.474
192,368.443
193,368.413
194,368.383
195,383.353
196,383.324
197,383.296
198,398.267
199,398.239
200,203.212
201,263.184
202,263.157
203,263.131
204,263.104
205,263.078
206,263.053
207,263.027
208,263.002
209,262.978
210,262.953
211,277.929
212,277.905
213,277.882
214,292.858
215,292.835
216,292.813
217,292.79
218,307.768
219,307.746
220,307.724
221,322.703
222,322.682
223,322.661
224,337.64
225,337.62
226,352.599
227,352.579
228,352.56
229,367.54
230,367.521
231,382.502
232,382.483
233,382.464
234,397.446
235,397.427
236,202.409
237,262.391
238,262.374
239,262.356
240,262.339
241,262.322
242,262.305
243,262.288
244,262.271
245,262.255
246,262.239
247,262.223
248,277.207
249,277.191
250,277.175
251,292.16
252,292.145
253,292.13
254,292.115
255,307.1
256,307.085
257,307.071
258,322.056
259,322.042
260,337.028
261,337.014
262,337.001
263,351.987
264,351.973
265,366.96
266,366.947
267,366.934
268,381.921
269,381.908
270,381.895
271,396.883
272,396.87
273,201.858
274,261.846
275,261.833
276,261.821
277,261.81
278,261.798
279,261.786
280,261.775
281,261.763
282,261.752
283,261.741
284,261.729
285,276.718
286,276.708
287,276.697
288,291.686
289,291.675
290,291.665
291,291.654
292,306.644
293,306.634
294,306.624
295,321.614
296,321.604
297,336.594
298,336.584
299,336.574
300,351.565
301,351.555
302,366.546
303,366.536
304,366.527
305,381.518
306,381.509
307,381.5
308,396.491
309,396.482
310,201.473
311,261.464
312,261.456
313,261.447
314,261.439
315,261.43
316,261.422
317,261.414
318,261.405
319,261.397
320,261.389
321,261.381
322,276.373
323,276.365
324,276.358
325,291.35
326,291.342
327,291.335
328,291.327
329,306.319
330,306.312
331,306.305
332,321.297
333,321.29
334,336.283
335,336.276
336,336.269
337,351.262
338,351.255
339,366.248
340,366.241
341,366.234
342,381.227
343,381.221
344,381.214
345,396.207
346,396.201
347,201.194
348,261.188
349,261.182
350,261.175
351,261.169
352,261.163
353,261.157
354,261.15
355,261.144
356,261.138
357,261.132
358,276.126
359,276.12
360,276.115
361,291.109
362,291.103
363,291.097
364,291.092
365,306.086
366,306.08
367,306.075
368,321.069
369,321.064
370,321.058
371,336.053
372,336.048
373,351.042
374,351.037
375,351.032
376,366.027
377,366.021
378,381.016
379,381.011
380,381.006
381,396.001
382,395.996
383,200.991
384,260.986
385,260.981
386,260.977
387,260.972
388,260.967
389,260.962
390,260.958
391,260.953
392,260.948
393,260.944
394,260.939
395,275.935
396,275.93
397,275.926
398,290.921
399,290.917
400,290.912
401,290.908
402,305.904
403,305.899
404,305.895
405,320.891
406,320.887
407,335.883
408,335.878
409,335.874
410,350.87
411,350.866
412,365.862
413,365.858
414,365.854
415,380.85
416,380.846
417,380.842
418,395.839
419,395.835
420,200.831
421,260.827
422,260.823
423,260.82
424,260.816
425,260.812
426,260.808
427,260.805
428,260.801
429,260.798
430,260.794
431,260.79
432,275.787
433,275.783
434,275.78
435,290.776
436,290.773
437,290.77
438,290.766
439,305.763
440,305.759
441,305.756
442,320.753
443,320.749
444,335.746
445,335.743
446,335.74
447,350.737
448,350.733
449,365.73
450,365.727
451,365.724
452,380.721
453,380.718
454,380.715
455,395.712
456,395.709
457,200.706
458,260.703
459,260.7
460,260.697
461,260.694
462,260.691
463,260.688
464,260.685
465,260.682
466,260.679
467,260.676
468,275.674
469,275.671
470,275.668
471,290.665
472,290.662
473,290.66
474,290.657
475,305.654
476,305.652
477,305.649
478,320.646
479,320.644
480,320.641
481,335.638
482,335.636
483,350.633
484,350.631
485,350.628
486,365.626
487,365.623
488,380.621
489,380.618
490,380.616
491,395.613
492,395.611
493,200.608
494,260.606
495,260.603
496,260.601
497,260.599
498,260.596
499,260.594
500,260.592
