step,railCost
0,44.8224
1,44.0434
2,43.3096
3,42.6178
4,41.9651
5,41.3486
6,40.7659
7,40.2148
8,39.6931
9,39.199
10,38.7305
11,38.2862
12,37.8644
13,37.4637
14,37.083
15,36.7208
16,36.3762
17,36.0481
18,35.7355
19,35.4376
20,35.1534
21,34.8822
22,34.6234
23,34.3761
24,34.1398
25,33.9139
26,33.6978
27,33.4909
28,33.2929
29,33.1033
30,32.9216
31,32.7474
32,32.5803
33,32.42
34,32.2662
35,32.1186
36,31.9767
37,31.8404
38,31.7095
39,31.5835
40,31.4624
41,31.3459
42,31.2337
43,31.1258
44,31.0218
45,30.9216
46,30.8251
47,30.7321
48,30.6424
49,30.5559
50,30.4724
51,30.3919
52,30.3142
53,30.2391
54,30.1667
55,30.0967
56,30.029
57,29.9637
58,29.9005
59,29.8394
60,29.7804
61,29.7233
62,29.668
63,29.6145
64,29.5627
65,29.5126
66,29.4641
67,29.4171
68,29.3716
69,29.3275
70,29.2848
71,29.2434
72,29.2032
73,29.1643
74,29.1266
75,29.09
76,29.0545
77,29.02
78,28.9866
79,28.9542
80,28.9227
81,28.8922
82,28.8625
83,28.8337
84,28.8058
85,28.7786
86,28.7522
87,28.7266
88,28.7017
89,28.6775
90,28.654
91,28.6311
92,28.6089
93,28.5873
94,28.5663
95,28.5458
96,28.526
97,28.5067
98,28.4879
99,28.4696
100,28.4518
101,28.4345
102,28.4177
103,28.4013
104,28.3853
105,28.3698
106,28.3547
107,28.34
108,28.3256
109,28.3117
110,28.2981
111,28.2849
112,28.272
113,28.2594
114,28.2472
115,28.2353
116,28.2237
117,28.2124
118,28.2014
119,28.1907
120,28.1802
121,28.17
122,28.1601
123,28.1504
124,28.141
125,28.1318
126,28.1228
127,28.1141
128,28.1056
129,28.0973
130,28.0892
131,28.0813
132,28.0736
133,28.0661
134,28.0588
135,28.0516
136,28.0447
137,28.0379
138,28.0313
139,28.0248
140,28.0185
141,28.0123
142,28.0063
143,28.0005
144,27.9948
145,27.9892
146,27.9838
147,27.9785
148,27.9733
149,27.9683
150,27.9633
151,27.9585
152,27.9538
153,27.9493
154,27.9448
155,27.9404
156,27.9362
157,27.932
158,27.928
159,27.924
160,27.9201
161,27.9164
162,27.9127
163,27.9091
164,27.9056
165,27.9022
166,27.8988
167,27.8955
168,27.8924
169,27.8893
170,27.8862
171,27.8832
172,27.8804
173,27.8775
174,27.8748
175,27.8721
176,27.8694
177,27.8669
178,27.8644
179,27.8619
180,27.8595
181,27.8572
182,27.8549
183,27.8527
184,27.8505
185,27.8484
186,27.8463
187,27.8443
188,27.8423
189,27.8403
190,27.8384
191,27.8366
192,27.8348
193,27.833
194,27.8313
195,27.8296
196,27.828
197,27.8264
198,27.8248
199,27.8233
200,27.8218
201,27.8204
202,27.8189
203,27.8175
204,27.8162
205,27.8149
206,27.8136
207,27.8123
208,27.8111
209,27.8098
210,27.8087
211,27.8075
212,27.8064
213,27.8053
214,27.8042
215,27.8032
216,27.8021
217,27.8011
218,27.8001
219,27.7992
220,27.7983
221,27.7973
222,27.7964
223,27.7956
224,27.7947
225,27.7939
226,27.7931
227,27.7923
228,27.7915
229,27.7907
230,27.79
231,27.7893
232,27.7886
233,27.7879
234,27.7872
235,27.7865
236,27.7859
237,27.7853
238,27.7847
239,27.7841
240,27.7835
241,27.7829
242,27.7823
243,27.7818
244,27.7812
245,27.7807
246,27.7802
247,27.7797
248,27.7792
249,27.7788
250,27.7783
251,27.7778
252,27.7774
253,27.7769
254,27.7765
255,27.7761
256,27.7757
257,27.7753
258,27.7749
259,27.7745
260,27.7742
261,27.7738
262,27.7735
263,27.7731
264,27.7728
265,27.7724
266,27.7721
267,27.7718
268,27.7715
269,27.7712
270,27.7709
271,27.7706
272,27.7703
273,27.7701
274,27.7698
275,27.7695
276,27.7693
277,27.769
278,27.7688
279,27.7686
280,27.7683
281,27.7681
282,27.7679
283,27.7677
284,27.7674
285,27.7672
286,27.767
287,27.7668
288,27.7666
289,27.7664
290,27.7663
291,27.7661
292,27.7659
293,27.7657
294,27.7656
295,27.7654
296,27.7652
297,27.7651
298,27.7649
299,27.7648
300,27.7646
301,27.7645
302,27.7643
303,27.7642
304,27.7641
305,27.7639
306,27.7638
307,27.7637
308,27.7636
309,27.7635
310,27.7633
311,27.7632
312,27.7631
313,27.763
314,27.7629
315,27.7628
316,27.7627
317,27.7626
318,27.7625
319,27.7624
320,27.7623
321,27.7622
322,27.7621
323,27.762
324,27.762
325,27.7619
326,27.7618
327,27.7617
328,27.7616
329,27.7616
330,27.7615
331,27.7614
332,27.7613
333,27.7613
334,27.7612
335,27.7611
336,27.7611
337,27.761
338,27.761
339,27.7609
340,27.7608
341,27.7608
342,27.7607
343,27.7607
344,27.7606
345,27.7606
346,27.7605
347,27.7605
348,27.7604
349,27.7604
350,27.7603
351,27.7603
352,27.7602
353,27.7602
354,27.7602
355,27.7601
356,27.7601
357,27.76
358,27.76
359,27.76
360,27.7599
361,27.7599
362,27.7598
363,27.7598
364,27.7598
365,27.7597
366,27.7597
367,27.7597
368,27.7596
369,27.7596
370,27.7596
371,27.7596
372,27.7595
373,27.7595
374,27.7595
375,27.7595
376,27.7594
377,27.7594
378,27.7594
379,27.7594
380,27.7593
381,27.7593
382,27.7593
383,27.7593
384,27.7592
385,27.7592
386,27.7592
387,27.7592
388,27.7592
389,27.7591
390,27.7591
391,27.7591
392,27.7591
393,27.7591
394,27.7591
395,27.759
396,27.759
397,27.759
398,27.759
399,27.759
400,27.759
401,27.7589
402,27.7589
403,27.7589
404,27.7589
405,27.7589
406,27.7589
407,27.7589
408,27.7589
409,27.7588
410,27.7588
411,27.7588
412,27.7588
413,27.7588
414,27.7588
415,27.7588
416,27.7588
417,27.7588
418,27.7587
419,27.7587
420,27.7587
421,27.7587
422,27.7587
423,27.7587
424,27.7587
425,27.7587
426,27.7587
427,27.7587
428,27.7587
429,27.7587
430,27.7586
431,27.7586
432,27.7586
433,27.7586
434,27.7586
435,27.7586
436,27.7586
437,27.7586
438,27.7586
439,27.7586
440,27.7586
441,27.7586
442,27.7586
443,27.7586
444,27.7586
445,27.7586
446,27.7586
447,27.7585
448,27.7585
449,27.7585
450,27.7585
451,27.7585
452,27.7585
453,27.7585
454,27.7585
455,27.7585
456,27.7585
457,27.7585
458,27.7585
459,27.7585
460,27.7585
461,27.7585
462,27.7585
463,27.7585
464,27.7585
465,27.7585
466,27.7585
467,27.7585
468,27.7585
469,27.7585
470,27.7585
471,27.7585
472,27.7585
473,27.7585
474,27.7584
475,27.7584
476,27.7584
477,27.7584
478,27.7584
479,27.7584
480,27.7584
481,27.7584
482,27.7584
483,27.7584
484,27.7584
485,27.7584
486,27.7584
487,27.7584
488,27.7584
489,27.7584
490,27.7584
491,27.7584
492,27.7584
493,27.7584
494,27.7584
495,27.7584
496,27.7584
497,27.7584
498,27.7584
499,27.7584
500,27.7584
501,27.7584
502,27.7584
503,27.7584
504,27.7584
505,27.7584
506,27.7584
507,27.7584
508,27.7584
509,27.7584
510,27.7584
511,27.7584
512,27.7584
513,27.7584
514,27.7584
515,27.7584
516,27.7584
517,27.7584
518,27.7584
519,27.7584
520,27.7584
521,27.7584
522,27.7584
523,27.7584
524,27.7584
525,27.7584
526,27.7584
527,27.7584
528,27.7584
529,27.7584
530,27.7584
531,27.7584
532,27.7584
533,27.7584
534,27.7584
535,27.7584
536,27.7584
537,27.7584
538,27.7584
539,27.7584
540,27.7584
541,27.7584
542,27.7584
543,27.7584
544,27.7584
545,27.7584
546,27.7584
547,27.7584
548,27.7584
549,27.7584
550,27.7584
551,27.7584
552,27.7584
553,27.7584
554,27.7584
555,27.7584
556,27.7584
557,27.7584
558,27.7583
559,27.7583
560,27.7583
561,27.7583
562,27.7583
563,27.7583
564,27.7583
565,27.7583
566,27.7583
567,27.7583
568,27.7583
569,27.7583
570,27.7583
571,27.7583
572,27.7583
573,27.7583
574,27.7583
575,27.7583
576,27.7583
577,27.7583
578,27.7583
579,27.7583
580,27.7583
581,27.7583
582,27.7583
583,27.7583
584,27.7583
585,27.7583
586,27.7583
587,27.7583
588,27.7583
589,27.7583
590,27.7583
591,27.7583
592,27.7583
593,27.7583
594,27.7583
595,27.7583
596,27.7583
597,27.7583
598,27.7583
599,27.7583
600,27.7583
601,27.7583
602,27.7583
603,27.7583
604,27.7583
605,27.7583
606,27.7583
607,27.7583
608,27.7583
609,27.7583
610,27.7583
611,27.7583
612,27.7583
613,27.7583
614,27.7583
615,27.7583
616,27.7583
617,27.7583
618,27.7583
619,27.7583
620,27.7583
621,27.7583
622,27.7583
623,27.7583
624,27.7583
625,27.7583
626,27.7583
627,27.7583
628,27.7583
629,27.7583
630,27.7583
631,27.7583
632,27.7583
633,27.7583
634,27.7583
635,27.7583
636,27.7583
637,27.7583
638,27.7583
639,27.7583
640,27.7583
641,27.7583
642,27.7583
643,27.7583
644,27.7583
645,27.7583
646,27.7583
647,27.7583
648,27.7583
649,27.7583
650,27.7583
651,27.7583
652,27.7583
653,27.7583
654,27.7583
655,27.7583
656,27.7583
657,27.7583
658,27.7583
659,27.7583
660,27.7583
661,27.7583
662,27.7583
663,27.7583
664,27.7583
665,27.7583
666,27.7583
667,27.7583
668,27.7583
669,27.7583
670,27.7583
671,27.7583
672,27.7583
673,27.7583
674,27.7583
675,27.7583
676,27.7583
677,27.7583
678,27.7583
679,27.7583
680,27.7583
681,27.7583
682,27.7583
683,27.7583
684,27.7583
685,27.7583
686,27.7583
687,27.7583
688,27.7583
689,27.7583
690,27.7583
691,27.7583
692,27.7583
693,27.7583
694,27.7583
695,27.7583
