step,sumCost
0,132.5
1,123.594
2,115.625
3,108.594
4,102.5
5,97.3438
6,93.125
7,89.8438
8,87.5
9,86.0938
10,85.625
11,86.0938
12,87.5
13,89.8438
14,93.125
15,97.3438
16,102.5
17,108.594
18,115.625
19,123.594
20,132.5
21,121.594
22,113.625
23,106.594
24,100.5
25,95.3438
26,91.125
27,87.8438
28,85.5
29,84.0938
30,83.625
31,84.0938
32,85.5
33,87.8438
34,91.125
35,95.3438
36,100.5
37,106.594
38,113.625
39,121.594
40,130.5
41,111.625
42,104.594
43,98.5
44,93.3438
45,89.125
46,85.8438
47,83.5
48,82.0938
49,81.625
50,82.0938
51,83.5
52,85.8438
53,89.125
54,93.3438
55,98.5
56,104.594
57,111.625
58,119.594
59,128.5
60,102.594
61,96.5
62,91.3438
63,87.125
64,83.8438
65,81.5
66,80.0938
67,79.625
68,80.0938
69,81.5
70,83.8438
71,87.125
72,91.3438
73,96.5
74,102.594
75,109.625
76,117.594
77,126.5
78,94.5
79,89.3438
80,85.125
81,81.8438
82,79.5
83,78.0938
84,77.625
85,78.0938
86,79.5
87,81.8438
88,85.125
89,89.3438
90,94.5
91,100.594
92,107.625
93,115.594
94,124.5
95,87.3438
96,83.125
97,79.8438
98,77.5
99,76.0938
100,75.625
101,76.0938
102,77.5
103,79.8438
104,83.125
105,87.3438
106,92.5
107,98.5938
108,105.625
109,113.594
110,122.5
111,81.125
112,77.8438
113,75.5
114,74.0938
115,73.625
116,74.0938
117,75.5
118,77.8438
119,81.125
120,85.3438
121,90.5
122,96.5938
123,103.625
124,111.594
125,120.5
126,75.8438
127,73.5
128,72.0938
129,71.625
130,72.0938
131,73.5
132,75.8438
133,79.125
134,83.3438
135,88.5
136,94.5938
137,101.625
138,109.594
139,118.5
140,71.5
141,70.0938
142,69.625
143,70.0938
144,71.5
145,73.8438
146,77.125
147,81.3438
148,86.5
149,92.5938
150,99.625
151,107.594
152,116.5
153,68.0938
154,67.625
155,68.0938
156,69.5
157,71.8438
158,75.125
159,79.3438
160,84.5
161,90.5938
162,97.625
163,105.594
164,114.5
165,65.625
166,66.0938
167,67.5
168,69.8438
169,73.125
170,77.3438
171,82.5
172,88.5938
173,95.625
174,103.594
175,112.5
176,64.0938
177,65.5
178,67.8438
179,71.125
180,75.3438
181,80.5
182,86.5938
183,93.625
184,101.594
185,110.5
186,63.5
187,65.8438
188,69.125
189,73.3438
190,78.5
191,84.5938
192,91.625
193,99.5938
194,108.5
195,63.8438
196,67.125
197,71.3438
198,76.5
199,82.5938
200,89.625
201,97.5938
202,106.5
203,65.125
204,69.3438
205,74.5
206,80.5938
207,87.625
208,95.5938
209,104.5
210,67.3438
211,72.5
212,78.5938
213,85.625
214,93.5938
215,102.5
216,70.5
217,76.5938
218,83.625
219,91.5938
220,100.5
221,74.5938
222,81.625
223,89.5938
224,98.5
225,79.625
226,87.5938
227,96.5
228,85.5938
229,94.5
230,92.5
