step,0,1,2
0,-0.0655916,-2.38425e-15,0.0655916
1,-0.0630662,-2.31004e-15,0.0630662
2,-0.0606684,-2.23951e-15,0.0606684
3,-0.0583899,-2.17244e-15,0.0583899
4,-0.0562231,-2.10859e-15,0.0562231
5,-0.0541609,-2.04775e-15,0.0541609
6,-0.0521967,-1.98975e-15,0.0521967
7,-0.0503246,-1.9344e-15,0.0503246
8,-0.0485389,-1.88155e-15,0.0485389
9,-0.0468346,-1.83104e-15,0.0468346
10,-0.0452069,-1.78274e-15,0.0452069
11,-0.0436514,-1.73652e-15,0.0436514
12,-0.042164,-1.69225e-15,0.042164
13,-0.0407408,-1.64984e-15,0.0407408
14,-0.0393783,-1.60917e-15,0.0393783
15,-0.0380732,-1.57014e-15,0.0380732
16,-0.0368224,-1.53268e-15,0.0368224
17,-0.035623,-1.49669e-15,0.035623
18,-0.0344724,-1.4621e-15,0.0344724
19,-0.0333681,-1.42884e-15,0.0333681
20,-0.0323075,-1.39683e-15,0.0323075
21,-0.0312887,-1.36602e-15,0.0312887
22,-0.0303094,-1.33633e-15,0.0303094
23,-0.0293678,-1.30773e-15,0.0293678
24,-0.028462,-1.28014e-15,0.028462
25,-0.0275904,-1.25354e-15,0.0275904
26,-0.0267512,-1.22786e-15,0.0267512
27,-0.025943,-1.20306e-15,0.025943
28,-0.0251643,-1.1791e-15,0.0251643
29,-0.0244139,-1.15595e-15,0.0244139
30,-0.0236903,-1.13356e-15,0.0236903
31,-0.0229925,-1.11191e-15,0.0229925
32,-0.0223192,-1.09095e-15,0.0223192
33,-0.0216695,-1.07066e-15,0.0216695
34,-0.0210422,-1.05101e-15,0.0210422
35,-0.0204365,-1.03198e-15,0.0204365
36,-0.0198514,-1.01352e-15,0.0198514
37,-0.019286,-9.95627e-16,0.019286
38,-0.0187396,-9.78268e-16,0.0187396
39,-0.0182113,-9.61423e-16,0.0182113
40,-0.0177005,-9.45071e-16,0.0177005
41,-0.0172063,-9.29192e-16,0.0172063
42,-0.0167282,-9.13766e-16,0.0167282
43,-0.0162656,-8.98775e-16,0.0162656
44,-0.0158177,-8.84202e-16,0.0158177
45,-0.015384,-8.70031e-16,0.015384
46,-0.0149641,-8.56246e-16,0.0149641
47,-0.0145573,-8.42832e-16,0.0145573
48,-0.0141632,-8.29774e-16,0.0141632
49,-0.0137813,-8.17061e-16,0.0137813
50,-0.0134111,-8.04677e-16,0.0134111
51,-0.0130522,-7.92612e-16,0.0130522
52,-0.0127043,-7.80854e-16,0.0127043
53,-0.0123668,-7.69391e-16,0.0123668
54,-0.0120395,-7.58212e-16,0.0120395
55,-0.0117219,-7.47308e-16,0.0117219
56,-0.0114137,-7.36669e-16,0.0114137
57,-0.0111147,-7.26285e-16,0.0111147
58,-0.0108244,-7.16148e-16,0.0108244
59,-0.0105426,-7.06249e-16,0.0105426
60,-0.010269,-6.96579e-16,0.010269
61,-0.0100032,-6.87132e-16,0.0100032
62,-0.00974514,-6.77899e-16,0.00974514
63,-0.00949443,-6.68873e-16,0.00949443
64,-0.00925086,-6.60048e-16,0.00925086
65,-0.00901418,-6.51417e-16,0.00901418
66,-0.00878418,-6.42973e-16,0.00878418
67,-0.00856063,-6.34711e-16,0.00856063
68,-0.00834333,-6.26624e-16,0.00834333
69,-0.00813207,-6.18708e-16,0.00813207
70,-0.00792667,-6.10956e-16,0.00792667
71,-0.00772693,-6.03364e-16,0.00772693
72,-0.00753267,-5.95926e-16,0.00753267
73,-0.00734374,-5.88639e-16,0.00734374
74,-0.00715995,-5.81496e-16,0.00715995
75,-0.00698115,-5.74495e-16,0.00698115
76,-0.00680718,-5.6763e-16,0.00680718
77,-0.0066379,-5.60898e-16,0.0066379
78,-0.00647317,-5.54295e-16,0.00647317
79,-0.00631284,-5.47816e-16,0.00631284
80,-0.00615678,-5.41459e-16,0.00615678
81,-0.00600488,-5.3522e-16,0.00600488
