step,0,1,2
0,0.1675,0.1875,-0.355
1,0.141313,0.160312,-0.301625
2,0.117,0.135,-0.252
3,0.0945625,0.111563,-0.206125
4,0.074,0.09,-0.164
5,0.0553125,0.0703125,-0.125625
6,0.0385,0.0525,-0.091
7,0.0235625,0.0365625,-0.060125
8,0.0105,0.0225,-0.033
9,0,0.0103125,-0.0103125
10,0,0,0
11,0,-0.0103125,0.0103125
12,0,-0.0225,0.0225
13,0,-0.0365625,0.0365625
14,0,-0.0525,0.0525
15,0,-0.0703125,0.0703125
16,0,-0.09,0.09
17,0,-0.111563,0.111563
18,0,-0.135,0.135
19,0,-0.160312,0.160312
20,0,-0.1875,0.1875
21,0.140313,0.161312,-0.301625
22,0.116,0.136,-0.252
23,0.0935625,0.112563,-0.206125
24,0.073,0.091,-0.164
25,0.0543125,0.0713125,-0.125625
26,0.0375,0.0535,-0.091
27,0.0225625,0.0375625,-0.060125
28,0.0095,0.0235,-0.033
29,-0.0010625,0.0113125,-0.01025
30,-0.002,0.001,0.001
31,-0.0029375,-0.008375,0.0113125
32,-0.003875,-0.019625,0.0235
33,-0.0048125,-0.03275,0.0375625
34,-0.00575,-0.04775,0.0535
35,-0.0066875,-0.064625,0.0713125
36,-0.007625,-0.083375,0.091
37,-0.0085625,-0.104,0.112562
38,-0.0095,-0.1265,0.136
39,-0.0104375,-0.150875,0.161312
40,-0.011375,-0.177125,0.1885
41,0.115,0.137,-0.252
42,0.0925625,0.113563,-0.206125
43,0.072,0.092,-0.164
44,0.0533125,0.0723125,-0.125625
45,0.0365,0.0545,-0.091
46,0.0215625,0.0385625,-0.060125
47,0.0085,0.0245,-0.033
48,-0.002125,0.0123125,-0.0101875
49,-0.004,0.002,0.002
50,-0.005875,-0.0064375,0.0123125
51,-0.00775,-0.01675,0.0245
52,-0.009625,-0.0289375,0.0385625
53,-0.0115,-0.043,0.0545
54,-0.013375,-0.0589375,0.0723125
55,-0.01525,-0.07675,0.092
56,-0.017125,-0.0964375,0.113562
57,-0.019,-0.118,0.137
58,-0.020875,-0.141437,0.162312
59,-0.02275,-0.16675,0.1895
60,0.0915625,0.114563,-0.206125
61,0.071,0.093,-0.164
62,0.0523125,0.0733125,-0.125625
63,0.0355,0.0555,-0.091
64,0.0205625,0.0395625,-0.060125
65,0.0075,0.0255,-0.033
66,-0.0031875,0.0133125,-0.010125
67,-0.006,0.003,0.003
68,-0.0088125,-0.0045,0.0133125
69,-0.011625,-0.013875,0.0255
70,-0.0144375,-0.025125,0.0395625
71,-0.01725,-0.03825,0.0555
72,-0.0200625,-0.05325,0.0733125
73,-0.022875,-0.070125,0.093
74,-0.0256875,-0.088875,0.114562
75,-0.0285,-0.1095,0.138
76,-0.0313125,-0.132,0.163312
77,-0.034125,-0.156375,0.1905
78,0.07,0.094,-0.164
79,0.0513125,0.0743125,-0.125625
80,0.0345,0.0565,-0.091
81,0.0195625,0.0405625,-0.060125
82,0.0065,0.0265,-0.033
83,-0.00425,0.0143125,-0.0100625
84,-0.008,0.004,0.004
85,-0.01175,-0.0025625,0.0143125
86,-0.0155,-0.011,0.0265
87,-0.01925,-0.0213125,0.0405625
88,-0.023,-0.0335,0.0565
89,-0.02675,-0.0475625,0.0743125
90,-0.0305,-0.0635,0.094
91,-0.03425,-0.0813125,0.115562
92,-0.038,-0.101,0.139
93,-0.04175,-0.122562,0.164313
94,-0.0455,-0.146,0.1915
95,0.0503125,0.0753125,-0.125625
96,0.0335,0.0575,-0.091
97,0.0185625,0.0415625,-0.060125
98,0.0055,0.0275,-0.033
99,-0.0053125,0.0153125,-0.01
100,-0.01,0.005,0.005
101,-0.0146875,-0.000625,0.0153125
102,-0.019375,-0.008125,0.0275
103,-0.0240625,-0.0175,0.0415625
104,-0.02875,-0.02875,0.0575
105,-0.0334375,-0.041875,0.0753125
106,-0.038125,-0.056875,0.095
107,-0.0428125,-0.07375,0.116562
108,-0.0475,-0.0925,0.14
