step,railRevenue
0,79.6448
1,78.0868
2,76.4851
3,74.9341
4,73.4524
5,72.0501
6,80.7223
7,79.4643
8,78.2521
9,77.0958
10,76.0021
11,74.9668
12,73.9862
13,83.0568
14,82.1753
15,81.3266
16,90.5175
17,89.7457
18,88.9998
19,88.2859
20,87.6084
21,86.9653
22,86.3544
23,85.7736
24,85.2214
25,84.6959
26,84.1956
27,83.7191
28,93.2649
29,92.8319
30,92.4129
31,102.008
32,101.62
33,101.244
34,100.883
35,110.537
36,110.205
37,109.882
38,119.572
39,119.273
40,118.983
41,128.704
42,128.435
43,138.173
44,137.921
45,137.675
46,147.439
47,147.212
48,156.991
49,156.778
50,156.572
51,166.373
52,166.183
53,165.997
54,165.82
55,165.649
56,175.485
57,175.328
58,175.175
59,175.029
60,174.889
61,174.754
62,184.625
63,184.502
64,184.381
65,184.265
66,184.153
67,184.046
68,183.944
69,183.845
70,183.751
71,183.661
72,183.575
73,183.492
74,183.413
75,183.336
76,193.263
77,193.193
78,203.125
79,203.058
80,212.992
81,212.929
82,212.866
83,212.806
84,222.747
85,222.691
86,222.636
87,222.583
88,222.532
89,222.483
90,222.436
91,232.391
92,232.347
93,242.305
94,242.263
95,252.222
96,252.182
97,262.143
98,262.106
99,262.069
100,262.033
101,261.999
102,261.966
103,261.935
104,271.905
105,271.876
106,281.847
107,291.82
108,291.793
109,291.766
110,291.74
111,301.716
112,301.692
113,301.669
114,301.646
115,301.625
116,301.605
117,311.586
118,311.567
119,321.549
120,321.532
121,331.515
122,331.499
123,341.483
124,341.467
125,341.453
126,341.439
127,341.425
128,341.413
129,351.401
130,351.39
131,351.379
132,351.368
133,351.359
134,351.35
135,351.341
136,351.333
137,351.326
138,351.319
139,351.313
140,351.306
141,351.301
142,351.296
143,351.291
144,351.286
145,351.282
146,351.278
147,351.275
148,351.272
149,351.269
150,361.266
151,361.263
152,371.261
153,371.259
154,381.257
155,381.256
156,381.254
157,381.253
158,391.252
159,391.251
160,391.251
161,391.25
162,391.25
163,391.25
164,401.25
165,401.251
166,401.251
167,401.252
168,411.253
169,411.254
170,421.255
171,421.256
172,431.257
173,431.259
174,441.26
175,441.262
176,441.264
177,451.266
178,451.268
179,451.27
180,461.272
181,461.275
182,461.277
183,461.279
184,471.282
185,471.284
186,471.287
187,471.29
188,471.292
189,481.295
190,481.297
191,481.3
192,481.303
193,481.305
194,491.308
195,491.311
196,491.313
197,491.316
198,491.319
199,491.321
200,501.324
201,501.326
202,501.329
203,501.331
204,501.334
205,501.337
206,511.339
207,511.341
208,511.344
209,511.346
210,511.349
211,521.351
212,521.354
213,521.356
214,521.358
215,521.361
216,531.363
217,531.365
218,531.368
219,531.37
220,541.372
221,541.375
222,541.377
223,551.38
224,551.382
225,551.384
226,561.386
227,561.388
228,571.39
229,571.392
230,571.394
231,571.396
232,571.398
233,571.399
234,571.401
235,571.402
