step,0,1,2,3
0,1.20255,0,7.20255,0.405098
1,1.21758,-0.717137,6.50044,0.435155
2,1.23394,-0.963765,6.27018,0.467887
3,1.25073,-1.09655,6.15419,0.501466
4,1.2677,-1.14578,6.12192,0.5354
5,1.28465,-1.19298,6.09167,0.569299
6,1.30155,-1.23839,6.06317,0.603108
7,1.31839,-1.40747,5.91092,0.636781
8,1.33542,-1.49698,5.83844,0.670838
9,1.35245,-1.51844,5.83401,0.7049
10,1.36931,-1.5396,5.82971,0.738627
11,1.386,-1.56048,5.82552,0.771995
12,1.40249,-1.58107,5.82142,0.804981
13,1.41878,-1.60141,5.81738,0.837567
14,1.43487,-1.71514,5.71973,0.869738
15,1.45097,-1.76391,5.68706,0.901944
16,1.46693,-1.81137,5.65556,0.933856
17,1.48273,-1.93711,5.54562,0.965459
18,1.49857,-2.00162,5.49696,0.997147
19,1.5143,-2.00974,5.50456,1.0286
20,1.52977,-2.01783,5.51194,1.05953
21,1.54496,-2.02588,5.51908,1.08993
22,1.5599,-2.03391,5.52599,1.1198
23,1.57457,-2.0419,5.53267,1.14914
24,1.58898,-2.04986,5.53912,1.17795
25,1.60312,-2.05779,5.54533,1.20625
26,1.61701,-2.06569,5.55132,1.23402
27,1.63064,-2.07356,5.55708,1.26128
28,1.64402,-2.0814,5.56262,1.28804
29,1.65715,-2.15718,5.49997,1.31429
30,1.67021,-2.23038,5.43983,1.34043
31,1.68322,-2.2508,5.43241,1.36643
32,1.69601,-2.33204,5.36397,1.39201
33,1.70876,-2.36081,5.34795,1.41752
34,1.72133,-2.38924,5.33209,1.44266
35,1.73372,-2.41734,5.31638,1.46744
36,1.74593,-2.50056,5.24537,1.49186
37,1.75812,-2.53346,5.22466,1.51624
38,1.77015,-2.56593,5.20422,1.5403
39,1.78202,-2.64891,5.13311,1.56404
40,1.79388,-2.68307,5.11081,1.58775
41,1.80558,-2.71679,5.08879,1.61117
42,1.81714,-2.79704,5.0201,1.63428
43,1.82869,-2.83034,4.99835,1.65738
44,1.84009,-2.90756,4.93252,1.68018
45,1.85147,-2.93856,4.91291,1.70295
46,1.86271,-2.96923,4.89347,1.72542
47,1.8738,-3.04085,4.83295,1.74759
48,1.88486,-3.06739,4.81747,1.76972
49,1.89577,-3.13341,4.76236,1.79154
50,1.90665,-3.15547,4.75117,1.81329
51,1.91736,-3.17738,4.73997,1.83471
52,1.9279,-3.2365,4.69141,1.85581
53,1.93841,-3.25222,4.68619,1.87681
54,1.94873,-3.26786,4.68087,1.89747
55,1.95889,-3.28343,4.67546,1.91778
56,1.96888,-3.29893,4.66995,1.93776
57,1.9787,-3.34948,4.62922,1.95741
58,1.98847,-3.35846,4.63002,1.97694
59,1.99806,-3.36741,4.63066,1.99612
60,2.00748,-3.37633,4.63115,2.01495
61,2.01672,-3.38523,4.63149,2.03344
62,2.0258,-3.39411,4.63168,2.05159
63,2.03471,-3.43728,4.59743,2.06942
64,2.04356,-3.47991,4.56366,2.08713
65,2.05236,-3.48159,4.57077,2.10472
66,2.06098,-3.48327,4.57771,2.12196
67,2.06942,-3.48495,4.58448,2.13885
68,2.07769,-3.48663,4.59107,2.15539
69,2.0858,-3.4883,4.59749,2.1716
70,2.09374,-3.48998,4.60376,2.18747
71,2.10152,-3.49166,4.60986,2.20303
72,2.10914,-3.49333,4.6158,2.21827
73,2.1166,-3.49501,4.62159,2.23321
74,2.12392,-3.49668,4.62723,2.24784
75,2.13109,-3.49836,4.63273,2.26218
76,2.13811,-3.50003,4.63808,2.27622
77,2.145,-3.53407,4.61092,2.28999
78,2.15184,-3.56779,4.58405,2.30368
79,2.15865,-3.63223,4.52641,2.31729
80,2.16551,-3.65727,4.50824,2.33102
81,2.17231,-3.71305,4.45926,2.34462
82,2.17914,-3.72938,4.44976,2.35828
83,2.18588,-3.74563,4.44024,2.37175
84,2.19253,-3.76182,4.43071,2.38506
85,2.19909,-3.80706,4.39203,2.39818
86,2.20566,-3.81305,4.39261,2.41132
87,2.21211,-3.81902,4.39309,2.42422
88,2.21845,-3.82499,4.39346,2.4369
89,2.22467,-3.83095,4.39373,2.44935
90,2.23079,-3.83689,4.3939,2.46158
91,2.2368,-3.84283,4.39397,2.47361
92,2.24271,-3.87855,4.36416,2.48542
93,2.24861,-3.91394,4.33467,2.49721
94,2.25449,-3.97744,4.27705,2.50898
95,2.26046,-4.00347,4.25698,2.52091
96,2.26638,-4.05612,4.21026,2.53276
97,2.27234,-4.07121,4.20113,2.54469
98,2.27824,-4.11431,4.16393,2.55647
99,2.28414,-4.12197,4.16217,2.56829
100,2.28996,-4.12962,4.16034,2.57991
101,2.29567,-4.13725,4.15842,2.59135
102,2.3013,-4.14487,4.15643,2.6026
103,2.30684,-4.15247,4.15436,2.61367
104,2.31229,-4.16007,4.15222,2.62457
105,2.31765,-4.19388,4.12377,2.6353
106,2.32301,-4.22742,4.09559,2.64602
107,2.32837,-4.28579,4.04258,2.65674
108,2.3338,-4.33506,3.99874,2.6676
109,2.33928,-4.35075,3.98853,2.67856
110,2.34469,-4.36638,3.97831,2.68939
111,2.35005,-4.38196,3.96809,2.7001
112,2.35535,-4.42241,3.93294,2.7107
113,2.36067,-4.42874,3.93192,2.72133
114,2.3659,-4.43506,3.93083,2.73179
115,2.37104,-4.44138,3.92967,2.74209
