step,0,1,2,3,4,5,6,7
0,0,9.40456,0,0,1.4051,0,0,0
1,0,9.27063,0,0,1.43516,0,0,0
2,0,9.13112,0,0,1.46789,0,0,0
3,0,8.99414,0,0,1.50147,0,0,0
4,0,8.86143,0,0,1.5354,0,0,0
5,0,8.73404,0,0,1.5693,0,0,0
6,0,9.61171,0,0,2.60311,0,0,0
7,0,9.49417,0,0,2.63678,0,0,0
8,0,9.3793,0,0,2.67084,0,0,0
9,0,9.26815,0,0,2.7049,0,0,0
10,0,9.16151,0,0,2.73863,0,0,0
11,0,9.05913,0,0,2.77199,0,0,0
12,0,8.96077,0,0,2.80498,0,0,0
13,0,9.86622,0,0,3.83757,0,0,0
14,0,9.77528,0,0,3.86974,0,0,0
15,0,9.6865,0,0,3.90194,0,0,0
16,0,10.6006,0,0,4.93386,0,0,0
17,0,10.5176,0,0,4.96546,0,0,0
18,0,10.4362,0,0,4.99715,0,0,0
19,0,10.3571,0,0,5.0286,0,0,0
20,0,10.281,0,0,5.05953,0,0,0
21,0,10.2078,0,0,5.08993,0,0,0
22,0,10.1372,0,0,5.1198,0,0,0
23,0,10.0691,0,0,5.14914,0,0,0
24,0,10.0035,0,0,5.17795,0,0,0
25,0,9.94014,0,0,5.20625,0,0,0
26,0,9.87902,0,0,5.23402,0,0,0
27,0,9.81999,0,0,5.26128,0,0,0
28,0,10.763,0,0,6.28804,0,0,0
29,0,10.7078,0,0,6.31429,0,0,0
30,0,10.6538,0,0,6.34043,0,0,0
31,0,11.6007,0,0,7.36643,0,0,0
32,0,11.5493,0,0,7.39201,0,0,0
33,0,11.4987,0,0,7.41752,0,0,0
34,0,11.4495,0,0,7.44266,0,0,0
35,0,12.4017,0,0,8.46744,0,0,0
36,0,12.3551,0,0,8.49186,0,0,0
37,0,12.3092,0,0,8.51624,0,0,0
38,0,13.2645,0,0,9.5403,0,0,0
39,0,13.2209,0,0,9.56404,0,0,0
40,0,13.1778,0,0,9.58775,0,0,0
41,0,14.1357,0,0,10.6112,0,0,0
42,0,14.0947,0,0,10.6343,0,0,0
43,0,15.0541,0,0,11.6574,0,0,0
44,0,15.0145,0,0,11.6802,0,0,0
45,0,14.9754,0,0,11.7029,0,0,0
46,0,15.9372,0,0,12.7254,0,0,0
47,0,15.8999,0,0,12.7476,0,0,0
48,0,16.863,0,0,13.7697,0,0,0
49,0,16.827,0,0,13.7915,0,0,0
50,0,16.7915,0,0,13.8133,0,0,0
51,0,17.7568,0,0,14.8347,0,0,0
52,0,17.723,0,0,14.8558,0,0,0
53,0,17.6897,0,0,14.8768,0,0,0
54,0,17.6572,0,0,14.8975,0,0,0
55,0,17.6255,0,0,14.9178,0,0,0
56,0,18.5946,0,0,15.9378,0,0,0
57,0,18.5645,0,0,15.9574,0,0,0
58,0,18.5348,0,0,15.9769,0,0,0
59,0,18.5058,0,0,15.9961,0,0,0
60,0,18.4776,0,0,16.015,0,0,0
61,0,18.4502,0,0,16.0334,0,0,0
62,0,19.4234,0,0,17.0516,0,0,0
63,0,19.3974,0,0,17.0694,0,0,0
64,0,19.3716,0,0,17.0871,0,0,0
65,0,19.3463,0,0,17.1047,0,0,0
66,0,19.3216,0,0,17.122,0,0,0
67,0,19.2976,0,0,17.1388,0,0,0
68,0,19.2742,0,0,17.1554,0,0,0
69,0,19.2514,0,0,17.1716,0,0,0
70,0,19.2293,0,0,17.1875,0,0,0
71,0,19.2077,0,0,17.203,0,0,0
72,0,19.1867,0,0,17.2183,0,0,0
73,0,19.1663,0,0,17.2332,0,0,0
74,0,19.1463,0,0,17.2478,0,0,0
75,0,19.1269,0,0,17.2622,0,0,0
76,0,20.108,0,0,18.2762,0,0,0
77,0,20.0895,0,0,18.29,0,0,0
78,0,21.0713,0,0,19.3037,0,0,0
79,0,21.0532,0,0,19.3173,0,0,0
80,0,22.0351,0,0,20.331,0,0,0
81,0,22.0173,0,0,20.3446,0,0,0
82,0,21.9995,0,0,20.3583,0,0,0
83,0,21.982,0,0,20.3718,0,0,0
84,0,22.9648,0,0,21.3851,0,0,0
85,0,22.9479,0,0,21.3982,0,0,0
86,0,22.9311,0,0,21.4113,0,0,0
87,0,22.9146,0,0,21.4242,0,0,0
88,0,22.8986,0,0,21.4369,0,0,0
