step,0,1,2,3,4,5,6,7
0,10,8.19978,1.80022,8.19978,1.80022,1.49023e-13,8.19978,1.80022
1,10,8.13419,1.86581,8.13419,1.86581,1.46639e-13,8.13419,1.86581
2,10,8.07113,1.92887,8.07113,1.92887,1.44329e-13,8.07113,1.92887
3,10,8.01046,1.98954,8.01046,1.98954,1.42089e-13,8.01046,1.98954
4,10,7.95207,2.04793,7.95207,2.04793,1.39917e-13,7.95207,2.04793
5,10,7.89584,2.10416,7.89584,2.10416,1.37808e-13,7.89584,2.10416
6,10,7.84168,2.15832,7.84168,2.15832,1.35761e-13,7.84168,2.15832
7,10,7.78949,2.21051,7.78949,2.21051,1.33771e-13,7.78949,2.21051
8,10,7.73916,2.26084,7.73916,2.26084,1.31837e-13,7.73916,2.26084
9,10,7.69062,2.30938,7.69062,2.30938,1.29955e-13,7.69062,2.30938
10,10,7.64379,2.35621,7.64379,2.35621,1.28124e-13,7.64379,2.35621
11,10,7.59858,2.40142,7.59858,2.40142,1.26341e-13,7.59858,2.40142
12,10,7.55493,2.44507,7.55493,2.44507,1.24605e-13,7.55493,2.44507
13,10,7.51277,2.48723,7.51277,2.48723,1.22912e-13,7.51277,2.48723
14,10,7.47203,2.52797,7.47203,2.52797,1.21263e-13,7.47203,2.52797
15,10,7.43265,2.56735,7.43265,2.56735,1.19653e-13,7.43265,2.56735
16,10,7.39457,2.60543,7.39457,2.60543,1.18083e-13,7.39457,2.60543
17,10,7.35775,2.64225,7.35775,2.64225,1.16551e-13,7.35775,2.64225
18,10,7.32213,2.67787,7.32213,2.67787,1.15054e-13,7.32213,2.67787
19,10,7.28766,2.71234,7.28766,2.71234,1.13592e-13,7.28766,2.71234
20,10,7.25429,2.74571,7.25429,2.74571,1.12163e-13,7.25429,2.74571
21,10,7.22198,2.77802,7.22198,2.77802,1.10766e-13,7.22198,2.77802
22,10,7.19069,2.80931,7.19069,2.80931,1.094e-13,7.19069,2.80931
23,10,7.16038,2.83962,7.16038,2.83962,1.08064e-13,7.16038,2.83962
24,10,7.13101,2.86899,7.13101,2.86899,1.06756e-13,7.13101,2.86899
25,10,7.10255,2.89745,7.10255,2.89745,1.05476e-13,7.10255,2.89745
26,10,7.07496,2.92504,7.07496,2.92504,1.04222e-13,7.07496,2.92504
27,10,7.04821,2.95179,7.04821,2.95179,1.02995e-13,7.04821,2.95179
28,10,7.02227,2.97773,7.02227,2.97773,1.01791e-13,7.02227,2.97773
29,10,6.9971,3.0029,6.9971,3.0029,1.00612e-13,6.9971,3.0029
30,10,6.97269,3.02731,6.97269,3.02731,9.94564e-14,6.97269,3.02731
31,10,6.949,3.051,6.949,3.051,9.83229e-14,6.949,3.051
32,10,6.92601,3.07399,6.92601,3.07399,9.7211e-14,6.92601,3.07399
33,10,6.90369,3.09631,6.90369,3.09631,9.612e-14,6.90369,3.09631
34,10,6.88202,3.11798,6.88202,3.11798,9.50493e-14,6.88202,3.11798
35,10,6.86098,3.13902,6.86098,3.13902,9.39983e-14,6.86098,3.13902
36,10,6.84054,3.15946,6.84054,3.15946,9.29663e-14,6.84054,3.15946
37,10,6.82069,3.17931,6.82069,3.17931,9.19528e-14,6.82069,3.17931
38,10,6.8014,3.1986,6.8014,3.1986,9.09572e-14,6.8014,3.1986
39,10,6.78266,3.21734,6.78266,3.21734,8.99789e-14,6.78266,3.21734
40,10,6.76445,3.23555,6.76445,3.23555,8.90175e-14,6.76445,3.23555
41,10,6.74675,3.25325,6.74675,3.25325,8.80724e-14,6.74675,3.25325
42,10,6.72954,3.27046,6.72954,3.27046,8.71432e-14,6.72954,3.27046
43,10,6.71282,3.28718,6.71282,3.28718,8.62295e-14,6.71282,3.28718
44,10,6.69655,3.30345,6.69655,3.30345,8.53307e-14,6.69655,3.30345
45,10,6.68073,3.31927,6.68073,3.31927,8.44465e-14,6.68073,3.31927
46,10,6.66535,3.33465,6.66535,3.33465,8.35765e-14,6.66535,3.33465
47,10,6.65038,3.34962,6.65038,3.34962,8.27202e-14,6.65038,3.34962
48,10,6.63583,3.36417,6.63583,3.36417,8.18774e-14,6.63583,3.36417
49,10,6.62166,3.37834,6.62166,3.37834,8.10476e-14,6.62166,3.37834
50,10,6.60788,3.39212,6.60788,3.39212,8.02306e-14,6.60788,3.39212
51,10,6.59447,3.40553,6.59447,3.40553,7.94259e-14,6.59447,3.40553
52,10,6.58142,3.41858,6.58142,3.41858,7.86333e-14,6.58142,3.41858
53,10,6.56872,3.43128,6.56872,3.43128,7.78524e-14,6.56872,3.43128
54,10,6.55635,3.44365,6.55635,3.44365,7.7083e-14,6.55635,3.44365
55,10,6.54431,3.45569,6.54431,3.45569,7.63248e-14,6.54431,3.45569
56,10,6.53259,3.46741,6.53259,3.46741,7.55775e-14,6.53259,3.46741
57,10,6.52117,3.47883,6.52117,3.47883,7.48408e-14,6.52117,3.47883
58,10,6.51006,3.48994,6.51006,3.48994,7.41146e-14,6.51006,3.48994
59,10,6.49923,3.50077,6.49923,3.50077,7.33984e-14,6.49923,3.50077
60,10,6.48869,3.51131,6.48869,3.51131,7.26922e-14,6.48869,3.51131
61,10,6.47842,3.52158,6.47842,3.52158,7.19956e-14,6.47842,3.52158
62,10,6.46842,3.53158,6.46842,3.53158,7.13084e-14,6.46842,3.53158
63,10,6.45867,3.54133,6.45867,3.54133,7.06305e-14,6.45867,3.54133
64,10,6.44918,3.55082,6.44918,3.55082,6.99617e-14,6.44918,3.55082
65,10,6.43993,3.56007,6.43993,3.56007,6.93016e-14,6.43993,3.56007
66,10,6.43091,3.56909,6.43091,3.56909,6.86502e-14,6.43091,3.56909
67,10,6.42213,3.57787,6.42213,3.57787,6.80072e-14,6.42213,3.57787
68,10,6.41357,3.58643,6.41357,3.58643,6.73725e-14,6.41357,3.58643
69,10,6.40523,3.59477,6.40523,3.59477,6.67459e-14,6.40523,3.59477
70,10,6.39709,3.60291,6.39709,3.60291,6.61272e-14,6.39709,3.60291
71,10,6.38917,3.61083,6.38917,3.61083,6.55162e-14,6.38917,3.61083
72,10,6.38144,3.61856,6.38144,3.61856,6.49129e-14,6.38144,3.61856
73,10,6.37391,3.62609,6.37391,3.62609,6.43169e-14,6.37391,3.62609
74,10,6.36656,3.63344,6.36656,3.63344,6.37283e-14,6.36656,3.63344
75,10,6.3594,3.6406,6.3594,3.6406,6.31468e-14,6.3594,3.6406
76,10,6.35242,3.64758,6.35242,3.64758,6.25723e-14,6.35242,3.64758
77,10,6.34562,3.65438,6.34562,3.65438,6.20047e-14,6.34562,3.65438
78,10,6.33898,3.66102,6.33898,3.66102,6.14438e-14,6.33898,3.66102
79,10,6.33251,3.66749,6.33251,3.66749,6.08895e-14,6.33251,3.66749
80,10,6.32619,3.67381,6.32619,3.67381,6.03417e-14,6.32619,3.67381
81,10,6.32004,3.67996,6.32004,3.67996,5.98002e-14,6.32004,3.67996
