step,railRevenue
0,56.2481
1,55.7278
2,55.2324
3,54.7606
4,54.3109
5,53.8821
6,63.4731
7,63.0828
8,62.7101
9,62.3541
10,62.0139
11,61.6886
12,61.3775
13,71.0798
14,70.7949
15,70.522
16,80.2606
17,80.0101
18,79.7699
19,79.5396
20,79.3186
21,79.1066
22,78.903
23,78.7074
24,78.5196
25,78.3391
26,78.1656
27,77.9987
28,87.8382
29,87.6838
30,87.5351
31,97.392
32,97.2542
33,97.1215
34,96.9936
35,106.87
36,106.751
37,106.637
38,116.526
39,116.42
40,116.317
41,126.217
42,126.121
43,136.029
44,135.939
45,135.853
46,145.769
47,145.688
48,155.61
49,155.535
50,155.462
51,165.391
52,165.322
53,165.256
54,165.192
55,165.13
56,175.07
57,175.012
58,174.955
59,174.901
60,174.848
61,174.797
62,184.747
63,184.699
64,184.652
65,184.607
66,184.563
67,184.52
68,184.479
69,184.438
70,184.399
71,184.362
72,184.325
73,184.289
74,184.255
75,184.221
76,194.188
77,194.157
78,204.126
79,204.096
80,214.067
81,214.039
82,214.011
83,213.985
84,223.96
85,223.937
86,223.916
87,223.896
88,223.877
89,223.859
90,223.842
91,233.825
92,233.81
93,243.796
94,243.784
95,253.774
96,253.765
97,263.757
98,263.75
99,263.745
100,263.74
101,263.736
102,263.732
103,263.728
104,273.725
105,273.722
106,283.72
107,293.719
108,293.72
109,293.722
110,293.724
111,303.726
112,303.729
113,303.733
114,303.737
115,303.741
116,303.745
117,313.749
118,313.753
119,323.758
120,323.764
121,333.77
122,333.777
123,343.785
124,343.794
125,343.803
126,343.812
127,343.82
128,343.829
129,353.838
130,353.847
131,353.856
132,353.865
133,353.874
134,353.882
135,353.891
136,353.899
137,353.907
138,353.915
139,353.922
140,353.93
141,353.937
142,353.944
143,353.951
144,353.958
145,353.965
146,353.972
147,353.978
148,353.985
149,353.991
150,363.997
151,364.003
152,374.01
153,374.017
154,384.025
155,384.034
156,384.043
157,384.052
158,394.062
159,394.072
160,394.082
161,394.092
162,394.102
163,394.112
164,404.122
165,404.132
166,404.142
167,404.153
168,414.163
169,414.174
170,424.185
171,424.196
172,434.209
173,434.221
174,444.235
175,444.248
176,444.263
177,454.277
178,454.292
179,454.307
180,464.322
181,464.337
182,464.352
183,464.368
184,474.383
185,474.398
186,474.414
187,474.43
188,474.445
189,484.46
190,484.475
191,484.491
192,484.506
193,484.522
194,494.537
195,494.552
196,494.568
197,494.583
198,494.598
199,494.613
200,504.628
201,504.643
202,504.658
203,504.674
204,504.689
205,504.703
206,514.718
207,514.733
208,514.748
209,514.763
210,514.778
211,524.793
212,524.808
213,524.824
214,524.839
215,524.854
216,534.869
217,534.884
218,534.9
219,534.916
220,544.931
221,544.947
222,544.963
223,554.98
224,554.996
225,555.013
226,565.03
227,565.048
228,575.066
229,575.084
230,575.103
231,575.123
232,575.142
233,575.16
234,575.179
235,575.197
236,575.214
237,575.232
238,575.249
239,575.266
240,575.283
241,575.3
242,575.316
243,575.332
244,585.348
245,585.364
246,585.38
247,595.397
248,595.413
249,595.431
250,595.448
251,605.465
252,605.483
253,605.501
254,615.519
255,615.538
256,615.557
257,615.577
258,615.597
259,615.617
260,625.636
261,625.655
262,625.674
263,635.694
264,635.714
265,635.734
266,635.755
267,635.777
268,635.797
269,635.818
270,635.838
271,635.858
272,635.878
273,635.897
274,635.916
275,635.935
276,635.954
277,635.972
278,635.99
279,636.008
280,636.026
281,636.043
282,636.061
283,636.078
284,636.095
285,646.112
286,646.128
287,646.145
288,656.163
289,656.181
290,656.2
291,656.22
292,656.239
293,656.258
294,656.277
295,656.295
296,656.314
297,656.332
298,656.35
299,656.369
300,656.386
301,656.404
302,666.422
303,666.439
304,666.458
305,676.476
306,676.495
307,676.515
308,676.535
309,676.556
310,676.576
311,686.596
312,686.616
313,686.638
314,686.659
315,686.681
316,686.702
317,696.724
318,696.745
319,696.767
320,696.79
321,696.812
322,696.835
323,696.857
324,696.88
325,696.902
326,696.924
327,706.946
328,706.967
329,706.99
330,707.013
331,707.036
332,707.059
333,707.081
334,707.104
335,707.127
336,707.149
337,717.171
338,717.193
339,717.215
340,717.237
341,717.259
342,717.28
343,717.301
344,717.322
345,727.343
346,727.363
347,727.384
348,727.404
349,727.424
350,727.444
351,727.464
352,737.483
353,737.503
354,737.522
355,737.542
356,737.561
357,747.58
358,747.599
359,747.617
360,747.636
361,747.655
362,747.673
363,747.691
364,747.71
365,747.728
366,757.746
367,757.764
368,757.782
369,757.799
370,757.817
371,767.835
372,767.852
373,767.869
374,767.887
375,767.904
376,767.921
377,777.938
378,777.955
379,777.972
380,777.989
381,778.006
382,778.023
383,788.039
384,788.056
385,788.073
386,788.089
387,788.106
388,788.122
389,788.138
390,788.155
391,788.171
392,788.187
393,788.203
394,788.219
395,788.235
396,798.251
397,798.267
398,798.283
399,798.299
400,798.315
401,798.331
402,798.346
403,798.362
404,798.378
405,798.393
406,798.409
407,798.424
408,798.44
409,798.455
410,798.47
411,798.486
412,798.501
413,798.516
414,798.532
415,798.547
416,798.562
417,798.577
418,798.592
419,798.607
420,798.623
421,798.638
422,798.653
423,798.668
424,798.682
425,808.697
426,808.712
427,808.727
428,808.742
429,808.757
430,808.771
431,808.786
432,808.801
433,808.815
434,808.83
435,808.845
436,808.859
437,808.874
438,808.888
439,808.903
440,808.917
441,808.932
442,818.946
443,818.961
444,818.975
445,818.989
446,819.004
447,819.018
448,819.032
449,819.047
450,819.061
451,819.075
452,819.089
453,819.103
454,819.117
455,819.131
456,819.146
457,819.16
458,819.174
459,819.188
460,819.202
461,819.216
462,819.229
463,819.243
464,819.257
465,819.271
466,819.285
467,819.299
468,819.313
469,819.326
470,819.34
471,819.354
472,819.367
473,819.381
474,819.395
475,819.408
476,819.422
477,819.435
478,819.449
479,819.462
480,819.476
481,819.489
482,819.503
483,819.516
484,819.53
485,819.543
486,819.556
487,819.57
488,819.583
489,819.596
490,819.609
491,819.623
492,819.636
493,819.649
494,819.662
495,819.675
496,819.688
497,819.701
498,819.714
499,819.727
500,819.74
501,819.753
502,819.766
503,819.779
504,819.792
505,819.805
506,819.817
507,819.83
508,819.843
509,819.856
510,819.868
511,819.881
512,819.894
513,819.906
514,819.919
515,819.932
516,819.944
517,819.957
518,819.969
519,819.982
520,819.994
521,820.006
522,820.019
523,820.031
524,820.043
525,820.056
526,820.068
527,820.08
528,820.092
529,820.105
530,820.117
531,820.129
532,820.141
533,820.153
534,820.165
535,820.177
536,820.189
537,820.201
538,820.213
539,820.225
540,820.237
541,820.249
542,820.26
543,820.272
544,820.284
545,820.296
546,820.307
547,820.319
548,820.331
549,820.342
550,820.354
551,820.365
552,820.377
553,820.388
554,820.4
555,820.411
556,820.422
557,820.434
558,820.445
559,820.456
560,820.468
561,820.479
562,820.49
563,820.501
564,820.512
565,820.523
566,820.535
567,820.546
568,820.557
569,820.568
570,820.578
571,820.589
572,820.6
573,820.611
574,820.622
575,820.633
576,820.643
577,820.654
578,820.665
579,820.676
580,820.686
581,820.697
582,820.707
583,820.718
584,820.728
585,820.739
586,820.749
587,820.76
588,820.77
589,820.78
590,820.791
591,820.801
592,820.811
593,820.821
594,820.832
595,820.842
596,820.852
597,820.862
598,820.872
599,820.882
600,820.892
601,820.902
602,820.912
603,820.922
604,820.931
605,820.941
606,820.951
607,820.961
608,820.97
609,820.98
610,820.99
611,820.999
612,821.009
613,821.019
614,821.028
615,821.038
616,821.047
617,821.056
618,821.066
619,821.075
620,821.084
621,821.094
622,821.103
623,821.112
624,821.121
625,821.13
626,821.14
627,821.149
628,821.158
629,821.167
630,821.176
631,821.185
632,821.194
633,821.202
634,821.211
635,821.22
636,821.229
637,821.238
638,821.246
639,821.255
640,821.264
641,821.272
642,821.281
643,821.289
644,821.298
645,821.306
646,821.315
647,821.323
648,821.332
649,821.34
650,821.348
651,821.357
652,821.365
653,831.373
654,831.381
655,831.389
656,831.398
657,831.406
658,831.414
659,831.422
660,831.43
661,831.438
662,831.446
663,831.453
664,831.461
665,831.469
666,831.477
667,831.485
668,831.492
669,831.5
670,831.508
671,841.515
672,841.523
673,841.531
674,841.538
675,841.546
676,841.553
677,841.56
678,841.568
679,841.575
680,841.583
681,841.59
682,841.597
683,841.604
684,841.612
685,841.619
686,841.626
687,841.633
688,841.64
689,841.647
690,841.654
691,841.661
692,841.668
693,841.675
694,841.682
695,841.689
696,841.696
697,841.703
698,841.709
699,841.716
700,841.723
701,851.729
702,851.736
703,851.743
704,851.749
705,851.756
706,851.762
707,851.769
708,851.775
709,851.782
