step,sumCost
0,117.5
1,108.844
2,101.125
3,94.3438
4,88.5
5,83.5938
6,79.625
7,76.5938
8,74.5
9,73.3438
10,73.125
11,73.8438
12,75.5
13,78.0938
14,81.625
15,86.0938
16,91.5
17,97.8438
18,105.125
19,113.344
20,122.5
21,107.344
22,99.625
23,92.8438
24,87
25,82.0938
26,78.125
27,75.0938
28,73
29,71.8438
30,71.625
31,72.3438
32,74
33,76.5938
34,80.125
35,84.5938
36,90
37,96.3438
38,103.625
39,111.844
40,121
41,98.125
42,91.3438
43,85.5
44,80.5938
45,76.625
46,73.5938
47,71.5
48,70.3438
49,70.125
50,70.8438
51,72.5
52,75.0938
53,78.625
54,83.0938
55,88.5
56,94.8438
57,102.125
58,110.344
59,119.5
60,89.8438
61,84
62,79.0938
63,75.125
64,72.0938
65,70
66,68.8438
67,68.625
68,69.3438
69,71
70,73.5938
71,77.125
72,81.5938
73,87
74,93.3438
75,100.625
76,108.844
77,118
78,82.5
79,77.5938
80,73.625
81,70.5938
82,68.5
83,67.3438
84,67.125
85,67.8438
86,69.5
87,72.0938
88,75.625
89,80.0938
90,85.5
91,91.8438
92,99.125
93,107.344
94,116.5
95,76.0938
96,72.125
97,69.0938
98,67
99,65.8438
100,65.625
101,66.3438
102,68
103,70.5938
104,74.125
105,78.5938
106,84
107,90.3438
108,97.625
109,105.844
110,115
111,70.625
112,67.5938
113,65.5
114,64.3438
115,64.125
116,64.8438
117,66.5
118,69.0938
119,72.625
120,77.0938
121,82.5
122,88.8438
123,96.125
124,104.344
125,113.5
126,66.0938
127,64
128,62.8438
129,62.625
130,63.3438
131,65
132,67.5938
133,71.125
134,75.5938
135,81
136,87.3438
137,94.625
138,102.844
139,112
140,62.5
141,61.3438
142,61.125
143,61.8438
144,63.5
145,66.0938
146,69.625
147,74.0938
148,79.5
149,85.8438
150,93.125
151,101.344
152,110.5
153,59.8438
154,59.625
155,60.3438
156,62
157,64.5938
158,68.125
159,72.5938
160,78
161,84.3438
162,91.625
163,99.8438
164,109
165,58.125
166,58.8438
167,60.5
168,63.0938
169,66.625
170,71.0938
171,76.5
172,82.8438
173,90.125
174,98.3438
175,107.5
176,57.3438
177,59
178,61.5938
179,65.125
180,69.5938
181,75
182,81.3438
183,88.625
184,96.8438
185,106
186,57.5
187,60.0938
188,63.625
189,68.0938
190,73.5
191,79.8438
192,87.125
193,95.3438
194,104.5
195,58.5938
196,62.125
197,66.5938
198,72
199,78.3438
200,85.625
201,93.8438
202,103
203,60.625
204,65.0938
205,70.5
206,76.8438
207,84.125
208,92.3438
209,101.5
210,63.5938
211,69
212,75.3438
213,82.625
214,90.8438
215,100
216,67.5
217,73.8438
218,81.125
219,89.3438
220,98.5
221,72.3438
222,79.625
223,87.8438
224,97
225,78.125
226,86.3438
227,95.5
228,84.8438
229,94
230,92.5
