step,sumCost
0,117.5
1,104.819
2,93.0752
3,82.269
4,72.4003
5,63.4691
6,55.4755
7,48.4193
8,42.3006
9,37.1194
10,32.8758
11,29.5696
12,27.2009
13,25.7698
14,25.2761
15,25.7199
16,27.1012
17,29.4201
18,32.6764
19,36.8702
20,42.0016
21,107.344
22,95.6001
23,84.7939
24,74.9252
25,65.9941
26,58.0004
27,50.9442
28,44.8255
29,39.6444
30,35.4007
31,32.0945
32,29.7259
33,28.2947
34,27.801
35,28.2448
36,29.6262
37,31.945
38,35.2013
39,39.3951
40,44.5265
41,98.125
42,87.3188
43,77.4502
44,68.519
45,60.5253
46,53.4691
47,47.3505
48,42.1693
49,37.9256
50,34.6194
51,32.2508
52,30.8196
53,30.3259
54,30.7698
55,32.1511
56,34.4699
57,37.7262
58,41.9201
59,47.0514
60,89.8438
61,79.9751
62,71.0439
63,63.0502
64,55.9941
65,49.8754
66,44.6942
67,40.4505
68,37.1444
69,34.7757
70,33.3445
71,32.8509
72,33.2947
73,34.676
74,36.9948
75,40.2512
76,44.445
77,49.5763
78,82.5
79,73.5688
80,65.5752
81,58.519
82,52.4003
83,47.2191
84,42.9755
85,39.6693
86,37.3006
87,35.8694
88,35.3758
89,35.8196
90,37.2009
91,39.5198
92,42.7761
93,46.9699
94,52.1012
95,76.0938
96,68.1001
97,61.0439
98,54.9252
99,49.7441
100,45.5004
101,42.1942
102,39.8255
103,38.3944
104,37.9007
105,38.3445
106,39.7259
107,42.0447
108,45.301
109,49.4948
110,54.6262
111,70.625
112,63.5688
113,57.4502
114,52.269
115,48.0253
116,44.7191
117,42.3505
118,40.9193
119,40.4256
120,40.8694
121,42.2508
122,44.5696
123,47.8259
124,52.0198
125,57.1511
126,66.0938
127,59.9751
128,54.7939
129,50.5502
130,47.2441
131,44.8754
132,43.4442
133,42.9505
134,43.3944
135,44.7757
136,47.0945
137,50.3509
138,54.5447
139,59.676
140,62.5
141,57.3188
142,53.0752
143,49.769
144,47.4003
145,45.9691
146,45.4755
147,45.9193
148,47.3006
149,49.6194
150,52.8758
151,57.0696
152,62.2009
153,59.8438
154,55.6001
155,52.2939
156,49.9252
157,48.4941
158,48.0004
159,48.4442
160,49.8255
161,52.1444
162,55.4007
163,59.5945
164,64.7259
165,58.125
166,54.8188
167,52.4502
168,51.019
169,50.5253
170,50.9691
171,52.3505
172,54.6693
173,57.9256
174,62.1194
175,67.2508
176,57.3438
177,54.9751
178,53.5439
179,53.0502
180,53.4941
181,54.8754
182,57.1942
183,60.4505
184,64.6444
185,69.7757
186,57.5
187,56.0688
188,55.5752
189,56.019
190,57.4003
191,59.7191
192,62.9755
193,67.1693
194,72.3006
195,58.5938
196,58.1001
197,58.5439
198,59.9252
199,62.2441
200,65.5004
201,69.6942
202,74.8255
203,60.625
204,61.0688
205,62.4502
206,64.769
207,68.0253
208,72.2191
209,77.3505
210,63.5938
211,64.9751
212,67.2939
213,70.5502
214,74.7441
215,79.8754
216,67.5
217,69.8188
218,73.0752
219,77.269
220,82.4003
221,72.3438
222,75.6001
223,79.7939
224,84.9252
225,78.125
226,82.3188
227,87.4502
228,84.8438
229,89.9751
230,92.5
