step,0,1
0,0,0
1,2.5,2.5
2,4.29013,4.29013
3,5.03399,5.03399
4,5.18922,5.18922
5,5.34446,5.34446
6,5.49969,5.49969
7,5.65492,5.65492
8,5.81016,5.81016
9,5.96539,5.96539
10,6.12062,6.12062
11,8.15511,8.15511
12,8.86841,8.86841
13,9.58171,9.58171
14,9.60002,9.60002
15,9.61832,9.61832
16,9.63663,9.63663
17,9.65494,9.65494
18,9.67324,9.67324
19,9.69155,9.69155
20,9.70986,9.70986
21,9.72816,9.72816
22,9.74647,9.74647
23,9.76478,9.76478
24,9.78308,9.78308
25,9.80139,9.80139
26,9.8197,9.8197
27,9.838,9.838
28,9.85631,9.85631
29,9.87462,9.87462
30,9.89292,9.89292
31,9.91123,9.91123
32,9.92953,9.92953
33,9.94784,9.94784
34,9.96615,9.96615
35,9.98445,9.98445
36,10.0028,10.0028
37,11.8057,11.8057
38,12.875,12.875
39,13.1927,13.1927
40,15.2423,15.2423
41,15.709,15.709
42,16.1758,16.1758
43,18.3323,18.3323
44,18.8282,18.8282
45,19.3241,19.3241
46,21.4711,21.4711
47,21.8941,21.8941
48,22.3172,22.3172
49,24.3648,24.3648
50,24.6314,24.6314
51,24.898,24.898
52,25.1646,25.1646
53,27.0271,27.0271
54,27.0813,27.0813
55,27.1355,27.1355
56,27.1897,27.1897
57,27.2439,27.2439
58,27.2981,27.2981
59,27.3523,27.3523
60,27.4065,27.4065
61,27.4608,27.4608
62,27.515,27.515
63,27.5692,27.5692
64,27.6234,27.6234
65,27.6776,27.6776
66,27.7318,27.7318
67,27.786,27.786
68,27.8402,27.8402
69,27.8945,27.8945
70,27.9487,27.9487
71,28.0029,28.0029
72,29.6384,29.6384
73,30.3469,30.3469
74,32.6209,32.6209
75,33.0475,33.0475
76,35.0351,35.0351
77,35.121,35.121
78,35.2068,35.2068
79,35.2927,35.2927
80,35.3785,35.3785
81,35.4644,35.4644
82,35.5502,35.5502
83,35.6361,35.6361
84,35.7219,35.7219
85,35.8078,35.8078
86,35.8937,35.8937
87,35.9795,35.9795
88,36.0654,36.0654
89,37.7256,37.7256
90,38.4473,38.4473
91,40.7193,40.7193
92,41.0649,41.0649
93,42.9858,42.9858
94,43.9662,43.9662
95,43.9926,43.9926
96,44.0189,44.0189
97,45.5796,45.5796
98,46.1652,46.1652
99,48.3325,48.3325
100,48.6076,48.6076
101,48.8827,48.8827
102,49.1578,49.1578
103,50.9644,50.9644
104,51.7907,51.7907
105,54.2082,54.2082
106,56.2717,56.2717
107,56.4537,56.4537
108,56.6357,56.6357
109,56.8177,56.8177
110,56.9997,56.9997
111,57.1817,57.1817
112,58.9385,58.9385
113,59.7462,59.7462
114,62.0845,62.0845
115,64.1326,64.1326
116,64.2669,64.2669
117,64.4012,64.4012
118,64.5355,64.5355
119,64.6698,64.6698
120,64.804,64.804
121,64.9383,64.9383
122,10.0726,10.0726
123,11.8755,11.8755
124,12.9448,12.9448
125,13.2626,13.2626
126,15.3121,15.3121
127,15.7789,15.7789
128,16.2456,16.2456
129,18.4022,18.4022
130,18.898,18.898
131,19.3939,19.3939
132,21.541,21.541
133,21.964,21.964
134,22.387,22.387
135,24.4347,24.4347
136,24.7013,24.7013
137,24.9678,24.9678
138,25.2344,25.2344
139,27.0969,27.0969
140,27.1511,27.1511
141,27.2053,27.2053
142,27.2595,27.2595
143,27.3137,27.3137
144,27.368,27.368
145,27.4222,27.4222
146,27.4764,27.4764
147,27.5306,27.5306
148,27.5848,27.5848
149,27.639,27.639
150,27.6932,27.6932
151,27.7474,27.7474
152,27.8017,27.8017
153,27.8559,27.8559
154,27.9101,27.9101
155,27.9643,27.9643
156,28.0185,28.0185
157,29.6541,29.6541
158,30.3626,30.3626
159,32.6365,32.6365
160,33.0631,33.0631
161,35.0507,35.0507
162,35.1366,35.1366
163,35.2224,35.2224
164,35.3083,35.3083
165,35.3941,35.3941
166,35.48,35.48
167,35.5659,35.5659
168,35.6517,35.6517
169,35.7376,35.7376
170,35.8234,35.8234
171,35.9093,35.9093
172,35.9951,35.9951
173,36.081,36.081
174,37.7412,37.7412
175,38.4629,38.4629
176,40.7349,40.7349
177,41.0805,41.0805
178,43.0014,43.0014
179,43.0278,43.0278
180,43.0541,43.0541
181,43.0804,43.0804
182,43.1067,43.1067
183,43.1331,43.1331
184,43.1594,43.1594
185,43.1857,43.1857
186,43.212,43.212
187,43.2383,43.2383
188,43.2647,43.2647
189,43.291,43.291
190,43.3173,43.3173
191,43.3436,43.3436
192,43.37,43.37
193,43.3963,43.3963
194,43.4226,43.4226
195,43.4489,43.4489
196,43.4753,43.4753
197,43.5016,43.5016
198,43.5279,43.5279
199,43.5542,43.5542
200,43.5805,43.5805
201,43.6069,43.6069
202,43.6332,43.6332
203,43.6595,43.6595
204,43.6858,43.6858
205,43.7122,43.7122
206,43.7385,43.7385
207,43.7648,43.7648
208,43.7911,43.7911
209,43.8175,43.8175
210,43.8438,43.8438
211,43.8701,43.8701
212,43.8964,43.8964
213,43.9227,43.9227
214,43.9491,43.9491
215,43.9754,43.9754
216,44.0017,44.0017
217,45.5625,45.5625
218,46.148,46.148
219,48.3153,48.3153
220,48.5904,48.5904
221,48.8655,48.8655
222,49.1406,49.1406
223,50.9472,50.9472
224,51.7735,51.7735
225,54.1911,54.1911
226,56.2546,56.2546
227,56.4366,56.4366
228,56.6186,56.6186
229,56.8006,56.8006
230,56.9826,56.9826
231,57.1646,57.1646
232,58.9213,58.9213
233,59.729,59.729
234,62.0674,62.0674
235,64.1155,64.1155
236,64.2497,64.2497
237,64.384,64.384
238,64.5183,64.5183
239,64.6526,64.6526
