step,railRevenue
0,427.491
1,377.047
2,335.806
3,315.406
4,302.82
5,293.528
6,286.178
7,280.175
8,275.18
9,270.947
10,282.323
11,279.196
12,246.478
13,259.101
14,257.009
15,255.158
16,253.512
17,252.04
18,250.718
19,264.525
20,263.443
21,232.458
22,246.558
23,245.731
24,244.969
25,244.263
26,243.606
27,242.994
28,257.419
29,256.879
30,226.369
31,240.886
32,240.426
33,239.988
34,239.568
35,239.166
36,238.778
37,253.405
38,253.044
39,222.694
40,237.354
41,237.024
42,236.703
43,236.389
44,236.083
45,235.784
46,250.491
47,250.205
48,219.923
49,234.647
50,234.376
51,234.109
52,233.847
53,233.589
54,233.335
55,248.086
56,247.84
57,217.597
58,232.358
59,232.123
60,231.891
61,231.663
62,231.437
63,231.215
64,245.996
65,245.78
66,215.567
67,230.358
68,230.151
69,229.947
70,229.746
71,229.548
72,229.353
73,229.16
74,243.971
75,243.784
76,213.6
77,228.418
78,228.24
79,228.064
80,227.89
81,227.719
82,227.551
83,242.385
84,242.222
85,212.061
86,226.903
87,226.747
88,226.593
89,226.441
90,226.292
91,226.145
92,241.001
93,240.858
94,210.718
95,225.58
96,225.444
97,225.31
98,225.178
99,225.048
100,224.92
101,239.794
102,239.67
103,209.548
104,224.427
105,224.309
106,224.192
107,224.078
108,223.965
109,223.854
110,238.744
111,238.636
112,208.53
113,223.426
114,223.323
115,223.221
116,223.122
117,223.024
118,222.927
119,237.832
120,237.738
121,207.646
122,222.555
123,222.466
124,222.378
125,222.291
126,222.206
127,222.122
128,237.039
129,236.958
130,206.877
131,221.798
132,221.721
133,221.644
134,221.569
135,221.494
136,221.421
137,236.349
138,236.278
139,206.208
140,221.14
141,221.072
142,221.005
143,220.939
144,220.874
145,220.811
146,220.748
147,235.686
148,235.625
149,205.564
150,220.505
151,220.447
152,220.389
153,220.333
154,220.277
155,220.222
156,235.167
157,235.114
158,205.061
159,220.009
160,219.958
161,219.907
162,219.858
163,219.809
164,219.76
165,234.712
166,234.665
167,204.619
168,219.573
169,219.528
170,219.484
171,219.44
172,219.397
173,219.354
174,234.312
175,234.27
176,204.229
177,219.189
178,219.149
179,219.11
180,219.071
181,219.033
182,218.995
183,233.958
184,233.921
185,203.885
186,218.849
187,218.814
188,218.779
189,218.744
190,218.71
191,218.677
192,233.644
193,233.611
194,203.579
195,218.547
196,218.516
197,218.485
198,218.454
199,218.424
200,218.394
201,233.364
202,233.335
203,203.306
204,218.278
205,218.25
206,218.222
207,218.195
208,218.168
209,218.141
210,233.115
211,233.088
212,203.063
213,218.037
214,218.012
215,217.987
216,217.963
217,217.938
218,217.914
219,217.891
220,232.867
221,232.844
222,202.821
223,217.799
224,217.776
225,217.754
226,217.732
227,217.711
228,217.689
229,232.668
230,232.648
231,202.627
232,217.606
233,217.586
234,217.566
235,217.547
236,217.527
237,217.508
238,232.489
239,232.47
240,202.451
241,217.433
242,217.415
243,217.397
244,217.379
245,217.361
246,217.344
247,232.326
248,232.309
249,202.292
250,217.276
251,217.259
252,217.243
253,217.227
254,217.21
255,217.195
256,232.179
257,232.163
258,202.148
259,217.133
260,217.118
261,217.103
262,217.088
263,217.073
264,217.059
265,232.045
266,232.031
267,202.017
268,217.003
269,216.989
270,216.975
271,216.962
272,216.948
273,216.935
274,231.922
275,231.909
276,201.896
277,216.884
278,216.871
279,216.859
280,216.846
281,216.834
282,216.822
283,231.81
284,231.798
285,201.787
286,216.775
287,216.763
288,216.752
289,216.741
290,216.729
291,216.718
292,231.707
293,231.696
294,201.686
295,216.675
296,216.664
297,216.654
298,216.644
299,216.633
300,216.623
301,216.613
302,231.603
303,231.593
304,201.583
305,216.573
306,216.564
307,216.554
308,216.545
309,216.535
310,216.526
311,231.517
312,231.508
313,201.498
314,216.489
315,216.481
316,216.472
317,216.463
318,216.454
319,216.446
320,231.437
321,231.429
322,201.42
323,216.412
324,216.404
325,216.395
326,216.387
327,216.379
328,216.371
329,231.363
330,231.356
331,201.348
332,216.34
333,216.332
334,216.325
335,216.317
336,216.31
337,216.302
338,231.295
339,231.288
340,201.281
341,216.273
342,216.266
343,216.259
344,216.252
345,216.245
346,216.239
347,231.232
348,231.225
349,201.218
350,216.212
351,216.205
352,216.198
353,216.192
354,216.186
355,216.179
356,231.173
357,231.166
358,201.16
359,216.154
360,216.148
361,216.142
362,216.136
363,216.13
364,216.124
365,231.118
366,231.112
367,201.106
368,216.1
369,216.095
370,216.089
371,216.083
372,216.078
373,216.072
374,216.067
375,231.061
376,231.056
377,201.05
378,216.045
379,216.04
380,216.034
381,216.029
382,216.024
383,216.019
384,231.014
385,231.009
386,201.003
387,215.998
388,215.993
389,215.989
390,215.984
391,215.979
392,215.974
393,230.969
394,230.964
395,200.96
396,215.955
397,215.95
398,215.946
399,215.941
400,215.936
401,215.932
402,230.927
403,230.923
404,200.918
405,215.914
406,215.91
407,215.905
408,215.901
409,215.897
410,215.892
411,230.888
412,230.884
413,200.88
414,215.876
415,215.872
416,215.868
417,215.863
418,215.859
419,215.855
420,230.851
421,230.848
422,200.844
423,215.84
424,215.836
425,215.832
426,215.828
427,215.824
428,215.821
429,230.817
430,230.813
431,200.809
432,215.806
433,215.802
434,215.799
435,215.795
436,215.791
437,215.788
438,230.784
439,230.781
440,200.777
441,215.774
442,215.77
443,215.767
444,215.764
445,215.76
446,215.757
447,215.754
448,230.75
449,230.747
450,200.744
451,215.74
452,215.737
453,215.734
454,215.731
455,215.728
456,215.725
457,230.721
458,230.718
459,200.715
460,215.712
461,215.709
462,215.706
463,215.703
464,215.7
465,215.697
466,230.694
467,230.691
468,200.688
469,215.685
470,215.683
471,215.68
472,215.677
473,215.674
474,215.671
475,230.668
476,230.666
477,200.663
478,215.66
479,215.657
480,215.655
481,215.652
482,215.649
483,215.647
484,230.644
485,230.641
486,200.639
487,215.636
488,215.634
489,215.631
490,215.628
491,215.626
492,215.623
493,230.621
494,230.618
495,200.616
496,215.613
497,215.611
498,215.609
499,215.606
500,215.604
