step,railCost
0,37.3887
1,35.9014
2,34.5577
3,33.8581
4,33.3818
5,33.0183
6,32.7268
7,32.4868
8,32.2857
9,32.115
10,31.9675
11,31.8391
12,31.7266
13,31.6274
14,31.5394
15,31.4611
16,31.3911
17,31.3283
18,31.2717
19,31.2204
20,31.1738
21,31.1313
22,31.0924
23,31.0568
24,31.0239
25,30.9936
26,30.9655
27,30.9395
28,30.9152
29,30.8925
30,30.8713
31,30.8514
32,30.8327
33,30.815
34,30.7983
35,30.7825
36,30.7675
37,30.7532
38,30.7395
39,30.7265
40,30.714
41,30.7021
42,30.6906
43,30.6795
44,30.6689
45,30.6586
46,30.6486
47,30.639
48,30.6297
49,30.6206
50,30.6118
51,30.6032
52,30.5948
53,30.5866
54,30.5786
55,30.5708
56,30.5632
57,30.5557
58,30.5484
59,30.5412
60,30.5341
61,30.5272
62,30.5204
63,30.5137
64,30.5072
65,30.5007
66,30.4944
67,30.4881
68,30.482
69,30.476
70,30.47
71,30.4642
72,30.4584
73,30.4527
74,30.4472
75,30.4417
76,30.4362
77,30.4309
78,30.4256
79,30.4204
80,30.4153
81,30.4103
82,30.4053
83,30.4004
84,30.3956
85,30.3908
86,30.3861
87,30.3814
88,30.3769
89,30.3724
90,30.3679
91,30.3635
92,30.3592
93,30.3549
94,30.3507
95,30.3465
96,30.3424
97,30.3384
98,30.3344
99,30.3304
100,30.3265
101,30.3227
102,30.3189
103,30.3152
104,30.3115
105,30.3079
106,30.3043
107,30.3008
108,30.2973
109,30.2939
110,30.2905
111,30.2872
112,30.2839
113,30.2806
114,30.2774
115,30.2743
116,30.2711
117,30.2681
118,30.2651
119,30.2621
120,30.2591
121,30.2562
122,30.2534
123,30.2505
124,30.2478
125,30.245
126,30.2423
127,30.2396
128,30.237
129,30.2344
130,30.2319
131,30.2293
132,30.2269
133,30.2244
134,30.222
135,30.2196
136,30.2172
137,30.2149
138,30.2126
139,30.2104
140,30.2082
141,30.206
142,30.2038
143,30.2017
144,30.1996
145,30.1975
146,30.1955
147,30.1934
148,30.1915
149,30.1895
150,30.1876
151,30.1857
152,30.1838
153,30.1819
154,30.1801
155,30.1783
156,30.1765
157,30.1747
158,30.173
159,30.1713
160,30.1696
161,30.1679
162,30.1663
163,30.1647
164,30.1631
165,30.1615
166,30.1599
167,30.1584
168,30.1569
169,30.1554
170,30.1539
171,30.1524
172,30.151
173,30.1496
174,30.1482
175,30.1468
176,30.1454
177,30.1441
178,30.1427
179,30.1414
180,30.1401
181,30.1388
182,30.1376
183,30.1363
184,30.1351
185,30.1339
186,30.1327
187,30.1315
188,30.1303
189,30.1292
190,30.128
191,30.1269
192,30.1258
193,30.1247
194,30.1236
195,30.1225
196,30.1214
197,30.1204
198,30.1193
199,30.1183
200,30.1173
201,30.1163
202,30.1153
203,30.1143
204,30.1134
205,30.1124
206,30.1115
207,30.1105
208,30.1096
209,30.1087
210,30.1078
211,30.1069
212,30.106
213,30.1052
214,30.1043
215,30.1035
216,30.1026
217,30.1018
218,30.101
219,30.1002
220,30.0994
221,30.0986
222,30.0978
223,30.097
224,30.0962
225,30.0955
226,30.0947
227,30.094
228,30.0932
229,30.0925
230,30.0918
231,30.0911
232,30.0904
233,30.0897
234,30.089
235,30.0883
236,30.0877
237,30.087
238,30.0863
239,30.0857
