step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,5.00024,2.49988,2.49988,1.76384e-127,9.85098e-115,2.38723e-61,2.38723e-61,1.09958e-173,0.208529,2.38723e-61,1.09958e-173,0.208529,1.13635e-322,5.52498e-167,4.58294
1,4.80023,2.59989,2.59989,1.63333e-127,9.16141e-115,0.112069,0.112069,0.0458192,0.297623,0.112069,0.0458192,0.297623,7.90505e-323,4.35238e-167,3.97691
2,4.60164,2.59923,2.75734,0.0138898,0.027896,0.173331,0.251672,0.10834,0.305521,0.330729,0.182733,0.397491,0.046603,0.0231114,3.18047
3,4.49718,2.50455,2.86859,0.0413853,0.088294,0.192994,0.35114,0.125723,0.261636,0.51543,0.274956,0.445507,0.0966471,0.0462627,2.6897
4,4.42787,2.38113,2.95698,0.0758718,0.158143,0.196128,0.427623,0.125418,0.219139,0.67567,0.341978,0.47049,0.140416,0.0658467,2.33729
5,4.37172,2.25042,3.03426,0.113192,0.230407,0.190656,0.489054,0.118682,0.182431,0.819407,0.395187,0.483699,0.179398,0.0824488,2.05904
6,4.32005,2.12104,3.10492,0.15144,0.302546,0.180375,0.539138,0.109763,0.151593,0.950372,0.439453,0.490283,0.213916,0.0962994,1.82881
7,4.26926,1.99657,3.17057,0.189646,0.373957,0.167417,0.580104,0.100408,0.125979,1.07082,0.477288,0.492731,0.244373,0.107689,1.63319
8,4.21779,1.8784,3.23306,0.227275,0.443468,0.153116,0.613502,0.0913652,0.104798,1.18232,0.510187,0.492397,0.271185,0.116912,1.46422
9,4.16526,1.76688,3.29318,0.264001,0.510678,0.138359,0.640491,0.0829226,0.0872991,1.28606,0.539101,0.490058,0.294759,0.124251,1.3167
10,4.1117,1.66187,3.35129,0.299608,0.575524,0.124436,0.66194,0.0753131,0.0728308,1.38299,0.564747,0.486201,0.315471,0.129959,1.18611
11,4.05737,1.56305,3.40749,0.333968,0.638121,0.11144,0.678597,0.0684712,0.0608503,1.47386,0.587602,0.48115,0.33367,0.134268,1.07009
12,4.00254,1.47006,3.46179,0.366992,0.698616,0.0994161,0.691096,0.0623114,0.0509132,1.55933,0.608051,0.475151,0.349658,0.137377,0.966699
13,3.94745,1.38255,3.51422,0.398622,0.75716,0.0883786,0.69998,0.056757,0.0426569,1.63994,0.626406,0.468399,0.363697,0.139457,0.874333
14,3.8923,1.30018,3.56479,0.428825,0.813903,0.0783139,0.705714,0.0517401,0.0357856,1.71616,0.642927,0.461049,0.376015,0.140655,0.791636
15,3.83729,1.22264,3.61351,0.457587,0.868984,0.0691905,0.708572,0.0472015,0.0300577,1.78842,0.65783,0.453228,0.386942,0.141101,0.717454
16,3.78254,1.14963,3.66039,0.484909,0.922527,0.0609636,0.708923,0.0430892,0.0252757,1.85707,0.671302,0.445042,0.396633,0.140905,0.650792
17,3.72819,1.0809,3.70546,0.510803,0.974649,0.05358,0.707093,0.0393577,0.0212775,1.92243,0.683501,0.436579,0.405222,0.140162,0.590796
18,3.67432,1.01618,3.74876,0.535292,1.02545,0.046981,0.703368,0.0359671,0.0179301,1.98478,0.694561,0.427913,0.412825,0.138956,0.536721
19,3.62102,0.955231,3.79031,0.558405,1.07504,0.0411057,0.698001,0.0328824,0.0151238,2.04435,0.7046,0.419106,0.419545,0.137361,0.487923
20,3.56833,0.897844,3.83015,0.580179,1.1235,0.0358926,0.691215,0.030073,0.0127683,2.10137,0.713719,0.41021,0.425472,0.135439,0.443835
21,3.51632,0.843809,3.86832,0.600654,1.1709,0.0312816,0.683206,0.0275118,0.0107889,2.15604,0.722006,0.401269,0.430685,0.133247,0.403963
22,3.465,0.792933,3.90486,0.619874,1.21733,0.0272149,0.67415,0.0251748,0.00912367,2.20852,0.729539,0.392321,0.435254,0.130833,0.367867
23,3.4144,0.745034,3.93983,0.637885,1.26285,0.0236377,0.6642,0.0230408,0.00772131,2.25898,0.736385,0.383396,0.439241,0.12824,0.335163
24,3.36455,0.699944,3.97326,0.654734,1.30751,0.0204987,0.653495,0.0210909,0.00653919,2.30754,0.742605,0.374522,0.4427,0.125503,0.305508
25,3.31544,0.657501,4.00521,0.670471,1.35138,0.0177504,0.642155,0.0193083,0.0055418,2.35434,0.74825,0.365721,0.445682,0.122656,0.278598
26,3.26708,0.617556,4.03572,0.685143,1.3945,0.0153493,0.63029,0.0176778,0.00469953,2.39949,0.753369,0.357012,0.448229,0.119726,0.254162
27,3.21948,0.579966,4.06484,0.6988,1.43692,0.0132555,0.617995,0.016186,0.00398769,2.44309,0.758002,0.348411,0.45038,0.116736,0.231959
28,3.17262,0.544597,4.09262,0.711489,1.47868,0.0114331,0.605356,0.0148205,0.00338561,2.48523,0.762187,0.339931,0.452171,0.113709,0.211773
29,3.12649,0.511324,4.11911,0.723257,1.51981,0.00984955,0.592447,0.0135705,0.002876,2.52601,0.765958,0.331583,0.453633,0.110662,0.193411
30,3.0811,0.480028,4.14436,0.734152,1.56036,0.00847577,0.579337,0.0124259,0.00244435,2.56549,0.769344,0.323375,0.454793,0.10761,0.1767
31,3.03643,0.450594,4.16842,0.744217,1.60034,0.00728577,0.566085,0.0113777,0.00207851,2.60376,0.772373,0.315315,0.455677,0.104566,0.161483
32,2.99247,0.422917,4.19133,0.753498,1.63979,0.00625641,0.552743,0.0104177,0.00176824,2.64087,0.775068,0.307409,0.456308,0.101543,0.147622
33,2.94919,0.396897,4.21314,0.762035,1.67873,0.0053672,0.539357,0.00953847,0.00150496,2.67688,0.777451,0.29966,0.456705,0.0985493,0.134989
34,2.9066,0.372438,4.2339,0.76987,1.71719,0.00460004,0.52597,0.0087331,0.00128142,2.71185,0.779544,0.292071,0.456888,0.0955931,0.123472
35,2.86468,0.34945,4.25365,0.777041,1.75519,0.00393896,0.512617,0.00799541,0.00109152,2.74583,0.781364,0.284646,0.456872,0.0926812,0.112968
36,2.8234,0.327848,4.27243,0.783587,1.79273,0.00336996,0.49933,0.00731974,0.000930124,2.77886,0.782928,0.277385,0.456674,0.0898193,0.103384
37,2.78277,0.307552,4.29029,0.789543,1.82985,0.00288074,0.486137,0.00670089,0.000792886,2.81099,0.784251,0.270289,0.456307,0.0870118,0.0946371
38,2.74275,0.288486,4.30726,0.794945,1.86656,0.00246054,0.473062,0.0061341,0.000676137,2.84227,0.785347,0.263357,0.455783,0.0842624,0.0866511
39,2.70335,0.270578,4.32339,0.799823,1.90286,0.0021,0.460127,0.00561503,0.000576774,2.87271,0.78623,0.25659,0.455114,0.081574,0.0793577
40,2.66454,0.253761,4.33872,0.804211,1.93877,0.00179085,0.447339,0.00513969,0.000492257,2.90237,0.786912,0.249998,0.45431,0.0789489,0.0726947
41,2.62631,0.237969,4.35327,0.808136,1.97431,0.00152597,0.434707,0.00470441,0.000420382,2.93128,0.787402,0.243585,0.453381,0.0763887,0.066606
42,2.58865,0.223143,4.3671,0.811629,2.00949,0.00129925,0.422247,0.00430586,0.000359213,2.95946,0.787713,0.237349,0.452335,0.0738945,0.0610404
43,2.55154,0.209226,4.38022,0.814716,2.0443,0.00110536,0.409973,0.00394095,0.000307118,2.98694,0.787853,0.231284,0.451181,0.071467,0.0559517
44,2.51497,0.196163,4.39268,0.817421,2.07877,0.000939711,0.397897,0.00360687,0.00026272,3.01375,0.787831,0.225387,0.449925,0.0691065,0.0512978
45,2.47893,0.183904,4.4045,0.81977,2.11289,0.000798308,0.386029,0.00330104,0.000224856,3.03991,0.787655,0.219654,0.448575,0.066813,0.0470404
46,2.44341,0.1724,4.41572,0.821784,2.14668,0.000677705,0.374377,0.00302108,0.000192545,3.06545,0.787334,0.214079,0.447136,0.0645862,0.0431448
47,2.4084,0.161607,4.42636,0.823486,2.18015,0.000574927,0.362949,0.00276483,0.000164955,3.09039,0.786875,0.208659,0.445615,0.0624256,0.0395795
48,2.37388,0.151481,4.43646,0.824896,2.21328,0.00048741,0.351749,0.00253029,0.000141382,3.11475,0.786284,0.20339,0.444017,0.0603305,0.0363156
49,2.33985,0.141983,4.44603,0.826032,2.2461,0.000412944,0.340784,0.00231564,0.000121229,3.13856,0.785569,0.198267,0.442346,0.0582999,0.033327
50,2.30628,0.133074,4.45512,0.826912,2.27861,0.000349632,0.330055,0.0021192,0.000103992,3.16182,0.784736,0.193286,0.440608,0.0563328,0.0305899
51,2.27319,0.124719,4.46374,0.827555,2.3108,0.00029584,0.319566,0.00193944,8.92401e-05,3.18456,0.783791,0.188444,0.438806,0.054428,0.0280826
52,2.24054,0.116884,4.47191,0.827974,2.34269,0.000250171,0.309318,0.00177494,7.6609e-05,3.20679,0.782739,0.183736,0.436946,0.0525843,0.0257852
53,2.20834,0.109537,4.47966,0.828186,2.37427,0.000211425,0.299313,0.00162441,6.57886e-05,3.22853,0.781586,0.179158,0.435029,0.0508005,0.0236799
54,2.17658,0.102649,4.48701,0.828205,2.40556,0.000178574,0.289549,0.00148669,5.65152e-05,3.2498,0.780337,0.174706,0.433061,0.0490751,0.0217501
55,2.14524,0.0961912,4.49399,0.828043,2.43654,0.000150739,0.280028,0.00136067,4.8564e-05,3.27061,0.778998,0.170377,0.431044,0.0474066,0.0199808
56,2.11432,0.0901373,4.5006,0.827713,2.46723,0.000127171,0.270747,0.00124537,4.17437e-05,3.29097,0.777572,0.166167,0.428981,0.0457937,0.0183585
57,2.08382,0.0844626,4.50688,0.827226,2.49762,0.000107227,0.261706,0.00113988,3.58912e-05,3.31089,0.776064,0.162073,0.426876,0.0442349,0.0168706
58,2.05371,0.0791435,4.51283,0.826593,2.52772,9.03607e-05,0.252903,0.00104336,3.08672e-05,3.3304,0.774478,0.15809,0.424732,0.0427286,0.0155057
59,2.02401,0.0741581,4.51848,0.825825,2.55753,7.61059e-05,0.244335,0.000955051,2.6553e-05,3.34949,0.772819,0.154217,0.42255,0.0412734,0.0142535
60,1.99469,0.0694858,4.52384,0.82493,2.58705,6.40654e-05,0.236001,0.000874257,2.28469e-05,3.36819,0.771091,0.150448,0.420333,0.0398679,0.0131043
61,1.96576,0.0651072,4.52893,0.823919,2.61629,5.39012e-05,0.227896,0.000800336,1.96624e-05,3.38651,0.769297,0.146782,0.418085,0.0385104,0.0120497
62,1.93721,0.0610039,4.53376,0.822798,2.64524,4.53258e-05,0.220018,0.000732703,1.69251e-05,3.40444,0.767441,0.143215,0.415806,0.0371997,0.0110815
63,1.90902,0.0571588,4.53834,0.821576,2.6739,3.80951e-05,0.212365,0.000670823,1.45716e-05,3.42202,0.765526,0.139744,0.4135,0.0359341,0.0101927
